panel,book,IS_dS,OOS_dS,sign_holds
broad,TOP20,0.012003822060756366,0.01835819478617884,True
broad,V1u,0.06496962214777627,0.11257510566988688,True
broad,V2,-0.007459574347166795,0.009439098121654284,False
small,TOP20,0.03372988386267925,0.03510116437623153,True
small,V1u,-0.011041452144618054,0.1076126866564692,False
small,V2,0.06764741569634153,0.021018218305397407,True
u56,TOP20,0.011735458687044965,0.00919730304055223,True
u56,V1u,0.0244453179238668,0.031265145360756974,True
