panel,tape,seed,cadence,n,gross,repair,pass4b,cstar,margin,binding_leg,min_slack,Sharpe,CAGR,MaxDD,Turn,OOS_Sharpe,def_O_CSTAR,def_O_MARGIN,def_O_BINDING,def_O_SHARE
U56,REAL,0,W,5,0.6,R_NONE,False,16.809274316693866,0.06792709593287172,H1,-0.06016214059235425,0.9494109586913279,0.1327342222379977,-0.1755408495109424,14.162758357711246,0.9929366881549734,False,False,False,False
U56,REAL,0,W,5,0.6,R_DEGATE,False,16.809274316693866,0.06792709593287172,H1,-0.06016214059235425,0.9494109586913279,0.1327342222379977,-0.1755408495109424,14.162758357711246,0.9929366881549734,True,True,True,True
U56,REAL,0,W,5,0.6,R_MATCH,False,,-0.18592486903129857,H1,-0.3256080957565587,0.9494109586913279,0.1327342222379977,-0.1755408495109424,14.162758357711246,0.9929366881549734,False,False,False,False
U56,REAL,0,W,5,0.6,R_SOFT,False,,-0.5693896663640282,H1,-0.6569454632993105,0.9494109586913279,0.1327342222379977,-0.1755408495109424,14.162758357711246,0.9929366881549734,False,False,False,False
U56,REAL,0,W,5,0.6,R_REFUSE,False,16.809274316693866,0.06792709593287172,H1,-0.06016214059235425,0.9494109586913279,0.1327342222379977,-0.1755408495109424,14.162758357711246,0.9929366881549734,True,True,True,True
U56,REAL,0,W,5,0.75,R_NONE,False,17.003731926227097,0.06975207236031444,H1,-0.05880171813988555,0.9512359351187706,0.16527306534920383,-0.21579814831800948,17.67291785442491,0.9952256964163512,False,False,False,False
U56,REAL,0,W,5,0.75,R_DEGATE,False,17.003731926227097,0.06975207236031444,H1,-0.05880171813988555,0.9512359351187706,0.16527306534920383,-0.21579814831800948,17.67291785442491,0.9952256964163512,True,True,True,True
U56,REAL,0,W,5,0.75,R_MATCH,False,,-0.18409989260385584,H1,-0.32424767330409,0.9512359351187706,0.16527306534920383,-0.21579814831800948,17.67291785442491,0.9952256964163512,False,False,False,False
U56,REAL,0,W,5,0.75,R_SOFT,False,,-0.5675646899365855,H1,-0.6555850408468418,0.9512359351187706,0.16527306534920383,-0.21579814831800948,17.67291785442491,0.9952256964163512,False,False,False,False
U56,REAL,0,W,5,0.75,R_REFUSE,False,17.003731926227097,0.06975207236031444,H1,-0.05880171813988555,0.9512359351187706,0.16527306534920383,-0.21579814831800948,17.67291785442491,0.9952256964163512,True,True,True,True
