book,label,panel,cadence,rung,treatment,credit_bps,rf_bps,mean_cash,CAGR,Sharpe,MaxDD,Vol,H1,H2,OOS,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,bind,pass4b,pass4a,spy_H1,spy_H2,spy_OOS,spy_CAGR,spy_MaxDD,v2_H1,v2_H2,v2_MaxDD
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,10,C0,0.0,0.0,0.24971582483633437,0.12788452909930026,1.063538755207473,-0.18308338193951879,0.11996322334289361,1.0681685036173274,1.066389440640501,1.130696525073767,0.11154860424428836,0.23237379887584053,0.24868582408951112,0.019220029760870977,0.02128821419333389,0.019220029760870977,DD,True,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.225929058024116,1.190851310244714,-0.12054946142590717
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,10,C1@150,150.0,0.0,0.24971582483633437,0.13211316190954037,1.0947757182857063,-0.18287789030582957,0.11995971429851233,1.102400663245444,1.0952963094749073,1.1603087517457353,0.1457807638724049,0.26128066771024683,0.2782980507614794,0.01942552139456019,0.025516847003573997,0.01942552139456019,DD,True,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.3298617734604152,1.2852897349482792,-0.12016946725418853
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,10,C1@300,300.0,0.0,0.24971582483633437,0.13635830866667198,1.1260198202784488,-0.18267231551575402,0.11995620489429203,1.1366405922473284,1.1242098209840938,1.1899277727003026,0.18002069287428935,0.29019417921943336,0.30791707171604665,0.019631096184635738,0.02976199376070561,0.019631096184635738,DD,True,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.4338137621283809,1.37974738979641,-0.11978927670920825
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,10,C2@150,150.0,150.0,0.24971582483633437,0.13211316190954037,0.969733739920591,-0.18287789030582957,0.11995971429851233,0.9653800681960104,0.9795719608337388,1.0417535277731507,0.09993530334093037,0.2249204916391805,0.24229583071875427,0.01942552139456019,0.025516847003573997,0.01942552139456019,DD,True,False,0.86544476485508,0.7546514691945583,0.7994576970543964,0.15228044986566625,-0.33717235283398295,1.1056471472657274,1.0849347123782704,-0.12016946725418853
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,10,C2@300,300.0,300.0,0.24971582483633437,0.13635830866667198,0.8759285471639263,-0.18267231551575402,0.11995620489429203,0.8625915352342121,0.8927542623938214,0.9528103330342127,0.08832190489709113,0.2174669657693652,0.23590563990967595,0.019631096184635738,0.02976199376070561,0.019631096184635738,DD,True,False,0.7742696303371209,0.6752872966244562,0.7169046931245368,0.15228044986566625,-0.33717235283398295,0.9853566500445544,0.9790080093898084,-0.11978927670920825
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,25,C0,0.0,0.0,0.24971582483633437,0.10943757151173594,0.9258514491995958,-0.18440701711513563,0.11998811599654673,0.9231769160493842,0.9340020755940421,0.9985104002377574,-0.03344298332365481,0.09998643382938166,0.11649969925350145,0.017896394585254133,0.0028412566057695737,-0.03344298332365481,H1,False,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.1880995872996056,1.1533938650072575,-0.12092634875468689
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,25,C1@150,150.0,0.0,0.24971582483633437,0.11359827187560634,0.9570850874533349,-0.1842018352934417,0.11998460291315,0.9574091056683605,0.9629035521404364,1.0281183163883618,0.0007892062953214207,0.12888791037577596,0.14610761540410588,0.018101576406948067,0.007001956969639969,0.0007892062953214207,H1,True,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.2920280974523721,1.2478325086006141,-0.12054650986517623
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,25,C1@300,300.0,0.0,0.24971582483633437,0.11777521275378255,0.9883257682067714,-0.18399657043858508,0.11998108984350844,0.9916489285947035,0.9918116092099789,1.0577329610544386,0.03502902922166451,0.15779596744531843,0.17572226007018266,0.01830684126180468,0.011178897847816185,0.011178897847816185,CAGR,True,False,0.956619899373039,0.8340156417646605,0.8820107009842559,0.15228044986566625,-0.33717235283398295,1.395975883353302,1.3422902756069226,-0.12016647933779301
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,25,C2@150,150.0,150.0,0.24971582483633437,0.11359827187560634,0.8320690467630336,-0.1842018352934417,0.11998460291315,0.8204028760128977,0.8472120286750632,0.9095916350763933,-0.0450418888421823,0.0925605594805049,0.11013393802199689,0.018101576406948067,0.007001956969639969,-0.0450418888421823,H1,False,False,0.86544476485508,0.7546514691945583,0.7994576970543964,0.15228044986566625,-0.33717235283398295,1.0678354866083577,1.047486910403578,-0.12054650986517623
K1,u56 top20 composite g0.75 W (memo 2026-09-07_u56-top20-g075-4b_C),U56,W,25,C2@300,300.0,300.0,0.24971582483633437,0.11777521275378255,0.7382863658382061,-0.18399657043858508,0.11998108984350844,0.7176285759419087,0.7604217096210593,0.8206726132171709,-0.056641054395212276,0.08513441299660307,0.10376792009263414,0.01830684126180468,0.011178897847816185,-0.056641054395212276,H1,False,False,0.7742696303371209,0.6752872966244562,0.7169046931245368,0.15228044986566625,-0.33717235283398295,0.9475621912181115,0.9415693975151305,-0.12016647933779301
