file,dial,family,par_val,sib_val,par_CAGR,sib_CAGR,dCAGR
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0340472332108856,0.1131761104289448,0.07912887721805921
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0320867395034634,0.1073318879350793,0.07524514843161591
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1050350741538928,0.1099831548879111,0.004948080734018312
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.0975020972499129,0.1078635698845456,0.01036147263463269
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1063360215025479,0.1114272017051187,0.005091180202570808
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0348405114837644,0.1152904599221498,0.0804499484383854
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0523018060307667,0.1072257433993217,0.054923937368555
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0337624869082791,0.1118825930492402,0.0781201061409611
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0346390786264219,0.1142861364060177,0.0796470577795958
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0352868863145037,0.1165870112232643,0.0813001249087606
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0529718187411243,0.108345583641858,0.05537376490073371
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0346047929144091,0.1144801639282606,0.0798753710138515
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0340472332108856,0.1131761104289448,0.07912887721805921
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0320867395034634,0.1073318879350793,0.07524514843161591
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1050350741538928,0.1099831548879111,0.004948080734018312
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.0975020972499129,0.1078635698845456,0.01036147263463269
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1063360215025479,0.1114272017051187,0.005091180202570808
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0348405114837644,0.1152904599221498,0.0804499484383854
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0523018060307667,0.1072257433993217,0.054923937368555
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0337624869082791,0.1118825930492402,0.0781201061409611
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0346390786264219,0.1142861364060177,0.0796470577795958
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0352868863145037,0.1165870112232643,0.0813001249087606
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0529718187411243,0.108345583641858,0.05537376490073371
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0346047929144091,0.1144801639282606,0.0798753710138515
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0340472332108856,0.1131761104289448,0.07912887721805921
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0320867395034634,0.1073318879350793,0.07524514843161591
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1050350741538928,0.1099831548879111,0.004948080734018312
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.0975020972499129,0.1078635698845456,0.01036147263463269
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,SLEEVE,BAND,0.1063360215025479,0.1114272017051187,0.005091180202570808
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,dial,DIAL-UNNAMED,GROSS,SLEEVE,0.0348405114837644,0.1152904599221498,0.0804499484383854
