panel,family,thr,depth,bps,on_share,J,absd_S,K_S,ties_S,N_S,truth_S,pMAXN20_S,pPVAL20_S,pMAXN50_S,pPVAL50_S,pMAXN100_S,pPVAL100_S,pMAXN200_S,pPVAL200_S,absd_DD,K_DD,ties_DD,N_DD,truth_DD,pMAXN20_DD,pPVAL20_DD,pMAXN50_DD,pPVAL50_DD,pMAXN100_DD,pPVAL100_DD,pMAXN200_DD,pPVAL200_DD,absd_IS,K_IS,ties_IS,N_IS,truth_IS,pMAXN20_IS,pPVAL20_IS,pMAXN50_IS,pPVAL50_IS,pMAXN100_IS,pPVAL100_IS,pMAXN200_IS,pPVAL200_IS,Sharpe,CAGR,MaxDD,H1,H2,Sharpe_OOS,CAGR_OOS,MaxDD_OOS,fail4a,fail4b,pass4a,pass4b
BROAD136,BUDGET,0.05,half,10,0.9364102564102564,975,0.04333910725396495,663,0,974,False,0.0004156083627994228,0.0004156083627992338,2.4002498571846205e-09,6.318833663119868e-08,1.4580906131101603e-18,5.542005763501626e-13,3.602411763252514e-39,1.026506066833686e-25,0.002531856215840733,179,679,974,False,7.806803632992128e-16,7.806803632988578e-16,3.010988775024298e-40,9.236787103696661e-38,3.3616925097333926e-87,1.19008372182718e-76,0.0,9.859676543759771e-304,0.08337801924404054,853,0,974,False,0.06848719290296036,0.06848719290296036,0.0010941849920649259,0.009327790964697533,7.962079537791757e-07,0.002584929062694075,9.963256597359496e-14,2.8178568493225754e-05,0.9926714313992809,0.1398279908950424,-0.21823473271191152,1.2199679744647454,0.8003617484907326,0.8913498988226737,0.12883165949532294,-0.2182347327119114,DD,"H2,DD",False,False
BROAD136,BUDGET,0.05,half,25,0.9364102564102564,975,0.09506986413478313,790,0,974,False,0.014498787529984786,0.014498787529984786,2.0948842633484815e-05,0.00028104243538404957,2.2385174470390998e-10,4.987365378098992e-06,2.3188221119768582e-21,6.848248107324915e-11,0.0028286112708475475,173,685,974,False,3.793655341833178e-16,3.793655341831453e-16,4.0800784746478707e-41,1.3218796180689035e-38,2.2260284809023565e-89,1.1024452010902012e-78,0.0,9.859676543759771e-304,0.13495184758151557,878,0,974,False,0.12283315314224506,0.12283315314224506,0.004839847009592305,0.03286308663088583,1.71143055271386e-05,0.020916579034234956,7.075431772246569e-11,0.0018439234553303898,0.8983761811396119,0.12468064673691037,-0.21963142564997495,1.1222466921807552,0.7086545942484589,0.7984480519825063,0.11340426849053187,-0.21963142564997473,-,"H2,OOS,DD",True,False
BROAD136,BUDGET,0.05,skip,10,0.9364102564102564,975,0.007147121351681829,55,0,974,False,2.5325536638459707e-27,2.532553663844855e-27,1.4199056447098403e-78,1.0875530634721692e-74,0.0,4.9298382718798856e-304,0.0,9.859676543759771e-304,0.06223911108646574,575,1,974,False,2.3030914439353996e-05,2.3030914439343523e-05,1.439330770887816e-12,5.60299179937617e-11,2.6428261991833456e-25,5.234334775485056e-19,4.161502793901377e-54,7.26321108274204e-39,0.008574164678662788,38,0,974,False,1.6837982097488573e-31,1.6837982097481155e-31,0.0,1.971935308751954e-304,0.0,4.9298382718798856e-304,0.0,9.859676543759771e-304,0.9421852027936342,0.14462229757775802,-0.2779419875825365,1.2249969286345066,0.7754536425868285,0.9020274847728665,0.15431585426676997,-0.27794198758253685,DD,"H2,DD",False,False
BROAD136,BUDGET,0.05,skip,25,0.9364102564102564,975,0.13488965887285143,393,0,974,False,9.737240801843925e-09,9.737240801839496e-09,2.7099472630378838e-21,2.315586914237981e-19,7.393314502019669e-44,4.380288207014685e-36,4.1420374603380046e-97,7.50804825705881e-78,0.06113917320340956,570,1,974,False,1.9282495627474055e-05,1.9282495627465287e-05,9.117895691330097e-13,3.626332372747816e-11,1.0129735491260923e-25,2.1972915031020454e-19,4.8642092097359546e-55,1.0698053911797723e-39,0.13498490749382996,542,0,974,False,6.918206576777348e-06,6.918206576774201e-06,6.52873398748103e-14,2.925746855690441e-12,3.947228473646946e-28,1.4220897688653239e-21,1.8612844373915283e-60,1.5037821564060867e-44,0.9381959758776802,0.1439321995828191,-0.27794198758253696,1.2208857831024076,0.7714314494443055,0.8982050152565592,0.15356213925262585,-0.2779419875825361,DD,"H2,DD",False,False
BROAD136,BUDGET,0.1,half,10,0.8769230769230769,975,0.025503676449835533,133,0,974,False,1.3739265881568977e-18,1.373926588156273e-18,5.0587749394978515e-48,2.5374574202497332e-45,4.615312788544777e-108,5.681251688611379e-96,0.0,9.859676543759771e-304,0.0062818564819676626,920,0,974,False,0.315889654702365,0.315889654702365,0.053483439857878,0.21927596295353685,0.0024180930308340893,0.33110696071535495,2.7403159442621945e-06,0.29868168313254656,0.0744813851984969,615,0,974,False,9.036487375140767e-05,9.036487375136656e-05,4.811353156646311e-11,1.5739755308923642e-09,4.140419776662045e-22,3.930099878849175e-16,5.405070808178605e-47,1.482230610729978e-32,0.9748360005951515,0.13691087614883823,-0.22198473297803845,1.2097470033344953,0.7751904349063776,0.8665201863214503,0.12455639437458665,-0.221984732978038,DD,"H2,OOS,DD",False,False
BROAD136,BUDGET,0.1,half,25,0.8769230769230769,975,0.07539181517360305,263,0,974,False,2.46275798496291e-12,2.46275798496179e-12,9.168494225070818e-31,1.5322524647921916e-28,9.260418126722702e-65,1.2386296539030684e-55,2.39308519020201e-152,4.0386755643424204e-128,0.007638543051300184,920,0,974,False,0.315889654702365,0.315889654702365,0.053483439857878,0.21927596295353685,0.0024180930308340893,0.33110696071535495,2.7403159442621945e-06,0.29868168313254656,0.1244328498552959,728,0,974,False,0.0027692764206363562,0.002769276420635097,3.064748209803808e-07,5.8582278372704705e-06,3.5165308890383425e-14,3.4804489255239238e-09,1.348475659664245e-29,1.450438246616219e-17,0.8786981321784318,0.12151575294411132,-0.2244413574304276,1.1105792487789812,0.6813252620524645,0.7716258702322865,0.10888005593601968,-0.2244413574304278,-,"H2,OOS,DD",True,False
BROAD136,BUDGET,0.1,skip,10,0.8769230769230769,975,0.009128794167337584,51,0,974,False,3.8880681954222614e-28,3.8880681954205484e-28,2.081637338127005e-83,4.8035863214627846e-79,0.0,4.9298382718798856e-304,0.0,9.859676543759771e-304,0.05401232324743044,700,0,974,False,0.0012504932982977425,0.001250493298297174,4.018560232858497e-08,8.858733932683574e-07,5.156929207860765e-16,9.294187886019134e-11,1.3672544677400893e-33,6.293529328007827e-21,0.08121258065965486,397,0,974,False,1.1983477238559782e-08,1.1983477238554333e-08,4.6532537742706075e-21,3.904186887966796e-19,2.3724697532462952e-43,1.296178613534894e-35,6.938001567695951e-96,9.871054605425556e-77,0.9584611183126536,0.14721508255286353,-0.2697151997435012,1.2038521090341328,0.7826301299487237,0.8553332388379465,0.14031606727519086,-0.26971519974350155,DD,"H2,OOS,DD",False,False
BROAD136,BUDGET,0.1,skip,25,0.8769230769230769,975,0.13380895392668601,200,0,974,False,8.091477095996194e-15,8.091477095992515e-15,1.85248734452283e-37,4.766290451794725e-35,2.2770983448924986e-80,2.8974934674654208e-70,5.432067935350115e-214,1.6750907597120557e-178,0.054734544483853065,750,0,974,False,0.005062307141639294,0.005062307141639294,1.4299920537263457e-06,2.4277226007711865e-05,8.597671893400697e-13,5.167433034160668e-08,1.3898893709127078e-26,4.4804595740303845e-15,0.20627515912174876,488,0,974,False,8.149269298117809e-07,8.149269298114103e-07,2.62853068776267e-16,1.4812578743644772e-14,3.4118281881314897e-33,3.2790851529559586e-26,5.463601307396154e-72,5.83689557700366e-55,0.9371152709315148,0.14345574359629354,-0.27153735886298047,1.181542216739168,0.761803620015148,0.8348497247557028,0.13640080768554497,-0.27153735886298025,DD,"H2,OOS,DD",False,False
BROAD136,BUDGET,0.2,half,10,0.6410256410256411,975,0.013115520709434336,272,0,974,False,4.9499429987582e-12,4.949942998755949e-12,5.8816000899097066e-30,9.316401792646068e-28,6.199269429367555e-63,6.37921027540433e-54,5.523710812769249e-147,2.711873399705584e-123,0.0062962592478698065,806,0,974,False,0.021756977824332897,0.021756977824332897,5.895299518147061e-05,0.0007131209734176292,1.9042860001614787e-09,2.7389078857624947e-05,2.3373837036373672e-19,2.407589089703552e-09,0.06408716406079473,807,0,974,False,0.022309887044777547,0.022309887044777547,6.284685219479435e-05,0.0007551571633119037,2.1736333834942266e-09,3.039066399193456e-05,3.1075266043418085e-19,2.9900235123509942e-09,0.9624478448547503,0.13516268252220098,-0.2219991357439406,1.2002183436486917,0.7600023047944116,0.8524423223914571,0.12237884777295327,-0.22199913574394126,DD,"H2,OOS,DD",False,False
BROAD136,BUDGET,0.2,half,25,0.6410256410256411,975,0.053573707270202386,484,0,974,False,6.889591649109748e-07,6.889591649106615e-07,1.7034035748098533e-16,9.764222560436525e-15,1.3590989804520053e-33,1.4057739659139742e-26,6.571091079467937e-73,8.55257010175656e-56,0.007652940693311683,805,0,974,False,0.021217102444070175,0.021217102444070175,5.529586148534616e-05,0.0006733514561299953,1.6680222284290144e-09,2.4676698076873754e-05,1.7573877473993607e-19,1.9372567276155143e-09,0.1034282963768095,877,0,974,False,0.12003513143055004,0.12003513143055004,0.004564229298338714,0.03129914728984079,1.5165067995575919e-05,0.019340153161648787,5.46371610658859e-11,0.0015807234765383663,0.8568800242750312,0.11824493683130277,-0.2244557550724391,1.090025559120923,0.6580553084117705,0.7489940480938382,0.1052938849926941,-0.22445575507243964,-,"H2,OOS,DD",True,False
