panel,cost,arm,k,share,n,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b_fail,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
u56,10.0,A_LIVE,-0.5,0.1,4,0.07391070521921184,0.7019809686428197,-0.14804682611756326,H2|CAGR,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ZERO,0.0,0.1,4,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ISK,1.0,0.1,4,0.2284243778347106,1.0210745123919134,-0.26423948550930587,DD,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ISKS,0.0,0.1,4,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_LIVE,-0.5,0.1,4,0.031801820471182296,0.33884954724842653,-0.17501750938801552,H1|H2|CAGR,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ZERO,0.0,0.1,4,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ISK,1.0,0.1,4,0.18752942639254444,0.8714258309688133,-0.2756092165244888,H2|DD,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ISKS,0.0,0.1,4,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
broad,10.0,A_LIVE,-0.5,0.15,14,0.07103393947681425,0.6953099368583532,-0.18088377055104954,H1|H2|CAGR,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,A_ZERO,0.0,0.15,14,0.12675734109715964,0.8314381919772577,-0.21579823921837338,H1|H2,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,A_ISK,0.75,0.15,14,0.1664119879977619,0.9619135981549877,-0.22875263980856542,H1,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,A_ISKS,0.25,0.1,9,0.15660525209439702,0.8598006010303624,-0.231502626718312,H1,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,A_LIVE,-0.5,0.15,14,0.036826441101411866,0.3912665543392161,-0.18838830890035185,H1|H2|CAGR,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,A_ZERO,0.0,0.15,14,0.09898398196214342,0.6741113817798446,-0.21672423052619216,H1|H2,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,A_ISK,0.75,0.15,14,0.13433585794437342,0.8032719520730026,-0.2443675448134388,H1|DD,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,A_ISKS,0.25,0.1,9,0.1230347117380548,0.7050046085238197,-0.23212232527070165,H1|H2,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
