window,committed,scope,rung,sharpe_n,sharpe_win_F,sharpe_win_W,sharpe_n_flip,sharpe_flip,sharpe_WL,sharpe_LW,sharpe_med_abs_d,sharpe_max_abs_d,sharpe_d_win,cagr_n,cagr_win_F,cagr_win_W,cagr_n_flip,cagr_flip,cagr_WL,cagr_LW,cagr_med_abs_d,cagr_max_abs_d,cagr_d_win,maxdd_n,maxdd_win_F,maxdd_win_W,maxdd_n_flip,maxdd_flip,maxdd_WL,maxdd_LW,maxdd_med_abs_d,maxdd_max_abs_d,maxdd_d_win,med_d_geff,max_abs_d_geff
IS,True,SMALL,10.0,216,0.5046296296296297,0.25,55,0.25462962962962965,55,0,7.999594369656471e-05,0.0014015497017741962,-0.25462962962962965,216,0.7314814814814815,0.4398148148148148,75,0.3472222222222222,69,6,0.0008045851178423158,0.01541084871238585,-0.2916666666666667,216,0.14814814814814814,0.1388888888888889,2,0.009259259259259259,2,0,0.0021209932247300833,0.042730553367005375,-0.009259259259259245,0.005304633605167752,0.175568515722054
IS,True,SMALL,25.0,216,0.39814814814814814,0.1527777777777778,55,0.25462962962962965,54,1,0.00013828429388201835,0.0024850996588131613,-0.24537037037037035,216,0.4398148148148148,0.1388888888888889,65,0.30092592592592593,65,0,0.0005944207060150086,0.011784087521834241,-0.30092592592592593,216,0.12962962962962962,0.12962962962962962,0,0.0,0,0,0.0022105734362347085,0.04507325015730912,0.0,0.005304633605167752,0.175568515722054
IS,True,REPRO2,0.0,432,0.4398148148148148,0.3425925925925926,42,0.09722222222222222,42,0,1.5007805839961641e-05,0.00015451631740814875,-0.09722222222222221,432,0.5995370370370371,0.27314814814814814,141,0.3263888888888889,141,0,0.0013974016727176242,0.015142572914383035,-0.32638888888888895,432,0.16203703703703703,0.1712962962962963,4,0.009259259259259259,0,4,0.0013220539705363077,0.013445208416247079,0.009259259259259273,0.008622000580681966,0.09589831942017923
IS,True,REPRO2,10.0,432,0.5,0.2916666666666667,90,0.20833333333333334,90,0,2.3649685897519923e-05,0.0004774360432004965,-0.20833333333333331,432,0.5671296296296297,0.2013888888888889,158,0.36574074074074076,158,0,0.0012791684778161727,0.013888558528677875,-0.36574074074074076,432,0.1527777777777778,0.16666666666666666,6,0.013888888888888888,0,6,0.0013705561684022594,0.013899245154974316,0.013888888888888867,0.008622000580681966,0.09589831942017923
IS,True,REPRO2,25.0,432,0.41898148148148145,0.21064814814814814,90,0.20833333333333334,90,0,7.121656533443099e-05,0.0009640115521800663,-0.20833333333333331,432,0.4444444444444444,0.14814814814814814,128,0.2962962962962963,128,0,0.0011081210627239546,0.012049780669604937,-0.2962962962962963,432,0.11574074074074074,0.12268518518518519,7,0.016203703703703703,2,5,0.001452708252897006,0.014569287683759757,0.0069444444444444475,0.008622000580681966,0.09589831942017923
OOS,True,U56,0.0,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,2.0936785058878193e-05,0.00021988627113422865,0.0,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0011486302622077948,0.011786603574627241,0.0,216,0.6296296296296297,0.625,1,0.004629629629629629,1,0,0.0014174425539803526,0.014227343421560068,-0.00462962962962965,-0.006680888961326237,0.07138145020284303
OOS,True,U56,10.0,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,8.459312480502135e-07,1.3853760150617234e-05,0.0,216,0.875,0.9166666666666666,9,0.041666666666666664,0,9,0.00105504800488887,0.01080262441188351,0.04166666666666663,216,0.6203703703703703,0.6018518518518519,4,0.018518518518518517,4,0,0.0014256458268425143,0.01430345004114475,-0.01851851851851849,-0.006680888961326237,0.07138145020284303
OOS,True,U56,25.0,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,3.4530359646511855e-05,0.00032636133997110406,0.0,216,0.8425925925925926,0.8518518518518519,14,0.06481481481481481,6,8,0.0009179319582763856,0.009358699817181959,0.0092592592592593,216,0.5787037037037037,0.5740740740740741,5,0.023148148148148147,3,2,0.001418886615756676,0.014094394176036529,-0.00462962962962965,-0.006680888961326237,0.07138145020284303
OOS,True,B136,0.0,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,7.248314251184773e-05,0.0006275267281785624,0.0,216,0.7222222222222222,0.8796296296296297,40,0.18518518518518517,3,37,0.0013909815249173452,0.012059095319963298,0.15740740740740744,216,0.6481481481481481,0.6388888888888888,2,0.009259259259259259,2,0,0.0019739858407772926,0.017300828266991974,-0.0092592592592593,-0.007693787426726495,0.07900982228091125
OOS,True,B136,10.0,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,3.751281406638718e-05,0.00033038880255675807,0.0,216,0.7175925925925926,0.7592592592592593,23,0.10648148148148148,7,16,0.0012637132113089145,0.010975377767580063,0.04166666666666674,216,0.6481481481481481,0.6296296296296297,6,0.027777777777777776,5,1,0.0019575766793163973,0.017123212109909858,-0.01851851851851849,-0.007693787426726495,0.07900982228091125
OOS,True,B136,25.0,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,1.281281072823548e-05,0.0001170690779137562,0.0,216,0.6111111111111112,0.6666666666666666,22,0.10185185185185185,5,17,0.0010774577389677242,0.009385538866739429,0.05555555555555547,216,0.6296296296296297,0.6296296296296297,6,0.027777777777777776,3,3,0.002006793723308198,0.01755051695652088,0.0,-0.007693787426726495,0.07900982228091125
OOS,True,SMALL,0.0,216,0.8425925925925926,0.8425925925925926,0,0.0,0,0,2.5951996592721294e-05,0.0005012365716811629,0.0,216,0.7870370370370371,0.7777777777777778,14,0.06481481481481481,8,6,0.0003215001530256778,0.0072312199445241365,-0.0092592592592593,216,0.9259259259259259,0.9444444444444444,4,0.018518518518518517,0,4,0.0023668093966423553,0.05201597305193051,0.01851851851851849,-0.003270755203186315,0.10825283686967374
OOS,True,SMALL,10.0,216,0.7777777777777778,0.7777777777777778,0,0.0,0,0,1.2029544662617297e-06,5.976157579717922e-05,0.0,216,0.6990740740740741,0.7314814814814815,7,0.032407407407407406,0,7,0.0002159037406497255,0.005258763878587036,0.03240740740740744,216,0.9259259259259259,0.9351851851851852,2,0.009259259259259259,0,2,0.002420315052248545,0.054049896015086585,0.0092592592592593,-0.003270755203186315,0.10825283686967374
OOS,True,SMALL,25.0,216,0.7083333333333334,0.7083333333333334,0,0.0,0,0,3.433376376955899e-05,0.0006035947228016925,0.0,216,0.6805555555555556,0.6898148148148148,2,0.009259259259259259,0,2,4.045613893310929e-05,0.0023455916730952264,0.00925925925925919,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.0024937086899040617,0.05700851335544366,0.0,-0.003270755203186315,0.10825283686967374
OOS,True,REPRO2,0.0,432,0.9398148148148148,0.9398148148148148,0,0.0,0,0,3.9832299305819774e-05,0.0006275267281785624,0.0,432,0.8333333333333334,0.9120370370370371,40,0.09259259259259259,3,37,0.0012331241503567014,0.012059095319963298,0.07870370370370372,432,0.6388888888888888,0.6319444444444444,3,0.006944444444444444,3,0,0.0016664503250305995,0.017300828266991974,-0.00694444444444442,-0.007103594074478137,0.07900982228091125
OOS,True,REPRO2,10.0,432,0.9305555555555556,0.9305555555555556,0,0.0,0,0,4.3060695774643776e-06,0.00033038880255675807,0.0,432,0.7962962962962963,0.8379629629629629,32,0.07407407407407407,7,25,0.0011323755439319738,0.010975377767580063,0.04166666666666663,432,0.6342592592592593,0.6157407407407407,10,0.023148148148148147,9,1,0.0016568413023315687,0.017123212109909858,-0.0185185185185186,-0.007103594074478137,0.07900982228091125
OOS,True,REPRO2,25.0,432,0.8935185185185185,0.8935185185185185,0,0.0,0,0,2.0221245750184913e-05,0.00032636133997110406,0.0,432,0.7268518518518519,0.7592592592592593,36,0.08333333333333333,11,25,0.0009852810499971776,0.009385538866739429,0.03240740740740744,432,0.6041666666666666,0.6018518518518519,11,0.02546296296296296,6,5,0.0016699305930804598,0.01755051695652088,-0.0023148148148147696,-0.007103594074478137,0.07900982228091125
H1,False,U56,0.0,216,0.4861111111111111,0.4861111111111111,0,0.0,0,0,1.6434636010087544e-05,0.00012671422382282138,0.0,216,0.7314814814814815,0.3888888888888889,74,0.3425925925925926,74,0,0.0016793076673370377,0.012898384964923126,-0.3425925925925926,216,0.14814814814814814,0.1712962962962963,5,0.023148148148148147,0,5,0.001555347434349652,0.01186663632433027,0.023148148148148168,0.011405481742169488,0.0875515294384227
H1,False,U56,10.0,216,0.6759259259259259,0.4537037037037037,48,0.2222222222222222,48,0,1.327773125547882e-05,9.040502188972788e-05,-0.2222222222222222,216,0.7222222222222222,0.37962962962962965,74,0.3425925925925926,74,0,0.0015382566718304957,0.011807218759765759,-0.34259259259259256,216,0.12962962962962962,0.16666666666666666,8,0.037037037037037035,0,8,0.0016434691090791986,0.012487745851650578,0.037037037037037035,0.011405481742169488,0.0875515294384227
H1,False,U56,25.0,216,0.5925925925925926,0.37037037037037035,48,0.2222222222222222,48,0,5.793221870220577e-05,0.0004179534332292567,-0.2222222222222222,216,0.6018518518518519,0.25,76,0.35185185185185186,76,0,0.0013326105983533232,0.010205756477394745,-0.35185185185185186,216,0.12037037037037036,0.12962962962962962,2,0.009259259259259259,0,2,0.001773268117626292,0.013396917301098599,0.009259259259259259,0.011405481742169488,0.0875515294384227
H1,False,B136,0.0,216,0.5092592592592593,0.3148148148148148,42,0.19444444444444445,42,0,1.6813257890158084e-05,0.00013168581884559494,-0.19444444444444448,216,0.5740740740740741,0.17592592592592593,86,0.39814814814814814,86,0,0.002138737108582589,0.016619172155020623,-0.39814814814814814,216,0.17592592592592593,0.19907407407407407,5,0.023148148148148147,0,5,0.0017292700616190482,0.013505557491217512,0.02314814814814814,0.012379023182534366,0.09633039562711554
H1,False,B136,10.0,216,0.4166666666666667,0.2222222222222222,42,0.19444444444444445,42,0,5.687212135008224e-05,0.00044488486905036595,-0.19444444444444448,216,0.5185185185185185,0.12037037037037036,86,0.39814814814814814,86,0,0.001980701546502317,0.015400006964143786,-0.39814814814814814,216,0.17592592592592593,0.2037037037037037,6,0.027777777777777776,0,6,0.0017866413606478782,0.01396159493176563,0.027777777777777762,0.012379023182534366,0.09633039562711554
H1,False,B136,25.0,216,0.32407407407407407,0.12962962962962962,42,0.19444444444444445,42,0,0.00011740137146132312,0.0009170790829016173,-0.19444444444444445,216,0.39814814814814814,0.05555555555555555,74,0.3425925925925926,74,0,0.0017488887531895703,0.013610007299252436,-0.34259259259259256,216,0.1111111111111111,0.14351851851851852,7,0.032407407407407406,0,7,0.0018712329134049632,0.014634587303539615,0.03240740740740741,0.012379023182534366,0.09633039562711554
H1,False,SMALL,0.0,216,0.3888888888888889,0.25,30,0.1388888888888889,30,0,3.416929330396501e-05,0.0004372351564391197,-0.1388888888888889,216,0.6111111111111112,0.3055555555555556,66,0.3055555555555556,66,0,0.0008052648434347942,0.012001765793051344,-0.3055555555555556,216,0.1712962962962963,0.17592592592592593,1,0.004629629629629629,0,1,0.0018810678403706205,0.029577207379062553,0.0046296296296296224,0.0075228542407312915,0.12671406805485017
H1,False,SMALL,10.0,216,0.3148148148148148,0.17592592592592593,30,0.1388888888888889,30,0,6.920254937986536e-05,0.000956061916086659,-0.1388888888888889,216,0.5,0.19444444444444445,66,0.3055555555555556,66,0,0.0006791188565502537,0.010300376187839966,-0.3055555555555556,216,0.1388888888888889,0.1388888888888889,0,0.0,0,0,0.0019394888487693218,0.030694942163206673,0.0,0.0075228542407312915,0.12671406805485017
H1,False,SMALL,25.0,216,0.25,0.1111111111111111,30,0.1388888888888889,30,0,0.00012180501493713747,0.0017329285400964345,-0.1388888888888889,216,0.4027777777777778,0.1388888888888889,57,0.2638888888888889,57,0,0.0004959127060181201,0.007767941440186332,-0.2638888888888889,216,0.12962962962962962,0.12962962962962962,0,0.0,0,0,0.0020254825362218676,0.03236146989290223,0.0,0.0075228542407312915,0.12671406805485017
H1,False,REPRO2,0.0,432,0.4976851851851852,0.40046296296296297,42,0.09722222222222222,42,0,1.663534105744713e-05,0.00013168581884559494,-0.09722222222222221,432,0.6527777777777778,0.2824074074074074,160,0.37037037037037035,160,0,0.0018512299339070726,0.016619172155020623,-0.3703703703703704,432,0.16203703703703703,0.18518518518518517,10,0.023148148148148147,0,10,0.001641445302815403,0.013505557491217512,0.02314814814814814,0.011935989591709606,0.09633039562711554
H1,False,REPRO2,10.0,432,0.5462962962962963,0.33796296296296297,90,0.20833333333333334,90,0,2.4552302540947757e-05,0.00044488486905036595,-0.20833333333333331,432,0.6203703703703703,0.25,160,0.37037037037037035,160,0,0.0017146187355820963,0.015400006964143786,-0.37037037037037035,432,0.1527777777777778,0.18518518518518517,14,0.032407407407407406,0,14,0.0017244249471793927,0.01396159493176563,0.032407407407407385,0.011935989591709606,0.09633039562711554
H1,False,REPRO2,25.0,432,0.4583333333333333,0.25,90,0.20833333333333334,90,0,8.060348921595795e-05,0.0009170790829016173,-0.20833333333333331,432,0.5,0.1527777777777778,150,0.3472222222222222,150,0,0.0015101741802474589,0.013610007299252436,-0.3472222222222222,432,0.11574074074074074,0.13657407407407407,9,0.020833333333333332,0,9,0.001830306352060329,0.014634587303539615,0.02083333333333333,0.011935989591709606,0.09633039562711554
H2,False,U56,0.0,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,3.312189103610308e-05,0.00025146336980541584,0.0,216,0.8981481481481481,0.9444444444444444,10,0.046296296296296294,0,10,0.0017762444387176002,0.013639774372201874,0.04629629629629628,216,0.6296296296296297,0.6203703703703703,2,0.009259259259259259,2,0,0.002292381578817615,0.01745813739704216,-0.0092592592592593,-0.01140034876208762,0.0875121273099626
H2,False,U56,10.0,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,3.955332713911908e-06,3.844220596915804e-05,0.0,216,0.8611111111111112,0.9166666666666666,12,0.05555555555555555,0,12,0.0016136155448679412,0.012387971098660522,0.05555555555555547,216,0.6203703703703703,0.5972222222222222,5,0.023148148148148147,5,0,0.0023056055488249183,0.017551896670102485,-0.02314814814814814,-0.01140034876208762,0.0875121273099626
H2,False,U56,25.0,216,0.8935185185185185,0.8935185185185185,0,0.0,0,0,6.0980173936242554e-05,0.0004532533339638434,0.0,216,0.7777777777777778,0.8240740740740741,10,0.046296296296296294,0,10,0.0013751392242987714,0.010552952941788929,0.04629629629629628,216,0.5787037037037037,0.5555555555555556,5,0.023148148148148147,5,0,0.002293741632872659,0.01730383451617834,-0.02314814814814814,-0.01140034876208762,0.0875121273099626
H2,False,B136,0.0,216,0.9074074074074074,0.9074074074074074,0,0.0,0,0,9.106195237695847e-05,0.0006998234482250565,0.0,216,0.6851851851851852,0.8240740740740741,36,0.16666666666666666,3,33,0.0017013551471740662,0.013322537637447951,0.13888888888888884,216,0.6481481481481481,0.6342592592592593,3,0.013888888888888888,3,0,0.0026707173794768835,0.021105248787620656,-0.01388888888888884,-0.012373452064990409,0.09628704261378196
H2,False,B136,10.0,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,4.243606496406871e-05,0.0003257704648066406,0.0,216,0.6342592592592593,0.7222222222222222,29,0.13425925925925927,5,24,0.0015227165921762875,0.011957640965764904,0.08796296296296291,216,0.6481481481481481,0.6157407407407407,7,0.032407407407407406,7,0,0.002636526278177731,0.020899636840962854,-0.03240740740740744,-0.012373452064990409,0.09628704261378196
H2,False,B136,25.0,216,0.8240740740740741,0.8240740740740741,0,0.0,0,0,3.117264025576105e-05,0.00023723008148357483,0.0,216,0.4583333333333333,0.5787037037037037,32,0.14814814814814814,3,29,0.0012618037116545189,0.00995757081950921,0.1203703703703704,216,0.6296296296296297,0.6157407407407407,3,0.013888888888888888,3,0,0.0027028034299499404,0.021423006802372524,-0.01388888888888895,-0.012373452064990409,0.09628704261378196
H2,False,SMALL,0.0,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,4.23615010544387e-05,0.00065594326045193,0.0,216,0.8148148148148148,0.8657407407407407,11,0.05092592592592592,0,11,0.00045719403253552393,0.00826020773541325,0.05092592592592593,216,0.9259259259259259,0.9351851851851852,2,0.009259259259259259,0,2,0.003332468613829631,0.05509172866395884,0.0092592592592593,-0.0075228542407314025,0.1267140680548502
H2,False,SMALL,10.0,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,5.279278858849601e-06,0.000134648972580087,0.0,216,0.8240740740740741,0.8425925925925926,4,0.018518518518518517,0,4,0.0002703043107256109,0.005764027162266094,0.01851851851851849,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.0034095894008744354,0.05733182513914892,0.0,-0.0075228542407314025,0.1267140680548502
H2,False,SMALL,25.0,216,0.7962962962962963,0.7962962962962963,0,0.0,0,0,5.005114743393546e-05,0.0006487906374617047,0.0,216,0.8055555555555556,0.8055555555555556,0,0.0,0,0,3.2227408607199415e-05,0.002083613473645718,0.0,216,0.9259259259259259,0.9212962962962963,1,0.004629629629629629,1,0,0.003515938463841961,0.06059989569096935,-0.00462962962962965,-0.0075228542407314025,0.1267140680548502
H2,False,REPRO2,0.0,432,0.9212962962962963,0.9212962962962963,0,0.0,0,0,5.028913131061019e-05,0.0006998234482250565,0.0,432,0.7916666666666666,0.8842592592592593,46,0.10648148148148148,3,43,0.001771862885258102,0.013639774372201874,0.09259259259259267,432,0.6388888888888888,0.6273148148148148,5,0.011574074074074073,5,0,0.0024449699965601313,0.021105248787620656,-0.01157407407407407,-0.01193061785922006,0.09628704261378196
H2,False,REPRO2,10.0,432,0.9027777777777778,0.9027777777777778,0,0.0,0,0,1.1134074174301567e-05,0.0003257704648066406,0.0,432,0.7476851851851852,0.8194444444444444,41,0.09490740740740741,5,36,0.0016078000784179869,0.012387971098660522,0.07175925925925919,432,0.6342592592592593,0.6064814814814815,12,0.027777777777777776,12,0,0.002450267326481459,0.020899636840962854,-0.02777777777777779,-0.01193061785922006,0.09628704261378196
H2,False,REPRO2,25.0,432,0.8587962962962963,0.8587962962962963,0,0.0,0,0,4.2699264856560504e-05,0.0004532533339638434,0.0,432,0.6180555555555556,0.7013888888888888,42,0.09722222222222222,3,39,0.0013648975537747798,0.010552952941788929,0.08333333333333326,432,0.6041666666666666,0.5856481481481481,8,0.018518518518518517,8,0,0.002455702150006789,0.021423006802372524,-0.01851851851851849,-0.01193061785922006,0.09628704261378196
EP2022,False,U56,0.0,216,0.21296296296296297,0.21296296296296297,0,0.0,0,0,0.0009704758907765898,0.003362443245482849,0.0,216,0.7916666666666666,0.18518518518518517,131,0.6064814814814815,131,0,0.023050050862637228,0.07771086512403969,-0.6064814814814814,216,0.9444444444444444,0.5925925925925926,76,0.35185185185185186,76,0,0.03979652978337195,0.14035000662828456,-0.35185185185185186,-0.2133722593308961,0.7370804874133895
EP2022,False,U56,10.0,216,0.12037037037037036,0.12037037037037036,0,0.0,0,0,0.0016413431819021773,0.005737294416042538,0.0,216,0.8101851851851852,0.14814814814814814,143,0.6620370370370371,143,0,0.027124277072419822,0.09243719611444834,-0.6620370370370371,216,0.9351851851851852,0.5231481481481481,89,0.41203703703703703,89,0,0.04130311503249451,0.14586660136130192,-0.4120370370370371,-0.2133722593308961,0.7370804874133895
EP2022,False,U56,25.0,216,0.05555555555555555,0.05555555555555555,0,0.0,0,0,0.002633510293259589,0.00925050464891708,0.0,216,0.8240740740740741,0.027777777777777776,172,0.7962962962962963,172,0,0.0328795264799252,0.11385565383219443,-0.7962962962962963,216,0.9305555555555556,0.32407407407407407,131,0.6064814814814815,131,0,0.0435285226251203,0.15403709138913968,-0.6064814814814815,-0.2133722593308961,0.7370804874133895
EP2022,False,B136,0.0,216,0.14814814814814814,0.14814814814814814,0,0.0,0,0,0.0009198667351685286,0.003651249271142687,0.0,216,0.5648148148148148,0.125,95,0.4398148148148148,95,0,0.017892116702420413,0.06804483438952225,-0.43981481481481477,216,0.9444444444444444,0.2824074074074074,143,0.6620370370370371,143,0,0.034629647908663075,0.14345413943049212,-0.662037037037037,-0.17733006753091174,0.712366379631149
EP2022,False,B136,10.0,216,0.12962962962962962,0.12962962962962962,0,0.0,0,0,0.0002590031395815484,0.000975569728186132,0.0,216,0.5555555555555556,0.1111111111111111,96,0.4444444444444444,96,0,0.020879044332184515,0.08144158777547073,-0.4444444444444445,216,0.9444444444444444,0.24074074074074073,152,0.7037037037037037,152,0,0.03659298941703171,0.15183641486723154,-0.7037037037037037,-0.17733006753091174,0.712366379631149
EP2022,False,B136,25.0,216,0.06481481481481481,0.06481481481481481,0,0.0,0,0,0.0007317959529394291,0.003006968982659286,0.0,216,0.5648148148148148,0.05555555555555555,110,0.5092592592592593,110,0,0.02522869100706554,0.10096326931119692,-0.5092592592592592,216,0.9444444444444444,0.12037037037037036,178,0.8240740740740741,178,0,0.03946694860466404,0.16414722048263086,-0.8240740740740741,-0.17733006753091174,0.712366379631149
