panel,book,cost,selector,band,gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,V2_CAGR,V2_Sharpe,V2_MaxDD,beats_SPY,beats_V2,OOS_4b,OOS_4a
u56,TOP20,0.0,S0_ISsharpe,0.08,1.0,0.2246046854867818,1.234646556164702,-0.2604646117507836,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,TOP20,0.0,S1_IS4b,0.08,0.75,0.16737274444505235,1.234426554818354,-0.200237866696362,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,True,False
u56,TOP20,0.0,S2_vsCTRL,0.08,1.0,0.2246046854867818,1.234646556164702,-0.2604646117507836,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,TOP20,0.0,S3_vsTWIN,0.08,1.0,0.2246046854867818,1.234646556164702,-0.2604646117507836,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,TOP20,5.0,S0_ISsharpe,0.08,1.0,0.21821312927414405,1.2051301709260296,-0.26113594251081795,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,TOP20,5.0,S1_IS4b,0.08,0.75,0.16279216464895518,1.2048376149351379,-0.20077329168435432,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,True,False
u56,TOP20,5.0,S2_vsCTRL,0.08,1.0,0.21821312927414405,1.2051301709260296,-0.26113594251081795,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,TOP20,5.0,S3_vsTWIN,0.08,1.0,0.21821312927414405,1.2051301709260296,-0.26113594251081795,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,TOP20,10.0,S0_ISsharpe,0.08,1.0,0.21185408010981632,1.1755866084195028,-0.26180683914757275,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,TOP20,10.0,S1_IS4b,0.08,0.75,0.15822909930523799,1.1752213007645391,-0.20130846092752974,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,True,False
