panel,book,L,L_med,n_episodes,censored_share,heldvol,turn,gross,turn_pred_from_L
U56,NOGATE,3829.4821428571427,3934.0,56,1.0,0.2270171869636826,0.8141438497548165,0.7502094317509677,0.0987354267489511
U56,EWALL,87.63358778625954,25.0,1703,0.022900763358778626,0.1948460203334887,8.146858535560288,0.75018113622082,4.314456388313887
U56,BAND3,168.83201803833146,86.0,887,0.046223224351747465,0.19297496332528588,4.683484605518678,0.7501958857957254,2.239496576740571
U56,ABS,111.85859318346628,24.0,1379,0.03190717911530094,0.19936177600010396,6.337976522529363,0.7502220433054908,3.380266987676149
U56,V1,15.732586068855085,10.0,1249,0.0040032025620496394,0.1455678034362242,24.094593130632727,0.749405776938036,24.0075287002232
U56,V1C20,35.176933765632235,14.0,2159,0.009263547938860583,0.18169482867859127,11.750504905660321,0.7501945652146527,10.74846555379951
U56,CAND5,22.212814645308924,10.0,874,0.004576659038901602,0.29330920804277905,18.193865594990626,0.7503829420009543,17.025892882438054
U56,CAND10,28.338697878566204,10.0,1367,0.006583760058522311,0.25784797614454624,14.388224282714853,0.7502956159270013,13.34390846211813
U56,CAND20,39.64622641509434,14.0,1908,0.010482180293501049,0.22646992484248368,10.899793010081547,0.750258567539152,9.53761182919968
U56,CAND30,53.334634146341465,15.0,2050,0.014634146341463415,0.20977561038350603,9.133961040397004,0.7502243308342487,7.089447013041869
U56,CAND40,70.55156490507953,20.0,1949,0.020010261672652643,0.19929897097503202,8.325268415691959,0.7501954771587009,5.359179785688399
U56,CAND60,87.7051206592113,25.0,1699,0.022954679223072396,0.19466562972252224,8.14093557236514,0.7501826661165434,4.310946280911688
U56,MOM20,42.02656336469286,14.0,1807,0.011068068622025456,0.22413572738352666,10.23678877592183,0.7502477748991524,8.997282867693178
ETF36,NOGATE,3848.8333333333335,3934.0,36,1.0,0.18072145817365826,0.6485294762633091,0.7500984996604303,0.09822447767605513
ETF36,EWALL,90.8109640831758,25.0,1058,0.024574669187145556,0.15460121859806011,8.518773316956064,0.7500584868384318,4.16281757586368
ETF36,BAND3,206.0042643923241,137.0,469,0.06183368869936034,0.1523861155442322,4.187814369452883,0.7500823547907763,1.8351149571088075
ETF36,ABS,114.49707602339181,20.0,855,0.03625730994152047,0.1595153925931636,6.695459281387644,0.750124611701671,3.301942874247756
ETF36,V1,20.625131995776137,10.0,947,0.005279831045406547,0.1279526622294441,18.26540531209055,0.7448110476327433,18.200357121776406
ETF36,V1C20,52.40849194729136,15.0,1366,0.014641288433382138,0.15290116431700201,9.515310139771202,0.7500763455599797,7.213305785299705
ETF36,CAND5,26.27001356852103,10.0,737,0.0067842605156037995,0.20183188716936729,15.533684957722155,0.7501393069253119,14.391702147554016
ETF36,CAND10,32.49828178694158,10.0,1164,0.00859106529209622,0.1814068458827855,13.184430479775976,0.7501184987357878,11.63322189897278
ETF36,CAND20,53.575825825825824,15.0,1332,0.015015015015015015,0.16519212213076873,9.554956601964653,0.7500892968552719,7.056260912227009
ETF36,CAND30,84.08571428571429,24.0,1120,0.023214285714285715,0.15540657234123972,8.546452998600424,0.7500600588175924,4.495772829610034
ETF36,CAND40,90.80037842951751,25.0,1057,0.02459791863765374,0.15457742859880716,8.520906870659887,0.7500589281801275,4.1633053335369565
ETF36,CAND60,90.80037842951751,25.0,1057,0.02459791863765374,0.15457742859880716,8.520906870659887,0.7500589281801275,4.1633053335369565
ETF36,MOM20,59.49169435215947,15.0,1204,0.016611295681063124,0.15999192599031528,8.746024123121703,0.7500956930623488,6.354638801604432
B136,NOGATE,3855.733333333333,3934.0,135,1.0,0.24068970632119552,0.8481788665990727,0.7501936514416239,0.09806113847601282
B136,EWALL,85.25291647223519,25.0,4286,0.022398506766215586,0.21322758457507443,8.097443049493535,0.7501631441564269,4.434830388212835
B136,BAND3,154.7235841081995,85.0,2366,0.04268808114961961,0.2122931449230348,4.933019636203767,0.7501704680076807,2.443621753303442
B136,ABS,114.22075979658989,25.0,3343,0.027221058929105594,0.21663919825183867,5.960502764529472,0.7501946299426334,3.3102396986714453
B136,V1,12.602564102564102,9.0,1560,0.003205128205128205,0.1492196123346189,30.045154965401128,0.749753928098334,29.984055362565314
B136,V1C20,21.12280701754386,10.0,3705,0.005398110661268556,0.176949356012257,18.227201511197606,0.7501404903694403,17.898701002768508
B136,CAND5,17.847349177330894,10.0,1094,0.004570383912248629,0.31650718201365396,21.993460238173757,0.7503346190307894,21.189065347130374
B136,CAND10,21.96121416526138,10.0,1779,0.005621135469364812,0.2879548612785646,17.90092022367387,0.7502896120892488,17.218809563413807
B136,CAND20,28.19132007233273,10.0,2765,0.006871609403254973,0.2636900509589816,14.162570572463435,0.750244797233878,13.412758850443792
B136,CAND30,33.30171428571428,14.0,3500,0.008571428571428572,0.25059015881559393,12.205338854419912,0.7502199787492289,11.35409624998833
B136,CAND40,38.07031828275352,15.0,4053,0.009869232667160128,0.24163042669896187,10.988789932601808,0.7502115397667928,9.931795506258009
B136,CAND60,47.73658639628221,15.0,4734,0.012674271229404309,0.22941224632480836,9.46707139545866,0.7501909248654853,7.920470537911173
B136,MOM20,32.245570663370415,10.0,2427,0.008240626287597858,0.27287211073050577,12.478300029080335,0.7502683074603599,11.726733910451978
SMALL,NOGATE,3116.7198177676537,3934.0,439,1.0,0.46505457213185397,1.7375356634341348,0.7501008892339182,0.12129766879227313
SMALL,EWALL,42.02956745311555,19.0,13224,0.011796733212341199,0.3449349281320642,13.334450952907426,0.7500295104604584,8.994022450831807
SMALL,BAND3,54.43344776851398,27.0,10195,0.01569396763119176,0.34623036985195127,10.598899261555427,0.7500396599078962,6.944626954389584
SMALL,ABS,49.45434241044584,19.0,11641,0.01365862039343699,0.34525326063734235,11.38872681484828,0.7500857694181283,7.644287829148966
SMALL,V1,11.381533101045296,5.0,1722,0.0029036004645760743,0.1957132334333046,33.28642660755824,0.7474848206032595,33.10031664797805
SMALL,V1C20,15.59014758675708,10.0,5014,0.003988831272437176,0.2503415775101671,24.68440012698284,0.7501170168243647,24.24986513922542
SMALL,CAND5,12.843381389252949,9.0,1526,0.00327653997378768,0.4448276764948569,30.011738410934598,0.7500592739538823,29.43382763585013
SMALL,CAND10,16.07101806239737,10.0,2436,0.004105090311986864,0.42262495915378806,24.218866577108443,0.7501772126676086,23.526158312840188
SMALL,CAND20,19.285467554897608,10.0,4053,0.004934616333580064,0.3997828695610493,20.406576753332534,0.7501423099251968,19.603969835114867
SMALL,CAND30,21.118050541516247,10.0,5540,0.005415162454873646,0.3873294026896511,18.776647661495527,0.7501026175934445,17.901828510348494
SMALL,CAND40,22.866980576809887,10.0,6796,0.005885815185403178,0.3774683969077834,17.523842948576444,0.7500956332388052,16.532493123982807
SMALL,CAND60,26.090217884702678,14.0,8812,0.006808896958692692,0.365520596182958,15.832226723183725,0.7500801073450154,14.48973618282973
SMALL,MOM20,20.58572557282065,10.0,3797,0.005267316302343956,0.4080212997524324,19.401773543671045,0.750178260885684,18.366602729105505
