panel,q,draw,from_B,k,Ebar,breadth,Emed,Ebar_IS,breadth_IS,EW_Sharpe,EW_CAGR,EW_VOL
MIX q=0.00 k=40 d0,0.0,0,True,40.0,26.3971119133574,0.659927797833935,28.0,27.076923076923077,0.676923076923077,0.9294780175084255,0.10888808080020929,0.11886240390371407
MIX q=0.00 k=40 d1,0.0,1,True,40.0,27.252707581227437,0.6813176895306858,29.0,27.92923076923077,0.6982307692307692,0.9363474017682867,0.11452390183689154,0.12409139845191174
MIX q=0.00 k=40 d2,0.0,2,True,40.0,27.607701564380264,0.6901925391095067,29.0,28.476923076923075,0.7119230769230769,1.0323317255954254,0.12662503685314497,0.12284088999893399
MIX q=0.00 k=60 d0,0.0,0,True,60.0,42.58243080625752,0.709707180104292,45.0,43.606153846153845,0.7267692307692307,0.9033415092808528,0.10599496221417426,0.11950516253046202
MIX q=0.00 k=60 d1,0.0,1,True,60.0,41.26113116726835,0.6876855194544725,44.0,41.473846153846154,0.6912307692307692,1.045913611319712,0.12521659064783242,0.1197115459462808
MIX q=0.00 k=60 d2,0.0,2,True,60.0,39.67749699157641,0.6612916165262736,42.0,40.283076923076926,0.6713846153846154,0.8865004090625063,0.1055493223126569,0.12160455476377796
MIX q=0.00 k=80 d0,0.0,0,True,80.0,54.13598074608905,0.6766997593261133,57.0,54.612307692307695,0.6826538461538462,1.0575448467500244,0.12466518929802617,0.11770751655193383
MIX q=0.00 k=80 d1,0.0,1,True,80.0,54.35379061371841,0.6794223826714801,58.0,55.58769230769231,0.6948461538461538,1.0083855185970119,0.11722106511440877,0.11674245706927422
MIX q=0.00 k=80 d2,0.0,2,True,80.0,55.01564380264741,0.6876955475330926,58.0,56.04923076923077,0.7006153846153846,1.0067555677059747,0.11456227578840572,0.11427596669250598
MIX q=0.00 k=100 d0,0.0,0,True,100.0,68.4043321299639,0.6840433212996391,73.0,69.76615384615384,0.6976615384615384,1.0266682093467538,0.11956262845156784,0.11669901078396684
MIX q=0.25 k=40 d0,0.25,0,True,40.0,25.19253910950662,0.6298134777376655,27.0,26.03076923076923,0.6507692307692308,0.8601090143764728,0.09973263250325104,0.11879894191270075
MIX q=0.25 k=40 d1,0.25,1,True,40.0,24.018050541516246,0.6004512635379061,26.0,24.203076923076924,0.605076923076923,0.9567854377935103,0.10567152582029404,0.11152369297196363
MIX q=0.25 k=40 d2,0.25,2,True,40.0,24.54632972322503,0.6136582430806257,26.0,24.790769230769232,0.6197692307692308,0.9544437895616897,0.11301200676721956,0.11976172208825336
MIX q=0.25 k=60 d0,0.25,0,True,60.0,36.66064981949459,0.6110108303249098,39.0,36.88,0.6146666666666667,0.9813665159442546,0.11141907324947109,0.11436706435616274
MIX q=0.25 k=60 d1,0.25,1,True,60.0,35.97713598074609,0.5996189330124347,38.0,35.252307692307696,0.5875384615384615,0.8925238320773168,0.09855202680960407,0.11245778893721141
MIX q=0.25 k=60 d2,0.25,2,True,60.0,36.79903730445247,0.6133172884075412,39.0,37.48,0.6246666666666667,0.7178055268893461,0.08037545808024626,0.11738144302192954
MIX q=0.25 k=80 d0,0.25,0,True,80.0,49.376654632972325,0.617208182912154,52.0,50.18153846153846,0.6272692307692308,0.9178202878312745,0.10684823019347345,0.11829580597092047
MIX q=0.25 k=80 d1,0.25,1,True,80.0,50.15884476534296,0.6269855595667871,53.0,51.84307692307692,0.6480384615384616,0.9397843237811249,0.10862875560972207,0.11708901369703921
MIX q=0.25 k=80 d2,0.25,2,True,80.0,48.474127557160045,0.6059265944645006,51.0,49.51692307692308,0.6189615384615385,0.8966589649268129,0.10404517739251085,0.11825403079849238
MIX q=0.25 k=100 d0,0.25,0,True,100.0,61.143200962695545,0.6114320096269555,64.0,62.113846153846154,0.6211384615384615,0.9289456787627313,0.10586035013337369,0.11557119699427897
MIX q=0.25 k=100 d1,0.25,1,True,100.0,61.96871239470517,0.6196871239470518,66.0,62.784615384615385,0.6278461538461538,0.9192484661203721,0.10658790090665815,0.1177894593988657
MIX q=0.25 k=100 d2,0.25,2,True,100.0,59.86642599277978,0.5986642599277978,63.0,61.01538461538462,0.6101538461538462,0.9290292990045973,0.10869089421582534,0.11871996310882545
MIX q=0.50 k=40 d0,0.5,0,True,40.0,21.703971119133573,0.5425992779783394,23.0,22.055384615384614,0.5513846153846154,0.8791945343787438,0.10214717594095113,0.11866280244598915
MIX q=0.50 k=40 d1,0.5,1,True,40.0,22.756919374247893,0.5689229843561974,25.0,23.236923076923077,0.580923076923077,0.9240667278288324,0.11938363593989743,0.1314323979529966
MIX q=0.50 k=40 d2,0.5,2,True,40.0,20.335740072202167,0.5083935018050542,22.0,20.363076923076925,0.5090769230769231,0.8944955240598012,0.1108843977160483,0.12655753214831164
MIX q=0.50 k=60 d0,0.5,0,True,60.0,31.85800240673887,0.5309667067789812,34.0,31.818461538461538,0.5303076923076923,0.813928041048003,0.09652128682756267,0.12246096485599946
MIX q=0.50 k=60 d1,0.5,1,True,60.0,32.380264741275575,0.5396710790212595,34.0,31.686153846153847,0.528102564102564,0.756625722870469,0.08507368344773347,0.11704058670054063
MIX q=0.50 k=60 d2,0.5,2,True,60.0,32.080625752105895,0.5346770958684316,34.0,31.73846153846154,0.5289743589743591,0.802541073763332,0.09198665959658303,0.11844999209145031
MIX q=0.50 k=80 d0,0.5,0,True,80.0,43.014440433213,0.5376805054151624,46.0,44.19384615384615,0.5524230769230768,0.5680639990775267,0.06122070470080665,0.11668466159306197
MIX q=0.50 k=80 d1,0.5,1,True,80.0,41.57400722021661,0.5196750902527075,45.0,41.61846153846154,0.5202307692307692,0.7008904223783929,0.07723751265239232,0.11579187925231901
MIX q=0.50 k=80 d2,0.5,2,True,80.0,44.285198555956676,0.5535649819494585,46.0,44.353846153846156,0.5544230769230769,0.8024452452586266,0.09215431806056418,0.11867670473877695
MIX q=0.50 k=100 d0,0.5,0,True,100.0,51.11672683513839,0.5111672683513839,54.0,50.55384615384615,0.5055384615384616,0.9173410466747363,0.10555643173687423,0.11687072048455846
MIX q=0.50 k=100 d1,0.5,1,True,100.0,50.383874849578824,0.5038387484957882,53.0,51.49846153846154,0.5149846153846154,0.7267477902843055,0.08118690345468349,0.11691548331349812
MIX q=0.50 k=100 d2,0.5,2,True,100.0,50.63778580024067,0.5063778580024068,53.0,49.535384615384615,0.4953538461538462,0.8357849952115238,0.09401440369508207,0.11555822045488369
MIX q=0.50 k=200 d0,0.5,0,False,200.0,105.30806257521058,0.526540312876053,112.0,103.65846153846154,0.5182923076923077,0.8466996439870195,0.09535680572334249,0.11553379326513126
MIX q=0.50 k=200 d1,0.5,1,False,200.0,107.22984356197352,0.5361492178098676,114.0,106.42461538461538,0.5321230769230769,0.8609366044092824,0.09606879162268633,0.11418660961800482
MIX q=0.50 k=200 d2,0.5,2,False,200.0,105.45968712394705,0.5272984356197352,112.0,105.04,0.5252,0.8573414756969358,0.09673869155253345,0.11555897919977445
MIX q=0.75 k=40 d0,0.75,0,True,40.0,15.700361010830324,0.3925090252707581,16.0,15.904615384615385,0.3976153846153846,0.5937186991655884,0.0709590847511683,0.12966760028723762
MIX q=0.75 k=40 d1,0.75,1,True,40.0,18.73164861612515,0.46829121540312874,20.0,17.889230769230767,0.4472307692307692,0.632584216640488,0.07690799729939046,0.13059061380061027
MIX q=0.75 k=40 d2,0.75,2,True,40.0,18.99037304452467,0.4747593261131167,20.0,19.455384615384617,0.48638461538461536,0.5477395560735439,0.05743970273309684,0.11382942431230489
MIX q=0.75 k=60 d0,0.75,0,True,60.0,26.703971119133573,0.4450661853188929,28.0,26.043076923076924,0.434051282051282,0.6590036309309588,0.07644704986943807,0.12337406280017335
MIX q=0.75 k=60 d1,0.75,1,True,60.0,27.310469314079423,0.45517448856799037,29.0,26.501538461538463,0.44169230769230766,0.5828652811745777,0.06368079263946025,0.11792879421385769
MIX q=0.75 k=60 d2,0.75,2,True,60.0,23.98676293622142,0.39977938227035703,25.0,23.40923076923077,0.3901538461538462,0.596726297700535,0.06787466622791616,0.12272181746466695
MIX q=0.75 k=80 d0,0.75,0,True,80.0,37.60890493381468,0.4701113116726835,40.0,36.48,0.45599999999999996,0.6953649133374369,0.08021373227569306,0.12169991744474795
MIX q=0.75 k=80 d1,0.75,1,True,80.0,38.59205776173285,0.4824007220216607,41.0,38.04,0.4755,0.5204676431607188,0.061234495473978745,0.130725876815463
MIX q=0.75 k=80 d2,0.75,2,True,80.0,37.98796630565584,0.474849578820698,40.0,38.82153846153846,0.4852692307692308,0.7809711688790709,0.0931054643922844,0.123859360796978
MIX q=0.75 k=100 d0,0.75,0,True,100.0,47.54632972322503,0.47546329723225034,50.0,45.61538461538461,0.45615384615384613,0.6518708213989204,0.07150635496391877,0.11640831393096064
MIX q=0.75 k=100 d1,0.75,1,True,100.0,45.26714801444043,0.45267148014440434,48.0,43.55384615384615,0.4355384615384616,0.6751634939587451,0.08077987034575518,0.12711459026662172
MIX q=0.75 k=100 d2,0.75,2,True,100.0,47.16004813477738,0.4716004813477738,50.0,46.39076923076923,0.46390769230769224,0.5693156981085886,0.06586388114301656,0.1264927340139768
MIX q=0.75 k=200 d0,0.75,0,False,200.0,92.97472924187726,0.46487364620938637,99.0,90.89846153846153,0.45449230769230764,0.5953932163821843,0.06425755544788814,0.11597462627148644
MIX q=0.75 k=200 d1,0.75,1,False,200.0,89.9037304452467,0.4495186522262335,94.0,88.82461538461538,0.44412307692307695,0.5543011617080924,0.05988384014989756,0.1176346791530461
MIX q=0.75 k=200 d2,0.75,2,False,200.0,90.9037304452467,0.4545186522262335,96.0,87.59692307692308,0.43798461538461536,0.6038149154603243,0.06401284054368706,0.11348269635929747
MIX q=0.75 k=400 d0,0.75,0,False,400.0,182.19614921780988,0.4554903730445247,193.0,177.01846153846154,0.44254615384615387,0.6607529523828197,0.07329327948035047,0.11762186607007709
MIX q=0.75 k=400 d1,0.75,1,False,400.0,183.2936221419976,0.458234055354994,194.0,178.77846153846153,0.4469461538461538,0.6756212467364145,0.07354251390421895,0.11490538231942733
MIX q=0.75 k=400 d2,0.75,2,False,400.0,181.2719614921781,0.4531799037304452,193.0,177.03076923076924,0.4425769230769231,0.6733748804779011,0.07345967697684186,0.11519625120542384
MIX q=1.00 k=40 d0,1.0,0,True,40.0,15.90734055354994,0.39768351383874845,16.0,15.898461538461538,0.3974615384615385,0.3479525314348075,0.04003797274920751,0.14159442903870412
MIX q=1.00 k=40 d1,1.0,1,True,40.0,12.902527075812275,0.3225631768953068,13.0,12.747692307692308,0.3186923076923077,0.5857037149491818,0.0822408442104614,0.1558329974419269
MIX q=1.00 k=40 d2,1.0,2,True,40.0,15.747292418772563,0.39368231046931407,16.0,14.830769230769231,0.3707692307692308,0.19172257178992194,0.017622583663279956,0.1549200151225751
MIX q=1.00 k=60 d0,1.0,0,True,60.0,21.373044524669073,0.35621740874448454,22.0,20.372307692307693,0.3395384615384615,0.40619584973816064,0.048340011877663125,0.14069927604682106
MIX q=1.00 k=60 d1,1.0,1,True,60.0,20.04332129963899,0.3340553549939832,20.0,17.2,0.2866666666666667,0.43493736378291875,0.05252698261967592,0.14046653540615678
MIX q=1.00 k=60 d2,1.0,2,True,60.0,22.23225030084236,0.37053750501403926,23.0,20.301538461538463,0.3383589743589744,0.5666359471271482,0.06708792095805083,0.1294545672523172
MIX q=1.00 k=80 d0,1.0,0,True,80.0,31.180505415162454,0.3897563176895306,32.0,28.50769230769231,0.35634615384615387,0.3968559255607681,0.04455856165882088,0.13181370176881665
MIX q=1.00 k=80 d1,1.0,1,True,80.0,28.63898916967509,0.35798736462093866,29.0,25.473846153846154,0.3184230769230769,0.3258723250033675,0.03530482396089685,0.1341195405645439
MIX q=1.00 k=80 d2,1.0,2,True,80.0,30.38146811070999,0.3797683513838749,31.0,28.932307692307692,0.36165384615384616,0.4433480605280863,0.05122127795462772,0.1325180337551639
MIX q=1.00 k=100 d0,1.0,0,True,100.0,39.16967509025271,0.3916967509025271,40.0,35.972307692307695,0.3597230769230769,0.4429490556310256,0.05023738246245113,0.12967702844934498
MIX q=1.00 k=100 d1,1.0,1,True,100.0,38.257521058965104,0.38257521058965105,39.0,35.98153846153846,0.35981538461538465,0.5050399003894963,0.05741314780010032,0.12640625225657337
MIX q=1.00 k=100 d2,1.0,2,True,100.0,38.38628158844765,0.38386281588447657,40.0,35.47692307692308,0.3547692307692308,0.5110606372036448,0.058895126395511754,0.12805365881275524
MIX q=1.00 k=200 d0,1.0,0,False,200.0,72.76774969915765,0.36383874849578823,74.0,67.12923076923077,0.33564615384615387,0.3176688399930492,0.032882368978410126,0.12761047221330835
MIX q=1.00 k=200 d1,1.0,1,False,200.0,75.11191335740072,0.37555956678700364,79.0,70.09846153846154,0.35049230769230766,0.4355442014390163,0.047262284255052966,0.1236354027069037
MIX q=1.00 k=200 d2,1.0,2,False,200.0,72.33935018050542,0.36169675090252706,75.0,66.43384615384615,0.33216923076923077,0.3178426140568618,0.032953704740949386,0.12794642361385944
MIX q=1.00 k=400 d0,1.0,0,False,400.0,154.64380264741277,0.38660950661853194,162.0,148.6123076923077,0.3715307692307692,0.503685231459337,0.05592389051849023,0.12313837552349889
MIX q=1.00 k=400 d1,1.0,1,False,400.0,154.52587244283995,0.38631468110709993,163.0,149.80307692307693,0.3745076923076923,0.3749252255832642,0.03956259472336221,0.12416032955176333
MIX q=1.00 k=400 d2,1.0,2,False,400.0,154.11552346570397,0.38528880866425996,161.0,147.59076923076924,0.36897692307692304,0.37398062417321537,0.03931360180517118,0.1236987722503786
