chooser,panel,cadence,N,H,driver_reverses_here,IS_Sharpe,ann_turnover,cstar,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_Sharpe,SPY_H1,SPY_H2,SPY_CAGR,SPY_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,leg_L_H1,leg_L_H2,leg_L_OOS,leg_L_DD,leg_L_CAGR,legO_O_S,legO_O_DD,legO_O_CAGR
CH_ISSHARPE,U56,W,12,21,True,1.1986787696147367,6.832166887130939,63.32273483276367,0.1675882268480955,1.1603154950668024,-0.1947756323213694,1.2464960628002033,1.0988026627685472,0.17499450645220782,1.1388834292542345,-0.1947756323213694,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_DRIVER,U56,W,40,252,True,1.1467998662608254,1.6978302476159937,0.0,0.13529349649486155,1.117537192745737,-0.20657924635318403,1.2613232631809899,1.022673526643079,0.14451227577570203,1.1057795394648784,-0.20657924635318425,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_DRIVER_CTL,U56,W,12,21,True,1.1986787696147367,6.832166887130939,63.32273483276367,0.1675882268480955,1.1603154950668024,-0.1947756323213694,1.2464960628002033,1.0988026627685472,0.17499450645220782,1.1388834292542345,-0.1947756323213694,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_ANTI,U56,W,10,21,True,1.1355294248659724,7.352430942485297,36.3713264465332,0.16507732287923993,1.0877868410268108,-0.20117910076749834,1.2066914406699139,0.9948097338995746,0.16892688338552198,1.0573620465711768,-0.20117910076749812,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_ISSHARPE,U56,M,5,21,True,1.4140378366531343,6.0490308100919945,0.0,0.20803431363699643,1.092683822265654,-0.2872795019153648,1.4166262930978653,0.833513277991296,0.168666759475123,0.8723148443208242,-0.2872795019153649,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_DRIVER,U56,M,8,21,True,1.3034951134154569,5.5583645624633515,0.0,0.18315547474625227,1.106402939222016,-0.2693258340619519,1.3295470943465266,0.9363782206943249,0.16946039763441978,0.9764876838419481,-0.2693258340619519,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_DRIVER_CTL,U56,M,5,21,True,1.4140378366531343,6.0490308100919945,0.0,0.20803431363699643,1.092683822265654,-0.2872795019153648,1.4166262930978653,0.833513277991296,0.168666759475123,0.8723148443208242,-0.2872795019153649,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ANTI,U56,M,5,21,True,1.4140378366531343,6.0490308100919945,0.0,0.20803431363699643,1.092683822265654,-0.2872795019153648,1.4166262930978653,0.833513277991296,0.168666759475123,0.8723148443208242,-0.2872795019153649,0.8813847249453147,0.9597999995398193,0.816962418380113,0.15064126359634944,-0.33717235283398306,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ISSHARPE,B136,W,5,63,True,1.4240583789769876,5.287853222636589,0.0,0.2365986271857763,1.107985062534156,-0.28623535174686976,1.4481458124281585,0.866394398415701,0.20461088515896764,0.9156496419388593,-0.28623535174686987,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_DRIVER,B136,W,10,126,True,1.2856106856479177,3.217830234357166,0.0,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.1600562902440652,0.8854758558934781,-0.20203288162979294,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,True,False,True,False,True,True,True,True,True,True
