chooser,panel,cadence,N,H,driver_reverses_here,IS_Sharpe,ann_turnover,cstar,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_Sharpe,SPY_H1,SPY_H2,SPY_CAGR,SPY_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,leg_L_H1,leg_L_H2,leg_L_OOS,leg_L_DD,leg_L_CAGR,legO_O_S,legO_O_DD,legO_O_CAGR
CH_DRIVER_CTL,B136,W,5,63,True,1.4240583789769876,5.287853222636589,0.0,0.2365986271857763,1.107985062534156,-0.28623535174686976,1.4481458124281585,0.866394398415701,0.20461088515896764,0.9156496419388593,-0.28623535174686987,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ANTI,B136,W,5,63,True,1.4240583789769876,5.287853222636589,0.0,0.2365986271857763,1.107985062534156,-0.28623535174686976,1.4481458124281585,0.866394398415701,0.20461088515896764,0.9156496419388593,-0.28623535174686987,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ISSHARPE,B136,M,5,21,True,1.3726649714731807,7.271259161312794,0.0,0.25860162718400703,1.2048415354255426,-0.2871971488775604,1.4281270948479403,1.0456223941439255,0.25404590191981,1.1056811171063636,-0.28719714887756065,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_DRIVER,B136,M,15,63,True,1.25155986932782,3.9947875637984014,0.0,0.1630825778568279,0.9982523796205216,-0.28109197565971533,1.3381719705231612,0.742473866745642,0.14188841738333235,0.8333478821727766,-0.2810919756597152,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,False,False,False,True,False,False,True
CH_DRIVER_CTL,B136,M,5,21,True,1.3726649714731807,7.271259161312794,0.0,0.25860162718400703,1.2048415354255426,-0.2871971488775604,1.4281270948479403,1.0456223941439255,0.25404590191981,1.1056811171063636,-0.28719714887756065,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ANTI,B136,M,5,21,True,1.3726649714731807,7.271259161312794,0.0,0.25860162718400703,1.2048415354255426,-0.2871971488775604,1.4281270948479403,1.0456223941439255,0.25404590191981,1.1056811171063636,-0.28719714887756065,0.8860757549112315,0.9595622658772724,0.8259431438686403,0.15163389387763448,-0.3371595330739303,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ISSHARPE,SMALL,W,12,252,True,1.0515109187421996,2.808139111284369,0.0,0.17493511033609122,0.9171739278363802,-0.4134964045914402,1.0694231540517838,0.7990704183402706,0.1628311305604242,0.8429043174150774,-0.4134964045914401,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,True,False,False,True
CH_DRIVER,SMALL,W,20,252,True,0.9832856884938772,2.7293091328811867,0.0,0.13356082787910206,0.7843890486901455,-0.37411836270629684,0.9552303423552178,0.641731606248526,0.11159184725299265,0.6676058493481922,-0.37411836270629684,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,True,False,False,True
CH_DRIVER_CTL,SMALL,W,12,252,True,1.0515109187421996,2.808139111284369,0.0,0.17493511033609122,0.9171739278363802,-0.4134964045914402,1.0694231540517838,0.7990704183402706,0.1628311305604242,0.8429043174150774,-0.4134964045914401,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,True,False,False,True
CH_ANTI,SMALL,W,8,252,True,1.0127009355958576,2.8700769128388677,0.0,0.19386908456774865,0.9295940518101556,-0.4583439830755517,0.9863796622954444,0.8931538000911005,0.19142535484343748,0.8877002574966288,-0.4583439830755518,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,True,True,False,True,True,False,True
CH_ISSHARPE,SMALL,M,15,21,True,0.9679209447881986,8.400023153858386,0.0,0.10258831982628935,0.6240795077090581,-0.3378236210013461,0.862660862295495,0.4428474137865107,0.07182303828175285,0.4525571160456641,-0.337823621001346,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
CH_DRIVER,SMALL,M,15,21,True,0.9679209447881986,8.400023153858386,0.0,0.10258831982628935,0.6240795077090581,-0.3378236210013461,0.862660862295495,0.4428474137865107,0.07182303828175285,0.4525571160456641,-0.337823621001346,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
CH_DRIVER_CTL,SMALL,M,15,21,True,0.9679209447881986,8.400023153858386,0.0,0.10258831982628935,0.6240795077090581,-0.3378236210013461,0.862660862295495,0.4428474137865107,0.07182303828175285,0.4525571160456641,-0.337823621001346,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
CH_ANTI,SMALL,M,10,21,True,0.8728568969110593,8.917854324790992,0.0,0.11598143996966015,0.6359343876505736,-0.3717463284009238,0.8339695945460132,0.4840803611393302,0.09372178783448892,0.5182880266223225,-0.37174632840092414,0.858075177562748,0.9137931483770148,0.8343922814963172,0.14058393631844512,-0.33717235283398317,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
