panel,book,kind,point,kdays,phase,cost,turnover,CAGR,Sharpe,MaxDD,H1,H2,OOSs,IS_Sharpe,OOS_CAGR,OOS_MaxDD,pass4b,pass4a,IS_pass4b
u56,TOP20,kday,1,1,0,0.0,22.344337864733376,0.16867653802398763,1.2651137019516152,-0.21670828972761258,1.359433303590194,1.204234043892223,1.267433075352074,1.2738269901287953,0.18231672197649496,-0.21670828972761202,False,False,True
u56,TOP20,kday,1,1,0,10.0,22.344337864733376,0.14286514468629696,1.0930776943458556,-0.21904343996946452,1.1632352618663098,1.0494965631062148,1.1108766220869157,1.0776563017623417,0.15671792574515453,-0.21904343996946463,False,False,True
u56,TOP20,kday,1,1,0,25.0,22.344337864733376,0.10520687263192907,0.8349760537216712,-0.22253386708958978,0.8688944796446246,0.8173417468644006,0.8759848395518139,0.7833722788693072,0.11934917499303133,-0.2225338670895899,False,False,False
u56,TOP20,kday,2,2,0,0.0,15.318380164397595,0.16372471007207468,1.2281074290067857,-0.22029885484952472,1.3321653324413316,1.1588475306995398,1.225986405910997,1.2427277276141315,0.17610075311053675,-0.2202988548495246,False,False,True
u56,TOP20,kday,2,2,0,10.0,15.318380164397595,0.14604212631923952,1.110602859897198,-0.22178363202293772,1.2000673022412711,1.0516586768685512,1.1181280366222182,1.110119297948018,0.15844087085722047,-0.22178363202293716,False,False,True
u56,TOP20,kday,2,2,0,25.0,15.318380164397595,0.1200154732947607,0.9342124373220597,-0.22400607784853455,1.0017453487480066,0.8907664274258188,0.9562195048612583,0.9110518571867545,0.1324417609884614,-0.2240060778485351,False,False,False
u56,TOP20,kday,2,2,1,0.0,14.76605475272646,0.17366930165558592,1.295378100318774,-0.21633485723483314,1.383397048469989,1.240560558977198,1.2908974281808498,1.314824478196912,0.18688176002354595,-0.21633485723483314,False,False,True
u56,TOP20,kday,2,2,1,10.0,14.76605475272646,0.15647564357455446,1.1819752332425648,-0.2177628599004927,1.2546476224439091,1.1380096187578597,1.1867605512684085,1.1867717350133398,0.16965907421670035,-0.2177628599004925,False,False,True
u56,TOP20,kday,2,2,1,25.0,14.76605475272646,0.13115125993620969,1.011707604550675,-0.21990053335238835,1.0613202543117282,0.9840445077674906,1.0304054550621395,0.9945076683421132,0.14428752548827428,-0.21990053335238824,False,False,False
u56,TOP20,kday,5,5,0,0.0,8.805480138175811,0.17024454697877234,1.2622286236451623,-0.22109752737592514,1.3320771107248226,1.220601232975324,1.2783653218669064,1.250910500379753,0.18635460969828999,-0.22109752737592514,False,False,True
u56,TOP20,kday,5,5,0,10.0,8.805480138175811,0.15998730678298356,1.195023136427467,-0.22196648551289122,1.2556697259521006,1.1600270185566948,1.2170019454281855,1.1745893831354184,0.17614374476323813,-0.22196648551289144,False,False,True
u56,TOP20,kday,5,5,0,25.0,8.805480138175811,0.14476566955864367,1.094070976522507,-0.22326862068892883,1.140805320876773,1.0690814347755735,1.1248534745768703,1.0598849979355813,0.1609879931951832,-0.22326862068892894,False,False,False
u56,TOP20,kday,5,5,1,0.0,8.766594558122156,0.17182909667619928,1.2780362778869856,-0.21546787495525555,1.3404875307750146,1.2417367488350122,1.2938440162812253,1.266779199034418,0.18768774519955955,-0.21546787495525532,False,False,True
u56,TOP20,kday,5,5,1,10.0,8.766594558122156,0.16160699649641375,1.2110344445682477,-0.21629185708951248,1.265448630390595,1.1804204986729125,1.2315409292608541,1.192348848491279,0.1773148137686651,-0.21629185708951237,False,False,True
u56,TOP20,kday,5,5,1,25.0,8.766594558122156,0.14643674480441837,1.1103370567144868,-0.2175266508894257,1.1526759617733477,1.088265864402499,1.137892840891702,1.0805124228380507,0.161920903110357,-0.21752665088942558,False,False,False
u56,TOP20,kday,5,5,2,0.0,8.825122204250384,0.16720896131366625,1.2406343559323492,-0.21804390147104458,1.3410249736941158,1.1768856536999592,1.2325648910127835,1.2660741487297793,0.17976411726320718,-0.2180439014710447,False,False,True
u56,TOP20,kday,5,5,2,10.0,8.825122204250384,0.15695909007482078,1.1736016079229112,-0.21863334785134036,1.2647526986576694,1.1163610778451436,1.170885155911105,1.1904741939446153,0.16946908540272765,-0.21863334785134025,False,False,True
u56,TOP20,kday,5,5,2,25.0,8.825122204250384,0.14174870263797779,1.0728676180701793,-0.2195168984043956,1.1500309968055327,1.025457796810004,1.0782297106517615,1.0767907858771424,0.15419062934495043,-0.2195168984043957,False,False,False
u56,TOP20,kday,5,5,3,0.0,8.768924617988457,0.16645979636490882,1.244994098916175,-0.2054723655373346,1.3494696439650598,1.1768387736381358,1.2425847330018798,1.261199433526151,0.17948644719715112,-0.2054723655373344,False,False,True
u56,TOP20,kday,5,5,3,10.0,8.768924617988457,0.15627950069422814,1.1777126254120414,-0.20597158850365083,1.2748688906488386,1.1146337786767138,1.1801974132691724,1.1861337714918443,0.1692118050200102,-0.20597158850365094,False,False,True
u56,TOP20,kday,5,5,3,25.0,8.768924617988457,0.14117131909170655,1.0766276976540716,-0.20672000653589795,1.162677603164708,1.021233303669869,1.08651216262753,1.0732554251992592,0.1539633175830899,-0.20672000653589806,False,False,False
u56,TOP20,kday,5,5,4,0.0,8.746049562738248,0.1676306547228612,1.2498223427612223,-0.21804870092295237,1.335627472417626,1.19510517806848,1.2574593225778083,1.250337175571262,0.18187502725553029,-0.21804870092295237,False,False,True
u56,TOP20,kday,5,5,4,10.0,8.746049562738248,0.15747197362694676,1.1832111542348418,-0.21901379969849022,1.2609779843888205,1.1340856966592068,1.1959052004091508,1.1757402022613623,0.17162648949332415,-0.21901379969849033,False,False,True
u56,TOP20,kday,5,5,4,25.0,8.746049562738248,0.1423953796254429,1.083064055150944,-0.22045969684308364,1.1487936611248806,1.0423209858509606,1.1033409981514506,1.063630085621019,0.1564160290570087,-0.22045969684308353,False,False,False
u56,TOP20,kday,10,10,0,0.0,5.964694491998129,0.1649758067691749,1.2198101499191032,-0.21496663595623022,1.2976766422789465,1.1709494458074274,1.2309997208931862,1.2148367049657909,0.17954181435341776,-0.2149666359562301,False,False,True
u56,TOP20,kday,10,10,0,10.0,5.964694491998129,0.15804941347861456,1.1746456118834712,-0.21547509920750862,1.2466813433379933,1.1299784691560253,1.1892223157316202,1.1643625342787352,0.17257213489211076,-0.21547509920750862,False,False,True
u56,TOP20,kday,10,10,0,25.0,5.964694491998129,0.14773335068714122,1.1067348503209107,-0.21623748578627267,1.169939835192697,1.0684059035537699,1.126421732188228,1.0884328140946578,0.16219116277695456,-0.21623748578627322,False,False,True
