stratum,cells,dip_depth,dip_depth_fe,mean_share_sd,mean_nbooks
16-book k-groups,350,-0.012629553523395367,-0.015230778735198533,0.088380833227413,16.0
groups with >= 20 books,210,0.0029029387066620595,-0.0034457192331277917,0.05421125700584845,53.48235294117647
