panel,frame,G,F,era,mean_idle,pred_pp,real_pp,resid_pp
SMALL,LIVE,1.0,0.5,FULL,0.45998110543409143,0.30117987251662265,0.27963410667501964,-0.02154576584160301
SMALL,LIVE,1.0,0.5,ERA_ZIRP,0.43217030837658077,0.19726176268960402,0.1727207744017134,-0.024540988287890607
SMALL,LIVE,1.0,0.5,ERA_HIKE,0.5290413090813197,0.6561230553948276,0.5335711131692511,-0.12255194222557655
SMALL,LIVE,1.0,0.75,FULL,0.45998289884357524,0.4517715701695869,0.4190836030565581,-0.03268796711302881
SMALL,LIVE,1.0,0.75,ERA_ZIRP,0.4321709354647322,0.29589307338081783,0.258963595766426,-0.03692947761439178
SMALL,LIVE,1.0,0.75,ERA_HIKE,0.5290459987180696,0.9841933073035842,0.799744456143836,-0.18444885115974813
SMALL,LIVE,1.0,1.0,FULL,0.45998467291453377,0.6023644167612452,0.5582859150112807,-0.04407850174996449
SMALL,LIVE,1.0,1.0,ERA_ZIRP,0.4321715544223797,0.3945246628807251,0.34512748649293545,-0.0493971763877896
SMALL,LIVE,1.0,1.0,ERA_HIKE,0.5290506411843617,1.3122692583505586,1.0655003256790474,-0.24676893267151118
U56,INC,0.5,0.25,FULL,0.4995477092376542,0.16354336472384234,0.17556192941741156,0.012018564693569217
U56,INC,0.5,0.25,ERA_ZIRP,0.4995851925776988,0.1140164580853497,0.12153647170600745,0.007520013620657758
U56,INC,0.5,0.25,ERA_HIKE,0.499437908216817,0.30970429028335983,0.3380644230525309,0.02836013276917111
U56,INC,0.5,0.5,FULL,0.4995503745351841,0.3270884745932152,0.3510156451130175,0.023927170519802334
U56,INC,0.5,0.5,ERA_ZIRP,0.49958728422951615,0.2280338708936788,0.24295925623105674,0.014925385337377943
U56,INC,0.5,0.5,ERA_HIKE,0.49944225391115105,0.6194139701463145,0.6763373254930372,0.05692335534672266
U56,INC,0.5,0.75,FULL,0.4995530190286627,0.4906353091754483,0.5263561278498141,0.03572081867436582
U56,INC,0.5,0.75,ERA_ZIRP,0.49958936398828396,0.34205223028221166,0.36426420619313227,0.022211975910920626
U56,INC,0.5,0.75,ERA_HIKE,0.4994465526981825,0.9291289523264079,1.0148104452166296,0.08568149289022164
U56,INC,0.5,1.0,FULL,0.4995556427244147,0.6541838480461536,0.7015777788129007,0.0473939307667471
U56,INC,0.5,1.0,ERA_ZIRP,0.4995914318555326,0.45607152810956963,0.48544839225639347,0.029376864146823858
U56,INC,0.5,1.0,ERA_HIKE,0.49945080459827784,1.2388491496117013,1.3534694812006531,0.11462033158895178
U56,INC,0.6,0.25,FULL,0.39957137924582387,0.1308128264844475,0.14228836382144117,0.011475537336993656
U56,INC,0.6,0.25,ERA_ZIRP,0.3996074517434364,0.09119931284835438,0.09836282726958245,0.00716351442122808
U56,INC,0.6,0.25,ERA_HIKE,0.39946571104610357,0.2477109616564453,0.27503344074188973,0.02732247908544443
U56,INC,0.6,0.5,FULL,0.39957395347487745,0.2616273384859066,0.28448477588591814,0.022857437400011567
U56,INC,0.6,0.5,ERA_ZIRP,0.39960949100006576,0.18239955650419246,0.19663067129465084,0.014231114790458375
U56,INC,0.6,0.5,ERA_HIKE,0.3994698523851915,0.4954270594487824,0.5501785364565359,0.05475147700775354
U56,INC,0.6,0.75,FULL,0.3995765111034547,0.39244351970024216,0.4265843549414061,0.034140835241163944
U56,INC,0.6,0.75,ERA_ZIRP,0.39961152074955025,0.27360072445828826,0.29480005171007573,0.021199327251787477
U56,INC,0.6,0.75,ERA_HIKE,0.3994739563451041,0.7431482238398929,0.8254258401997561,0.08227761635986319
U56,INC,0.6,1.0,FULL,0.3995790521349821,0.5232613538278065,0.568582012145491,0.045320658317684476
U56,INC,0.6,1.0,ERA_ZIRP,0.3996135409929164,0.3648028102023527,0.3928682546886053,0.028065444486252568
U56,INC,0.6,1.0,ERA_HIKE,0.3994780229362981,0.9908743853185957,1.1007627140988685,0.1098883287802728
U56,INC,0.75,0.25,FULL,0.24967168095393782,0.08173823245386803,0.09063178798860427,0.008893555534736244
U56,INC,0.75,0.25,ERA_ZIRP,0.24969997201464034,0.056987090122156504,0.06252592799491641,0.005538837872759906
U56,INC,0.75,0.25,ERA_HIKE,0.24958880714007795,0.1547714402656659,0.1761591311309152,0.02138769086524931
U56,INC,0.75,0.5,FULL,0.24967371057207755,0.16347779383217523,0.18120221083846033,0.017724417006285097
U56,INC,0.75,0.5,ERA_ZIRP,0.24970160207290645,0.11397492427545218,0.12498951549548831,0.011014591220036132
U56,INC,0.75,0.5,ERA_HIKE,0.2495920072003912,0.30954684928256937,0.35233712849533916,0.04279027921276976
U56,INC,0.75,0.75,FULL,0.2496757311694444,0.24521867527518199,0.2717071894736467,0.0264885141984647
U56,INC,0.75,0.75,ERA_ZIRP,0.24970322694356117,0.17096349890810195,0.1873873069859755,0.01642380807787354
U56,INC,0.75,0.75,ERA_HIKE,0.2495951870113427,0.4643261893804771,0.5285279353621775,0.06420174598170039
U56,INC,0.75,1.0,FULL,0.2496777427463583,0.3269608679235676,0.3621435799818551,0.03518271205828747
U56,INC,0.75,1.0,ERA_ZIRP,0.2497048466270335,0.22795281046871238,0.24971769338812955,0.021764882919417163
U56,INC,0.75,1.0,ERA_HIKE,0.24959834657293173,0.6191094228891535,0.7047236395411272,0.08561421665197362
U56,INC,0.9,0.25,FULL,0.09984554955535556,0.03268772296424567,0.036923412965417235,0.004235690001171567
U56,INC,0.9,0.25,ERA_ZIRP,0.09985918523146892,0.022790088210250914,0.025423323371609463,0.0026332351613585474
U56,INC,0.9,0.25,ERA_HIKE,0.09980560617903762,0.06189002460454113,0.07215678930003744,0.01026676469549631
U56,INC,0.9,0.5,FULL,0.09984653282238863,0.06537608973806563,0.0738214517643776,0.008445362026311968
U56,INC,0.9,0.5,ERA_ZIRP,0.09985998551288021,0.045580541704554854,0.05082072139857008,0.005240179694015226
U56,INC,0.9,0.5,ERA_HIKE,0.09980712547109,0.12378193345238488,0.14430247050440936,0.020520537052024487
U56,INC,0.9,0.75,FULL,0.09984751365384495,0.09806509792936154,0.110692308265814,0.01262721033645246
U56,INC,0.9,0.75,ERA_ZIRP,0.09986078438060944,0.06837135951501071,0.07619069510202969,0.007819335587018982
U56,INC,0.9,0.75,ERA_HIKE,0.09980863933410024,0.18567571644379144,0.2164342851844303,0.030758568740638873
U56,INC,0.9,1.0,FULL,0.09984849204917752,0.1307547451453187,0.14753426823639337,0.01677952309107468
U56,INC,0.9,1.0,ERA_ZIRP,0.09986158183477555,0.09116254067382591,0.10153234271654821,0.01036980204272229
U56,INC,0.9,1.0,ERA_HIKE,0.09981014776557061,0.24757136347282552,0.28854802212214814,0.040976658649322616
U56,INC,1.0,0.25,FULL,-1.6621867126294532e-18,-5.44171463017076e-19,0.0,5.44171463017076e-19
U56,INC,1.0,0.25,ERA_ZIRP,-5.953944212121171e-19,-1.3588225607752477e-19,0.0,1.3588225607752477e-19
U56,INC,1.0,0.25,ERA_HIKE,-4.787171905509211e-18,-2.9685525529162212e-18,0.0,2.9685525529162212e-18
U56,INC,1.0,0.5,FULL,-1.6623244918762249e-18,-1.0884331391657087e-18,0.0,1.0884331391657087e-18
U56,INC,1.0,0.5,ERA_ZIRP,-5.953398022717166e-19,-2.7173958163980864e-19,0.0,2.7173958163980864e-19
U56,INC,1.0,0.5,ERA_HIKE,-4.7878732822724685e-18,-5.937974961280386e-18,0.0,5.937974961280386e-18
U56,INC,1.0,0.75,FULL,-1.66246227893344e-18,-1.6327850361169145e-18,0.0,1.6327850361169145e-18
U56,INC,1.0,0.75,ERA_ZIRP,-5.952852115061803e-19,-4.075719959772446e-19,0.0,4.075719959772446e-19
U56,INC,1.0,0.75,ERA_HIKE,-4.788574607192092e-18,-8.908267128646897e-18,0.0,8.908267128646897e-18
U56,INC,1.0,1.0,FULL,-1.662600073795107e-18,-2.1772271615338633e-18,0.0,2.1772271615338633e-18
U56,INC,1.0,1.0,ERA_ZIRP,-5.952306488791895e-19,-5.433795183470704e-19,0.0,5.433795183470704e-19
U56,INC,1.0,1.0,ERA_HIKE,-4.789275880350922e-18,-1.1879428958775633e-17,0.0,1.1879428958775633e-17
U56,LIVE,0.5,0.25,FULL,0.6446892680806019,0.21106022538698802,0.19731219861651716,-0.013748026770470838
U56,LIVE,0.5,0.25,ERA_ZIRP,0.63853761826664,0.14572849369968957,0.14015120301553718,-0.0055772906841523905
U56,LIVE,0.5,0.25,ERA_HIKE,0.6627094719525962,0.4109499164929988,0.3655600382586721,-0.04538987823432669
U56,LIVE,0.5,0.5,FULL,0.6446918130153944,0.4221221171101087,0.3943565983340891,-0.02776551877601962
U56,LIVE,0.5,0.5,ERA_ZIRP,0.6385391105124083,0.2914576685267609,0.2801544185929927,-0.011303249933768177
U56,LIVE,0.5,0.5,ERA_HIKE,0.6627151005594776,0.8219068136483414,0.7308525222429862,-0.09105429140535519
U56,LIVE,0.5,0.75,FULL,0.6446943369959311,0.6331856545891689,0.5911263949692991,-0.04205925961986981
U56,LIVE,0.5,0.75,ERA_ZIRP,0.6385405905374212,0.4371875161140691,0.42000631390770593,-0.017181202206363166
U56,LIVE,0.5,0.75,ERA_HIKE,0.6627206826288098,1.2328706048914304,1.0958571203687928,-0.1370134845226377
U56,LIVE,0.5,1.0,FULL,0.6446968400328069,0.8442508172578491,0.787619315181165,-0.05663150207668409
U56,LIVE,0.5,1.0,ERA_ZIRP,0.6385420583435641,0.5829180280961902,0.5597063661639368,-0.023211661932253432
U56,LIVE,0.5,1.0,ERA_HIKE,0.6627262181967024,1.6438412037372352,1.460563067338816,-0.18327813639841922
U56,LIVE,0.6,0.25,FULL,0.5736731775959285,0.18781077358763845,0.16914842697706156,-0.01866234661057689
U56,LIVE,0.6,0.25,ERA_ZIRP,0.5662901113431372,0.12924000491479945,0.12088073855167636,-0.008359266363123088
U56,LIVE,0.6,0.25,ERA_HIKE,0.5953006048876737,0.36914929425411963,0.3113083535214445,-0.05784094073267515
U56,LIVE,0.6,0.5,FULL,0.5736758809785875,0.3756233172576454,0.3380169220496887,-0.037606395207956736
U56,LIVE,0.6,0.5,ERA_ZIRP,0.5662917433729345,0.25848075476063265,0.24161814348031552,-0.016862611280317116
U56,LIVE,0.6,0.5,ERA_HIKE,0.5953064466149348,0.7383058334849047,0.6221830636278902,-0.11612276985701453
U56,LIVE,0.6,0.75,FULL,0.5736785639038005,0.5634376109177686,0.506599291277654,-0.05683831964011458
U56,LIVE,0.6,0.75,ERA_ZIRP,0.5662933637156307,0.38772224153572993,0.36220863337819154,-0.025513608157538403
U56,LIVE,0.6,0.75,ERA_HIKE,0.5953122421935275,1.1074695318411991,0.9326074655814587,-0.17486206625974052
U56,LIVE,0.6,1.0,FULL,0.5736812263807886,0.7512536344878309,0.6748917782280373,-0.07636185625979358
U56,LIVE,0.6,1.0,ERA_ZIRP,0.5662949723729743,0.516964457239918,0.4826497545812991,-0.034314702658618926
U56,LIVE,0.6,1.0,ERA_HIKE,0.5953179916545623,1.4766403035490143,1.242571175767715,-0.23406912778129937
U56,LIVE,0.75,0.25,FULL,0.46717637701856485,0.15294554494846513,0.1255337101208509,-0.027411834827614216
U56,LIVE,0.75,0.25,ERA_ZIRP,0.45794538532124396,0.10451332746964545,0.09092837768225337,-0.013584949787392086
U56,LIVE,0.75,0.25,ERA_HIKE,0.49421698520612367,0.3064667662006887,0.2275536404370282,-0.0789131257636605
U56,LIVE,0.75,0.5,FULL,0.46717909118687245,0.3058928670413721,0.2507776344162993,-0.055115232625072785
U56,LIVE,0.75,0.5,ERA_ZIRP,0.4579471120054654,0.2090274430748165,0.1817199772462752,-0.027307465828541305
U56,LIVE,0.75,0.5,ERA_HIKE,0.4942225920398277,0.6129404860603788,0.45449179639414083,-0.15844868966623793
U56,LIVE,0.75,0.75,FULL,0.4671817872177707,0.4588419484650893,0.37572554809051084,-0.08311640037457846
U56,LIVE,0.75,0.75,ERA_ZIRP,0.4579488287454216,0.31354234000700526,0.27237133252018264,-0.04117100748682262
U56,LIVE,0.75,0.75,ERA_HIKE,0.4942281567357125,0.9194210811893654,0.6807981767639637,-0.23862290442540174
U56,LIVE,0.75,1.0,FULL,0.46718446511791156,0.6117927714146961,0.5003759088993975,-0.11141686251529853
U56,LIVE,0.75,1.0,ERA_ZIRP,0.4579505355426108,0.4180580114590716,0.3628818857391636,-0.055176125719908015
U56,LIVE,0.75,1.0,ERA_HIKE,0.4942336793155243,1.2259084732518835,0.9064663986694033,-0.3194420745824803
U56,LIVE,0.9,0.25,FULL,0.3607114484334459,0.11809075065371127,0.08026747573801618,-0.03782327491569509
U56,LIVE,0.9,0.25,ERA_ZIRP,0.34963149068566785,0.07979368643293187,0.05970440382969677,-0.020089282603235097
U56,LIVE,0.9,0.25,ERA_HIKE,0.39316828579354474,0.24380589240485465,0.14095076031632736,-0.10285513208852727
U56,LIVE,0.9,0.5,FULL,0.3607138959260307,0.23618310384173535,0.1602478360507087,-0.07593526779102666
U56,LIVE,0.9,0.5,ERA_ZIRP,0.34963316365382774,0.15958813648298817,0.11928044178979302,-0.04030769469319515
U56,LIVE,0.9,0.5,ERA_HIKE,0.3931730021226958,0.48761763405482444,0.2811892223152368,-0.20642841173958765
U56,LIVE,0.9,0.75,FULL,0.36071632862584757,0.35427704503537555,0.23993760537532882,-0.11433943966004671
U56,LIVE,0.9,0.75,ERA_ZIRP,0.34963482896130393,0.2393833449051534,0.17872589296903385,-0.060657451936119544
U56,LIVE,0.9,0.75,ERA_HIKE,0.3931776827668605,0.7314351585645197,0.42070713590878217,-0.3107280226557375
U56,LIVE,0.9,1.0,FULL,0.36071874653698377,0.47237255971128755,0.3193357106082484,-0.15303684910303916
U56,LIVE,0.9,1.0,ERA_ZIRP,0.34963648660937496,0.3191793064555793,0.23803958470844933,-0.08113972174712998
U56,LIVE,0.9,1.0,ERA_HIKE,0.39318232773835365,0.9752583995790968,0.5595026592015495,-0.41575574037754726
U56,LIVE,1.0,0.25,FULL,0.2897520183246189,0.09485984849104523,0.04915791357138488,-0.045701934919660354
U56,LIVE,1.0,0.25,ERA_ZIRP,0.2774387935759145,0.06331770646720786,0.03816650347368,-0.02515120299352785
U56,LIVE,1.0,0.25,ERA_HIKE,0.32582150000898613,0.20204376712137004,0.08161696758144377,-0.12042679953992627
U56,LIVE,1.0,0.5,FULL,0.28975413093179714,0.18972108024490952,0.09804024518327292,-0.09168083506163661
U56,LIVE,1.0,0.5,ERA_ZIRP,0.27744034249057337,0.12663611992800122,0.07621204743357701,-0.050424072494424196
U56,LIVE,1.0,0.5,ERA_HIKE,0.3258252638567956,0.40409220220965003,0.16251381798111364,-0.24157838422853642
U56,LIVE,1.0,0.75,FULL,0.28975623106481213,0.28458368301011067,0.14664374004378367,-0.137939942966327
U56,LIVE,1.0,0.75,ERA_ZIRP,0.27744188523854935,0.18995523616025725,0.11413363252346098,-0.07582160363679628
U56,LIVE,1.0,0.75,ERA_HIKE,0.3258289967537586,0.6061452476864517,0.24268601447201554,-0.36345923321443613
U56,LIVE,1.0,1.0,FULL,0.2897583187262446,0.37944764453854585,0.19496841161930067,-0.1844792329192452
U56,LIVE,1.0,1.0,ERA_ZIRP,0.27744342182100296,0.2532750509429127,0.15193125958032905,-0.10134379136258367
U56,LIVE,1.0,1.0,ERA_HIKE,0.3258326987066168,0.8082028459901089,0.32213308811479546,-0.4860697578753135
