panel,mech,soft_freq,soft_hold,soft_gross,hard_freq,hard_hold,hard_gross,soft_OOS_Sharpe,hard_OOS_Sharpe,soft_OOS_CAGR,hard_OOS_CAGR,soft_OOS_MaxDD,hard_OOS_MaxDD,d_OOS_Sharpe,d_OOS_CAGR
U56,CAND20,M,126,0.75,D,21,0.65,1.2025473603130898,1.1046493687926981,0.15525953970884188,0.1302547284542659,-0.18906338270161704,-0.17647991004074692,0.09789799152039169,0.025004811254575987
U56,R3_84,Q,63,0.75,W,63,0.75,1.0435154466561427,1.0621252416043263,0.15178821348919902,0.15797973875968596,-0.28037198791989415,-0.25808515958540634,-0.0186097949481836,-0.006191525270486942
U56,MOMONLY,M,21,0.75,W,126,0.55,1.1104630150061312,1.161612483757326,0.1443422516074786,0.127483479493401,-0.19765521583203327,-0.15433903531582538,-0.05114946875119486,0.016858772114077603
B136,CAND20,M,21,0.75,M,21,0.75,1.052273845687797,0.9998233237122837,0.16340668105998746,0.15917518897653626,-0.2544404716315173,-0.2714053846993386,0.05245052197551325,0.004231492083451194
B136,R3_84,M,63,0.75,M,21,0.75,0.9182672000581322,0.9565105432725106,0.1409925879112821,0.15474822001324218,-0.2559137796454518,-0.2809938894693329,-0.03824334321437839,-0.01375563210196007
B136,MOMONLY,Q,126,0.75,D,21,0.75,0.9962885004323926,0.9782303306864609,0.1551620299017875,0.15947683621467013,-0.216441804443261,-0.2590575187718218,0.018058169745931663,-0.004314806312882613
