panel,con,family,level,tag,CAGR,Sharpe,MaxDD,H1,H2,oSharpe,pass4a,pass4b,fail4b
U56,RESPREAD,ABS,0.4,abs,0.09256608591764715,1.0091595658290737,-0.1492720942260467,1.0603518890672932,0.9639025880711779,1.0664180449264966,False,False,CAGR
U56,DEGROSS,ABS,0.4,abs,0.0637551088663475,1.0976496924082704,-0.08856532262169736,1.0661692657596358,1.1288181577708631,1.2584786644055725,False,False,CAGR
U56,RESPREAD,ABS,0.6,abs,0.10439244976841477,1.0529025422451461,-0.15844268133508588,1.0774752404790053,1.0337654188549497,1.115203593058238,False,False,CAGR
U56,DEGROSS,ABS,0.6,abs,0.07318192571224658,1.1165298200136033,-0.10915179683438259,1.08117133561535,1.150620436104153,1.2530427123478538,False,False,CAGR
U56,RESPREAD,ABS,0.8,abs,0.10766147279208504,1.0597258152771813,-0.16054770402650242,1.1578285033328168,0.9777848039682973,1.0666206907183435,False,True,-
U56,DEGROSS,ABS,0.8,abs,0.0780270580183906,1.1452657516296054,-0.1150088008005199,1.1582542418119142,1.1344602475894083,1.242732900970255,False,False,CAGR
U56,RESPREAD,ABS,1.0,abs,0.11113787593811408,1.0715969240309737,-0.17113920577193897,1.1664141372805104,0.9972441553440112,1.0828427812397121,False,True,-
U56,DEGROSS,ABS,1.0,abs,0.08022015811053707,1.160557842561811,-0.11766198694085794,1.1783763702315515,1.146304158118493,1.2527695595630726,False,False,CAGR
U56,RESPREAD,ABS,inf,abs,0.11593814830608618,1.0948264383322812,-0.1862302793212388,1.1778125096860346,1.0347012245698084,1.1137698130440732,False,True,-
U56,DEGROSS,ABS,inf,abs,0.08205661167906331,1.1746306354491145,-0.12062095866978162,1.1936199283444808,1.1602304516942739,1.2630056507186207,False,False,CAGR
U56,RESPREAD,QTL,0.4,qtl,0.05007093227753212,0.7706889719552437,-0.22627900293721948,1.0496436370333981,0.5334497648350894,0.6511358977282955,False,False,"H2,OOS,DD,CAGR"
U56,DEGROSS,QTL,0.4,qtl,0.017853949039206007,0.9230673470622919,-0.04178324150912571,1.0905642732825107,0.7599133394175455,0.8864268084669688,False,False,"H2,CAGR"
U56,RESPREAD,QTL,0.6,qtl,0.06267143830309263,0.8097944730159851,-0.1703904016795279,0.9403168815587438,0.695951240700074,0.7913893125375228,False,False,"H1,H2,OOS,CAGR"
U56,DEGROSS,QTL,0.6,qtl,0.030493319016131393,0.9072217019655973,-0.060848798058521725,0.9700531640305697,0.8451200693328247,0.9606315000155566,False,False,CAGR
U56,RESPREAD,QTL,0.8,qtl,0.08506323208435562,0.9460958706870422,-0.14793252739766627,0.994361180940518,0.9064982964891853,1.007163059262129,False,False,CAGR
U56,DEGROSS,QTL,0.8,qtl,0.05161614363858025,1.0382845313280837,-0.08213564189190214,1.0193075233504334,1.0567032155597507,1.1829094490142964,False,False,CAGR
U56,RESPREAD,QTL,1.0,qtl,0.11593814830608618,1.0948264383322812,-0.1862302793212388,1.1778125096860346,1.0347012245698084,1.1137698130440732,False,True,-
U56,DEGROSS,QTL,1.0,qtl,0.08205661167906331,1.1746306354491145,-0.12062095866978162,1.1936199283444808,1.1602304516942739,1.2630056507186207,False,False,CAGR
U56,RESPREAD,QTL,0.9588118766765243,match,0.10196332015081189,1.0229177462765056,-0.17095298089041122,1.059444354912684,0.9975235557058414,1.0896039779683886,False,False,CAGR
U56,DEGROSS,QTL,0.9588118766765243,match,0.06915937250724125,1.097642732852706,-0.10554221787364049,1.0596627438739237,1.1341533659381364,1.2514686659575955,False,False,CAGR
B136,RESPREAD,ABS,0.4,abs,0.09757132497595844,0.9984849629485276,-0.16462624105220391,1.1276341246490806,0.8768430827886967,0.992580189406157,False,False,CAGR
B136,DEGROSS,ABS,0.4,abs,0.0646941285396152,1.0635971363778958,-0.08888074666548673,1.1992120847597276,0.9210969365797523,1.0847984861331137,False,False,CAGR
B136,RESPREAD,ABS,0.6,abs,0.1073464428202695,1.0278772028988117,-0.1768127133019104,1.1481702648507748,0.9153643662470853,1.0197977090316812,False,True,-
B136,DEGROSS,ABS,0.6,abs,0.07213189383200036,1.0565330902406804,-0.1209442793676605,1.1682177586484357,0.9433405106098308,1.0847022036152163,False,False,CAGR
B136,RESPREAD,ABS,0.8,abs,0.11356557370098797,1.061746694443748,-0.17515931750376967,1.1611837232818345,0.9707872594222945,1.0720862918653662,False,True,-
B136,DEGROSS,ABS,0.8,abs,0.07628413847919346,1.087434880508326,-0.12414122659300963,1.188916920612491,0.9858432993198689,1.1247516720153412,False,False,CAGR
B136,RESPREAD,ABS,1.0,abs,0.11471622334360099,1.0540882051946914,-0.19798439781941857,1.165774642782506,0.9554907383884085,1.0542213738706427,False,True,-
B136,DEGROSS,ABS,1.0,abs,0.07708738220838773,1.090311868459111,-0.12521119437677608,1.1992651382384658,0.9821584880628881,1.1198080321249009,False,False,CAGR
B136,RESPREAD,ABS,inf,abs,0.11659734787379539,1.0585329145142401,-0.20116704846935773,1.1603438392888512,0.9706900214487701,1.0659505550392183,False,True,-
B136,DEGROSS,ABS,inf,abs,0.07784037884482276,1.0952360481500867,-0.12641310559600483,1.2014963822871652,0.990280737616389,1.1259550439070933,False,False,CAGR
B136,RESPREAD,QTL,0.4,qtl,0.06870608404756373,0.8471415839138706,-0.1605712809676031,1.037668058500408,0.6890113340573789,0.7868649679718654,False,False,"H2,OOS,CAGR"
B136,DEGROSS,QTL,0.4,qtl,0.02018984985125183,0.8668728304183729,-0.04107447395113195,1.066327732725577,0.6769762701249749,0.806010585196428,False,False,"H2,OOS,CAGR"
B136,RESPREAD,QTL,0.6,qtl,0.07918966997634169,0.8747591953446131,-0.16388357541628384,1.0177858061104728,0.7501860558467663,0.852611386216579,False,False,"H2,OOS,CAGR"
