panel,con,family,level,tag,CAGR,Sharpe,MaxDD,H1,H2,oSharpe,pass4a,pass4b,fail4b
B136,DEGROSS,QTL,0.6,qtl,0.03402851351648151,0.9043581508998423,-0.07220181442748785,1.0699698434829001,0.7405855451311638,0.8797486661569786,False,False,"H2,OOS,CAGR"
B136,RESPREAD,QTL,0.8,qtl,0.09423039269409128,0.9540132348251829,-0.18517529820228584,1.0860122372372707,0.8364253351451825,0.9353294981444942,False,False,CAGR
B136,DEGROSS,QTL,0.8,qtl,0.05268041019002179,0.9973054548788922,-0.09704429517359203,1.140697219258031,0.8521044879154398,0.9904213768762676,False,False,CAGR
B136,RESPREAD,QTL,1.0,qtl,0.11659734787379539,1.0585329145142401,-0.20116704846935773,1.1603438392888512,0.9706900214487701,1.0659505550392183,False,True,-
B136,DEGROSS,QTL,1.0,qtl,0.07784037884482276,1.0952360481500867,-0.12641310559600483,1.2014963822871652,0.990280737616389,1.1259550439070933,False,False,CAGR
B136,RESPREAD,QTL,0.9638006592499598,match,0.11167309346551879,1.0375939828094052,-0.20004230256207922,1.1407803522246895,0.9476947526743134,1.0442996961727806,False,True,-
B136,DEGROSS,QTL,0.9638006592499598,match,0.07186404790247325,1.0702242127432289,-0.11952920699696212,1.171900210914189,0.9685929401244218,1.1056827239732288,False,False,CAGR
SMALL439,RESPREAD,ABS,0.4,abs,0.03920766042569035,0.3813825162019922,-0.3494081544734646,0.5889392380884987,0.2109126964955994,0.2418472460476753,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,ABS,0.4,abs,0.008988442496913107,0.26977454907852516,-0.08734423977777328,0.4874890739889531,-0.038057927895224275,9.680767881932432e-05,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,ABS,0.6,abs,0.03666279912702519,0.33611343420604756,-0.399806913111853,0.4394311461704444,0.25876181215049104,0.29095981782086205,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,ABS,0.6,abs,0.016634405280256725,0.33578976562140367,-0.11922124995397987,0.44174675511388306,0.2184575801552523,0.2345886293148258,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,ABS,0.8,abs,0.05008387091384381,0.42081241333050173,-0.3886057720159497,0.47462493164360736,0.38531197997025146,0.402348546086033,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,ABS,0.8,abs,0.024929209547710718,0.4310533880301794,-0.1375692763291828,0.49195378861494815,0.3709258941875537,0.3683346812228129,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,ABS,1.0,abs,0.052890413183897866,0.43135800001206015,-0.40973806181504224,0.47229125725227283,0.40839759166189915,0.42164372300449543,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,ABS,1.0,abs,0.027984400851750246,0.4553528615426407,-0.1455042655338571,0.485502086661755,0.427856962110529,0.4188328697067145,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,ABS,inf,abs,0.06478682046825734,0.5033872943946726,-0.382399437673825,0.49768164644656354,0.517774065430323,0.535474046054103,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,ABS,inf,abs,0.0355961765293733,0.5395320159157033,-0.1427455316595373,0.5237510174529167,0.5556582638633617,0.5506702867226573,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,QTL,0.4,qtl,0.04441420815256514,0.4193392286331653,-0.3607461114308069,0.520541658313265,0.3479702888736609,0.3588309647235368,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,QTL,0.4,qtl,0.010466273061829234,0.41829570455253035,-0.060968000315750004,0.49374975682028427,0.34620783558252466,0.33040414888174907,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,QTL,0.6,qtl,0.050999665026930874,0.44727148606408246,-0.3677346405597962,0.5757777174137084,0.3559577854832085,0.3856347267568199,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,QTL,0.6,qtl,0.01731418300308496,0.45382972644790404,-0.09243216264570453,0.5412236723239563,0.3706951697053105,0.3722579878975451,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,QTL,0.8,qtl,0.04844618774546783,0.41202435713007607,-0.39334557383677027,0.49081133351233636,0.35898965674482675,0.3703523627857981,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,QTL,0.8,qtl,0.022472800291858608,0.43982094681619693,-0.12371094957610296,0.4808655670025593,0.4019008891650591,0.38074061133693,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,QTL,1.0,qtl,0.06478682046825734,0.5033872943946726,-0.382399437673825,0.49768164644656354,0.517774065430323,0.535474046054103,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,QTL,1.0,qtl,0.0355961765293733,0.5395320159157033,-0.1427455316595373,0.5237510174529167,0.5556582638633617,0.5506702867226573,False,False,"H1,H2,OOS,CAGR"
SMALL439,RESPREAD,QTL,0.7812346777280638,match,0.045509022293735546,0.39301606458929983,-0.40097337141874245,0.4899730508040439,0.32578417189626535,0.3390185111569883,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,DEGROSS,QTL,0.7812346777280638,match,0.021218787835615593,0.42692039428396605,-0.12481619200024852,0.47816699501741594,0.37926716494827223,0.358032041379623,False,False,"H1,H2,OOS,CAGR"
