panel,anchor_MaxDD,NT_median_dDD_bp,NT_corr,NT_spear_dial,MAB_median_dDD_bp,MAB_corr,MAB_spear_dial
SMALL439,-0.334794167175974,92.78944632951979,1.0,-0.19999999999999998,-139.92085094228779,1.0,-0.5
MIX00~0,-0.2851153885350909,4.897065290659919,1.0,-0.9486832980505139,169.31381291019676,1.0,-0.5
MIX00~1,-0.2568265049606261,-7.863672060769433,0.9999999999999997,-0.316227766016838,393.44418046107666,1.0,0.5
MIX50~0,-0.2462817190430262,61.73127163611125,0.9999999999999999,0.9486832980505139,409.146316593666,1.0,0.5
ETF36,-0.22153357165594434,28.5555510667701,0.9999999056644681,0.9486832980505139,601.413842001598,1.0,0.5
MIX50~2,-0.21907450786204996,3.5983637886077835,0.9999999999999999,0.7378647873726218,-10.87343828994669,0.9999999999999998,-0.5
MIX00~2,-0.21017960480584763,-59.88867637855555,0.9999999999999999,0.7378647873726218,-35.66527411810405,1.0,-0.5
MIX50~1,-0.20521373034987644,68.2336933355171,1.0,0.9486832980505139,28.274115266467838,1.0,-0.5
B136,-0.2005204833110832,-20.04760711796005,1.0,-0.7999999999999999,2.220446049250313e-12,1.0,-0.5
U56,-0.18308348697878107,96.53429346565379,1.0,0.7999999999999999,-22.665989415496803,1.0,-1.0
