depth,n,signed_0,signed_10,signed_25,mean_10,se_10,z_10,ratio,inside_band,pvol,maxrun
0.25,576,-0.000812050243275908,-0.0007285203410469232,-0.0005184579508846765,-0.0011179618437102139,0.00035044723160132827,1.333333333333334,-0.002914081364187693,True,0.12267738672917017,8.864293782931917
0.5,576,-0.0016964599410033143,-0.0018393016395086143,-0.0006174078424155127,-0.0017151677280688577,0.0006906774845673729,1.7500000000000018,-0.0036786032790172285,False,0.11964440595890775,8.864293782931917
0.75,576,-0.0053636242262462,-0.005194464531198845,-0.004837570607654135,-0.00453465330473346,0.001047191261372815,3.8333333333333357,-0.006925952708265126,False,0.11780316478987007,8.864293782931917
1.0,576,-0.006791290823659077,-0.00589832129557355,-0.006783083138303836,-0.006233417497718715,0.0013678800928863036,3.6666666666666643,-0.00589832129557355,False,0.11715958833412252,8.864293782931917
