panel,g_needed_for_CAGR_floor,g_breaching_DD_cap,feasible_under_PROTOCOL2,window_nonempty,fit_r2_CAGR,fit_r2_MaxDD
U56,1.071625539627145,1.1122164276571032,False,True,0.999996024054464,0.9999572440613622
B136,1.2356409106790998,1.2239201874300467,False,False,0.999999423056595,0.9999570707888017
