pair,char,k,n,med,p10,p90,ratio,maxmin
BS,momac,12,72,0.005519491275101693,0.0025240431497926957,0.008209850518798118,3.2526585448717107,17.585004455633257
BS,momac,24,72,0.006728848928314379,0.0029012213803551244,0.009828343241534246,3.3876571116166274,6.466459862583334
BS,momac,36,58,0.006371496897172493,0.0034520745149597743,0.010101268865634625,2.9261445029243034,16.703714952596044
BS,momac,48,53,0.007147727343711274,0.005277243725721566,0.011011532512227796,2.0866067751536663,3.903928144365128
BS,tpers,12,72,0.001386912895670958,0.0007225112559333068,0.0019848666440928754,2.7471774699605422,7.45588042396879
BS,tpers,24,72,0.0012303886759864324,0.0006226789281067939,0.0022272982504067005,3.5769610145289885,27.634605041102958
BS,tpers,36,64,0.0014071355265561913,0.0005864983852612249,0.0022259564021628936,3.7953325330494443,13.79671256942171
BS,tpers,48,51,0.0012997115582044083,0.0005201933569806139,0.001967416730241959,3.7820873793189924,11.703579450185533
SS,momac,12,108,0.004596422302942452,0.002711555840207665,0.007028421149707211,2.592025229754788,12.329811351455998
SS,momac,24,108,0.0030957387813166813,0.001877840990056147,0.004850444563375525,2.582990034332192,9.988251910368309
SS,momac,36,101,0.0031346688076844265,0.0017121943004735352,0.005773832464369577,3.3721829717414256,65.64341936795479
SS,momac,48,90,0.0030532673989429743,0.001640455960306697,0.004508779997769497,2.7484919478890144,41.6417290040317
SS,tpers,12,108,0.0007705805001398281,0.00048058016894793055,0.0014014940291835875,2.916254393625292,8.655340824465235
SS,tpers,24,108,0.0007067313386543872,0.00037028884071701464,0.0012278001627223033,3.315790344491163,7.857437214913035
SS,tpers,36,104,0.0006367471890733112,0.00036649725166163936,0.0011392633955190393,3.1085182504201683,42.763563521556904
SS,tpers,48,90,0.0005913762285466955,0.00024132756479039084,0.0014218640292866312,5.891842610360799,59.09520884890623
