gate,what,value,pass_
G1,fast runner == engine.backtest (U56 W/H126/N=20),1.3877787807814457e-17,True
G2,CROSS-RUN 936/1071/1082/1094/1102/1108/1110/1116 U56 W/H126/N=20 triple,3.1831294189377246e-07,True
G3,SPY OOS triple (U56 tape),0.00017024209187355144,True
G4,live RULES v2 MaxDD == committed -12.05%,4.949323437114517e-05,True
G5,determinism of the SMALL cell pipeline,0.0,True
G_SPY,SPY slots on SMALL had it been left selectable,0.0,True
G6,the ladders are live (Sharpe spread over all cells),0.8959460558609071,True
G6-U56,U56's own ladders are live (Sharpe spread),0.18322104889544333,True
G6-B136,B136's own ladders are live (Sharpe spread),0.12053112976248326,True
G6-SMALL,SMALL's own ladders are live (Sharpe spread),0.5111496213370867,True
G7-U56,SEED-MATCHED reproduce 1116's committed ETA2 pair (0.8095/0.0476); got 0.8095/0.0476,1.9047619048695452e-07,True
G8-U56,SEED-MATCHED reproduce 1116's committed concordance pair (0.8750/0.3750); got 0.8750/0.3750,5.551115123125783e-17,True
G9-U56,"SEED-MATCHED reproduce 1116's 4 committed per-ladder INF_FLOOR counts ([0, 4, 1, 4]); got [0, 4, 1, 4]",0.0,True
G7-B136,SEED-MATCHED reproduce 1116's committed ETA2 pair (0.5556/0.0476); got 0.5556/0.0476,4.4444444446956055e-07,True
G8-B136,SEED-MATCHED reproduce 1116's committed concordance pair (0.7083/0.3750); got 0.7083/0.3750,3.333333332689037e-07,True
G9-B136,"SEED-MATCHED reproduce 1116's 4 committed per-ladder INF_FLOOR counts ([2, 4, 0, 3]); got [2, 4, 0, 3]",0.0,True
