book,family,panel,freq,full_CAGR,full_Sharpe,full_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,keep4b_OOSlocal
TOPN-n10,TOPN,U56,W,0.1309675977223279,0.932033466327814,-0.17538205535337614,0.1091029670484227,0.8514675093099926,-0.13937899213759564,0.14930516690322904,0.9934323919603396,-0.17538205535337648,FAIL,FAIL,PASS
TOPN-n20,TOPN,U56,W,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.10810124581844649,0.9765495035428563,-0.11846710934713856,0.14426535084279468,1.129600365408191,-0.18308341446270193,FAIL,PASS,PASS
TOPN-n30,TOPN,U56,W,0.11488102483363827,1.0508055189870094,-0.1746788191986055,0.09471103549083981,0.9231755169310052,-0.11689975197184366,0.13177783261391696,1.1487608656155242,-0.1746788191986054,FAIL,PASS,PASS
TOPN-n40,TOPN,U56,W,0.10693445113214817,1.0477800209785486,-0.16663444458906895,0.09166500795673005,0.9415619662037976,-0.11065309036041915,0.11967515711170984,1.1306127040939262,-0.16663444458906884,FAIL,PASS,PASS
BUF-m10,BUF,U56,W,0.12703887823851967,1.0697580567739555,-0.1865794716378819,0.09926356170917727,0.9181846614718348,-0.12010728728672415,0.15044924958535444,1.183040276048946,-0.18657947163788213,FAIL,PASS,PASS
BUF-m20,BUF,U56,W,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.09983917846477852,0.9577757995151831,-0.11085656910319397,0.15219188963648755,1.23543913426136,-0.1724498100003985,FAIL,PASS,PASS
BUF-m50,BUF,U56,W,0.12428920357802342,1.1422465715073455,-0.15188688419202856,0.10087100588992937,1.004800750389571,-0.10833795604635221,0.14395708724705125,1.246258466690956,-0.1518868841920289,FAIL,PASS,PASS
TOPND-m20,TOPND,U56,D,0.12310108575407286,1.140761808055022,-0.15745874431555962,0.09573006830678965,0.9655738345222267,-0.12022241625937302,0.14616479929164772,1.272475571163083,-0.1574587443155595,FAIL,PASS,PASS
TOPND-m50,TOPND,U56,D,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.09424974321521362,0.990643960461853,-0.11906598004704683,0.13764740038429513,1.2863820666290864,-0.12373929288434582,FAIL,PASS,PASS
BANDW-b0.00,BANDW,U56,W,0.10928064852267316,1.1675941380508466,-0.15838542115080956,0.09496380678397842,1.0552140650364803,-0.11500952589961144,0.12121671507431775,1.255966149576692,-0.15838542115080978,FAIL,PASS,PASS
