,rho,|level_S,|corr,|xs_mom,|ts_mom,|disp,|n_elig,|EWall_S,|ISsh_n20
level_S,0.42857142857142866,,0.469709251161589,0.8229530473125002,0.2781106573963628,0.41666666666666674,0.5123977364598894,-0.3172406602103412,-0.15480678800427478
corr,-0.07142857142857144,-0.22391714737574012,,-0.07767356373806175,0.11409486819449562,0.012562972690740167,-0.3542958164098549,-0.5912237688848296,-0.4619348854371561
xs_mom,0.39285714285714296,0.8158755736627147,0.3938631807216882,,0.7787549872351003,0.6393285086940719,0.15768090186984066,0.6411639015419973,0.6098241729265266
ts_mom,0.3571428571428572,0.11795356492391762,0.36673204261116454,0.7707102185990952,,0.8368863649736398,0.5344099592651195,0.21528980231603617,0.2669190724654034
disp,0.14285714285714288,-0.09128709291752772,0.12465959866779432,0.5613400303564989,-0.8146061627715018,,0.4492267528641701,0.09848642753828485,0.12552918289216958
n_elig,-0.6071428571428572,-0.6554613868334502,-0.667116965040648,-0.5214947148983623,-0.6949788926262443,-0.6968056900949476,,-0.5258849911562841,-0.6379009809234628
EWall_S,0.6071428571428572,0.5517268488330711,0.7662973285862075,0.7485431991079284,0.5566492026304204,0.6014319829436467,0.5258849911562841,,0.14704980056384281
ISsh_n20,0.6071428571428572,0.4950737714883372,0.7076731463403725,0.7287288601626719,0.5726039151671227,0.6046693311223913,0.6379009809234628,0.14704980056384281,
