panel,year,d_sharpe,d_ret,ret<0,dd<=-10,dd<=-15,dd<=-20
U56,2009,-0.05519493571032941,-0.014760896124609735,False,True,True,True
U56,2010,-0.007142962336927794,-0.0019693697519664877,False,True,True,False
U56,2011,0.00974215485489277,0.0013928711301132157,False,True,True,False
U56,2012,-0.029568973037372492,-0.00324087018674879,False,False,False,False
U56,2013,0.002850638055704291,0.00038416073071778634,False,False,False,False
U56,2014,-0.0005196647066231241,-2.9932493278872485e-05,False,False,False,False
U56,2015,0.029357808279741326,0.0026524076301341903,False,True,False,False
U56,2016,-0.054924479159905615,-0.007580746056252696,False,False,False,False
U56,2017,0.0,0.0,False,False,False,False
U56,2018,0.05370318695253369,0.00906983147655449,True,True,True,False
U56,2019,-0.11617122547522629,-0.01299574164947881,False,False,False,False
U56,2020,0.011436261530108238,0.0020530586075537816,False,True,True,True
U56,2021,0.0,0.0,False,False,False,False
U56,2022,0.21495323227445956,0.0378493588576202,True,True,True,True
U56,2023,-0.013672869415637612,-0.0029753941000860706,False,False,False,False
U56,2024,0.0,0.0,False,False,False,False
U56,2025,-0.03853644139889978,-0.008092655835613805,False,True,True,False
U56,2026,-0.010411348756591998,-0.0008062782948812242,False,False,False,False
B136,2009,-0.11339694462965888,-0.024341521425772283,False,True,True,True
B136,2010,-0.010453303028903016,-0.00199265247728575,False,True,True,False
B136,2011,-0.0060183589729935205,-0.0008956880674588774,False,True,True,False
B136,2012,0.0,0.0,False,False,False,False
B136,2013,0.0,0.0,False,False,False,False
B136,2014,0.0,0.0,False,False,False,False
B136,2015,0.02661553311800302,0.0038841763428800746,False,True,False,False
B136,2016,-0.010232021981892658,-0.0010431983376162357,False,False,False,False
B136,2017,0.0,0.0,False,False,False,False
B136,2018,-0.023313319817308442,-0.004370592809383345,True,True,True,False
B136,2019,0.03172743612416262,0.002126837260361114,False,False,False,False
B136,2020,0.14094617603090515,0.03185801999314153,False,True,True,True
B136,2021,0.0,0.0,False,False,False,False
B136,2022,-0.07071204391356552,-0.009807043831010165,True,True,True,True
B136,2023,-4.4382321836566874e-05,-6.823871277594762e-06,False,False,False,False
B136,2024,0.0,0.0,False,False,False,False
B136,2025,0.01908385132091872,0.0021205476842141024,False,True,True,False
B136,2026,0.0,0.0,False,False,False,False
SMALL439,2011,-0.043781909791851814,-0.010107458637212074,False,True,True,False
SMALL439,2012,-0.0020133887351666546,-0.00029650708613115917,False,False,False,False
SMALL439,2013,-0.0014484965074053058,-0.0007765431800372813,False,False,False,False
SMALL439,2014,0.019226542253824808,0.0025392277102667116,False,False,False,False
SMALL439,2015,-0.028501930359272856,-0.003983799766898777,False,True,False,False
SMALL439,2016,0.05908820518180835,0.008888083078764097,False,False,False,False
SMALL439,2017,-0.006392113038051539,-0.0011774894271725511,False,False,False,False
SMALL439,2018,0.004869602966264201,0.0007652428843318848,True,True,True,False
SMALL439,2019,-0.015927281528240966,-0.0028798639624425526,False,False,False,False
SMALL439,2020,0.017710947636788488,0.0049595379818268,False,True,True,True
SMALL439,2021,0.0007164456910269124,0.0001443132799980873,False,False,False,False
SMALL439,2022,-0.028270094198447726,-0.0007375543525663941,True,True,True,True
SMALL439,2023,0.004728135304478964,0.0004221162718676119,False,False,False,False
SMALL439,2024,-0.014159329430747547,-0.0023253230029883776,False,False,False,False
SMALL439,2025,0.017682657128246515,0.003107474369982599,False,True,True,False
SMALL439,2026,0.021691403399791254,0.0025027255821823413,False,False,False,False
