book,grain,buckets,med_CAGR,med_Sharpe,med_MaxDD,med_H1,med_H2,max_CAGR,max_Sharpe,max_MaxDD,max_H1,max_H2
LIVE-v2-g075-W,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIVE-v2-g075-W,WEEK,506,0.0006407719798743328,0.00866745613859854,0.0,0.00829912837216773,0.021254207787387736,0.005186168053541662,0.08425300370591815,0.035461490031373555,0.06827138115617326,0.1717256389572469
LIVE-v2-g075-W,MONTH,117,0.0019946426845718346,0.02632332883561328,0.0,0.026489989906780087,0.06640160792006444,0.007854425068350546,0.1297817206994576,0.041677637636089004,0.084077803042099,0.3003780467662083
LIVE-v2-g075-W,QUARTER,39,0.003996742442832213,0.05408200803503904,0.0,0.04943255727306206,0.11188893810097067,0.012852859522454185,0.2182394297698993,0.041677637636089004,0.17226911292127,0.49641888851939653
LIVE-v2-g075-W,YEAR,10,0.00792724014833468,0.09828717725087144,0.0,0.10456408769555048,0.19209714326678473,0.01429841626622852,0.2182394297698993,0.041677637636089004,0.20323305652557544,0.6155164178976468
v2-g100-W,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v2-g100-W,WEEK,506,0.0008762808468848471,0.008661849558201373,0.0,0.008291726775867314,0.02123324275986449,0.007159831413861006,0.08501957562433493,0.04625585792648157,0.06812696669406004,0.17315205624283658
v2-g100-W,MONTH,117,0.0027270098191587433,0.026260590420961627,0.0,0.02647865283442441,0.06607449094340856,0.010789862525584004,0.13023219997808122,0.054590708272156174,0.08400056761951524,0.2998711631586676
v2-g100-W,QUARTER,39,0.0054575861972405715,0.05405595925657791,0.0,0.0494475019724685,0.11163569972399157,0.01772684318442308,0.2195396417874228,0.054590708272156174,0.17217655290901912,0.4977427244646647
v2-g100-W,YEAR,10,0.010856196564053566,0.09823010817132694,0.0,0.10460162824327035,0.1918192523073624,0.019498359877824,0.2195396417874228,0.054590708272156174,0.2032416198486222,0.6162507653412757
RULESv1-n5-W,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RULESv1-n5-W,WEEK,506,0.0009183891289068491,0.008603336728708222,0.0,0.00984570199624557,0.020246082677758737,0.0072304859560097245,0.07584056793169835,0.007241821953103966,0.06677458332147035,0.14184728619476505
RULESv1-n5-W,MONTH,117,0.002825111716624029,0.02810651402866815,0.0,0.029848702920842185,0.06708893230643664,0.012559672176813752,0.13260379102686704,0.007241821953103966,0.13582953216673566,0.26485198770077156
RULESv1-n5-W,QUARTER,39,0.005670743967719494,0.05552888480136775,0.0,0.06497134242009517,0.12078878550993177,0.014630061701717434,0.15299544062190595,0.007241821953103966,0.13582953216673566,0.33522917664878016
RULESv1-n5-W,YEAR,10,0.009976836007900336,0.09101785626199232,0.0,0.11496771469797962,0.22120926397795454,0.015259117963944968,0.1744192130307911,0.007241821953103966,0.1664401950979557,0.3846050818835413
TOP20-g065-M,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP20-g065-M,WEEK,506,0.0009647616445822571,0.008770234675664401,0.0,0.009204831078629905,0.019577449372416678,0.006627832013375912,0.07121791938387578,0.041740093013344914,0.06375531814592228,0.1405764193237653
TOP20-g065-M,MONTH,117,0.00291231347792964,0.02667217600599714,0.0,0.030162750612074518,0.06067026809843412,0.01153755671781731,0.140288776605632,0.06300879347549493,0.08373272016047228,0.31061974677336823
TOP20-g065-M,QUARTER,39,0.005281009031214534,0.05348287617580527,0.0,0.05492664263086966,0.1054676609469114,0.01958097563375505,0.2310684735757602,0.06300879347549493,0.16435548690295398,0.5003458797569775
TOP20-g065-M,YEAR,10,0.01042261170283254,0.0937842896758544,0.0,0.11304620420975492,0.217182137894542,0.020698002023110673,0.2310684735757602,0.06300879347549493,0.1973951393993183,0.5003458797569775
TOP20-g075-M,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP20-g075-M,WEEK,506,0.0011311895184662468,0.00874705569884393,0.0,0.009199017922065678,0.019544005948348597,0.007805191801362632,0.07137835807969672,0.04740741759741729,0.0637486696907068,0.1408602991317629
TOP20-g075-M,MONTH,117,0.00340849413281874,0.026567548193699775,0.0,0.03006810666903581,0.06062799369236038,0.013570802370941326,0.1403729094337074,0.07063040794422593,0.08375053687286016,0.310520195640681
TOP20-g075-M,QUARTER,39,0.006189800049241079,0.053347466479324535,0.0,0.054812636972260353,0.10513156724111195,0.022994287953201242,0.23066767203807248,0.07063040794422593,0.16390400605970723,0.4991423719611886
TOP20-g075-M,YEAR,10,0.012228533909130923,0.09370304514761818,0.0,0.1128985032373862,0.21697224178480756,0.024249732230673837,0.23066767203807248,0.07063040794422593,0.19688409385629435,0.4991423719611886
SPY-BH-W,DAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPY-BH-W,WEEK,506,0.0013940490886712453,0.006926539373983742,0.0,0.0061360383592679035,0.018239111183978585,0.01569741806144398,0.09322568931973829,0.04606313635058901,0.04784950449425218,0.20203719214450322
SPY-BH-W,MONTH,117,0.004047693627348581,0.02034426831974845,0.0,0.02091980183553066,0.05665088052204237,0.03428251354371237,0.2271133627496703,0.11655165885066532,0.06506035186821457,0.504899487558457
SPY-BH-W,QUARTER,39,0.007379130779498588,0.038246647715002635,0.0,0.04376628100800406,0.10477325243873303,0.042951874065943585,0.28425179411597135,0.11655165885066532,0.08352956368110687,0.628816891018497
SPY-BH-W,YEAR,10,0.015141412649429031,0.08041687571927314,0.0,0.09260488945601958,0.20578691124082532,0.042951874065943585,0.28425179411597135,0.11655165885066532,0.13252376496734097,0.628816891018497
