book,panel,cost,E,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_n,OOS_n,spy_OOS_Sharpe,spy_OOS_CAGR,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4a
U56-band0.03-g0.50,U56,0.0,2015-03-31,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1989829554120661,0.057584085696279264,-0.051913708308891304,0.058985158103515234,1.2407754567744231,-0.08099978166188826,1564,2881,0.8264620105866083,0.13886600790601822,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2015-06-30,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1895786362918583,0.05659950630838062,-0.051913708308891304,0.0595861468752219,1.2468930222696588,-0.08099978166188859,1627,2818,0.836972446616665,0.1419733783599728,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2015-09-30,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1201561819400674,0.053164536944027896,-0.051913708308891304,0.06177644523707326,1.2908274628167236,-0.08099978166188826,1691,2754,0.8918777560424281,0.1524825233130609,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2015-12-31,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1321907904227357,0.053161069711702647,-0.051913708308891304,0.06198447462778356,1.2860270047310642,-0.08099978166188826,1755,2690,0.8724255425074143,0.1490535993408646,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2016-03-31,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.0925241937763581,0.050653154184058025,-0.051913708308891304,0.06394081378518557,1.3150653354080364,-0.08099978166188826,1816,2629,0.8840777964288027,0.15130562625454358,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2016-06-30,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.110207129509516,0.05139893293179565,-0.051913708308891304,0.06372113780201571,1.3077331435199018,-0.08099978166188826,1880,2565,0.8868070280046458,0.15260841472351472,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2016-09-30,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1261350255426228,0.05200270082141034,-0.051913708308891304,0.06356364631074829,1.300469767688206,-0.08099978166188859,1944,2501,0.8798842092670541,0.15249160459462585,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2016-12-31,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.129642533998188,0.05186832252682305,-0.051913708308891304,0.06397595159664471,1.3015933064366827,-0.08099978166188837,2007,2438,0.8711297579081264,0.15210156343930548,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2017-03-31,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1753405598295394,0.05358384743049327,-0.051913708308891304,0.06278454190279659,1.2683987666187495,-0.08099978166188859,2069,2376,0.8504191698829644,0.14933241669714414,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,0.0,2017-06-30,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.1969757845122766,0.05434671537420188,-0.051913708308891304,0.06232727900496582,1.2526077332823253,-0.08099978166188815,2132,2313,0.8456173809757689,0.1499021436292418,True,True,True,True,False,False,False
