file,panel,book,cost,sel,screen,u_arm,s_arm,moved,pool_empty,n_arms,n_admitted,ctl_arm,U_OOS_MaxDD,S_OOS_MaxDD,C_OOS_MaxDD,d_OOS_MaxDD,uc_OOS_MaxDD,sc_OOS_MaxDD,U_OOS_Sharpe,S_OOS_Sharpe,C_OOS_Sharpe,d_OOS_Sharpe,uc_OOS_Sharpe,sc_OOS_Sharpe,U_OOS_CAGR,S_OOS_CAGR,C_OOS_CAGR,d_OOS_CAGR,uc_OOS_CAGR,sc_OOS_CAGR,U_pass4a,U_pass4b,U_pass4b_oos,S_pass4a,S_pass4b,S_pass4b_oos,C_pass4a,C_pass4b,C_pass4b_oos,has_4b_oos
132,broad,EWall,10.0,K_Sharpe,S1,vol60-dg,vol60-dg,False,False,17,5,control,-0.1869623631242418,-0.1869623631242418,-0.2537106610635026,0.0,0.06674829793926079,0.06674829793926079,1.1224553129457142,1.1224553129457142,1.1022031339130582,0.0,0.02025217903265597,0.02025217903265597,0.1201112670079342,0.1201112670079342,0.1393357408380633,0.0,-0.019224473830129096,-0.019224473830129096,True,True,,True,True,,False,False,,False
132,broad,EWall,10.0,K_Sharpe,S2,vol60-dg,vol60-dg,False,False,17,9,control,-0.1869623631242418,-0.1869623631242418,-0.2537106610635026,0.0,0.06674829793926079,0.06674829793926079,1.1224553129457142,1.1224553129457142,1.1022031339130582,0.0,0.02025217903265597,0.02025217903265597,0.1201112670079342,0.1201112670079342,0.1393357408380633,0.0,-0.019224473830129096,-0.019224473830129096,True,True,,True,True,,False,False,,False
132,broad,EWall,10.0,K_Calmar,S1,band3-rw,band3-rw,False,False,17,5,control,-0.1852857035790087,-0.1852857035790087,-0.2537106610635026,0.0,0.0684249574844939,0.0684249574844939,1.07596364460324,1.07596364460324,1.1022031339130582,0.0,-0.026239489309818342,-0.026239489309818342,0.1201479246967831,0.1201479246967831,0.1393357408380633,0.0,-0.019187816141280192,-0.019187816141280192,True,True,,True,True,,False,False,,False
132,broad,EWall,10.0,K_Calmar,S2,band3-rw,band3-rw,False,False,17,9,control,-0.1852857035790087,-0.1852857035790087,-0.2537106610635026,0.0,0.0684249574844939,0.0684249574844939,1.07596364460324,1.07596364460324,1.1022031339130582,0.0,-0.026239489309818342,-0.026239489309818342,0.1201479246967831,0.1201479246967831,0.1393357408380633,0.0,-0.019187816141280192,-0.019187816141280192,True,True,,True,True,,False,False,,False
132,broad,EWall,10.0,K_MaxDD,S1,band3-dg,band3-rw,True,False,17,5,control,-0.1224079386020802,-0.1852857035790087,-0.2537106610635026,-0.0628777649769285,0.13130272246142238,0.0684249574844939,1.1185082795688426,1.07596364460324,1.1022031339130582,-0.04254463496560268,0.016305145655784337,-0.026239489309818342,0.0798333748160433,0.1201479246967831,0.1393357408380633,0.040314549880739806,-0.05950236602202,-0.019187816141280192,True,False,,True,True,,False,False,,False
132,broad,EWall,10.0,K_MaxDD,S2,band3-dg,band3-dg,False,False,17,9,control,-0.1224079386020802,-0.1224079386020802,-0.2537106610635026,0.0,0.13130272246142238,0.13130272246142238,1.1185082795688426,1.1185082795688426,1.1022031339130582,0.0,0.016305145655784337,0.016305145655784337,0.0798333748160433,0.0798333748160433,0.1393357408380633,0.0,-0.05950236602202,-0.05950236602202,True,False,,True,False,,False,False,,False
132,broad,EWall,10.0,K_CAGR,S1,control,vol60-dg,True,False,17,5,control,-0.2537106610635026,-0.1869623631242418,-0.2537106610635026,0.06674829793926079,0.0,0.06674829793926079,1.1022031339130582,1.1224553129457142,1.1022031339130582,0.02025217903265597,0.0,0.02025217903265597,0.1393357408380633,0.1201112670079342,0.1393357408380633,-0.019224473830129096,0.0,-0.019224473830129096,False,False,,True,True,,False,False,,False
132,broad,EWall,10.0,K_CAGR,S2,control,vol60-dg,True,False,17,9,control,-0.2537106610635026,-0.1869623631242418,-0.2537106610635026,0.06674829793926079,0.0,0.06674829793926079,1.1022031339130582,1.1224553129457142,1.1022031339130582,0.02025217903265597,0.0,0.02025217903265597,0.1393357408380633,0.1201112670079342,0.1393357408380633,-0.019224473830129096,0.0,-0.019224473830129096,False,False,,True,True,,False,False,,False
132,broad,EWall,25.0,K_Sharpe,S1,vol60-dg,vol60-dg,False,False,17,1,control,-0.1870925231682473,-0.1870925231682473,-0.253913478693157,0.0,0.06682095552490971,0.06682095552490971,1.1020383628219217,1.1020383628219217,1.0913501695849346,0.0,0.010688193236987109,0.010688193236987109,0.11769385576362,0.11769385576362,0.1377889114408763,0.0,-0.020095055677256293,-0.020095055677256293,True,True,,True,True,,True,False,,False
132,broad,EWall,25.0,K_Sharpe,S2,vol60-dg,vol60-dg,False,False,17,2,control,-0.1870925231682473,-0.1870925231682473,-0.253913478693157,0.0,0.06682095552490971,0.06682095552490971,1.1020383628219217,1.1020383628219217,1.0913501695849346,0.0,0.010688193236987109,0.010688193236987109,0.11769385576362,0.11769385576362,0.1377889114408763,0.0,-0.020095055677256293,-0.020095055677256293,True,True,,True,True,,True,False,,False
