claimset,method,n_real,CANCEL_real,CANCEL_RANDOM2,CANCEL_ROWHALF,ratio_vs_RANDOM2,ratio_vs_ROWHALF
QUEUE,pearson,3874,0.028910686628807435,0.004474940334128878,0.043933054393305436,6.4605747719841675,0.6580622956461883
QUEUE,spearman,3874,0.030717604543107898,0.004176610978520286,0.058577405857740586,7.354672173464119,0.5243933918430562
CANON,pearson,3292,0.02612393681652491,0.004341534008683068,0.04660404624277457,6.017213446739571,0.5605508302956663
CANON,spearman,3292,0.02339003645200486,0.006874095513748191,0.05491329479768786,3.4026347764916545,0.42594487433650957
ALL,pearson,5091,0.027106658809664112,0.003940658321743162,0.04631773969430292,6.878713300287704,0.5852327637006481
ALL,spearman,5091,0.026517383618149676,0.005331478905887807,0.05442334414080593,4.973738822986856,0.48724281899221406
