panel,estimator,episode_set,n_books,rho,null_sd,null_lo,null_hi,sig,rho_episode_only
U56,OLSD,NONE,80,0.837320012162083,0.1123657248176918,-0.19890044538560467,0.25039093686360764,True,
U56,OLSD,DOMINANT,80,0.844126506234853,0.11346368534754922,-0.19964723615896884,0.26009596387465256,True,
U56,OLSD,ALLCRASH,80,0.9317721374012891,0.11584510018628774,-0.2098852471220166,0.24309077746847707,True,
U56,OLSM,NONE,80,0.7417636260666256,0.11315380844990616,-0.19618520617906643,0.23693373575967283,True,
U56,OLSM,DOMINANT,80,0.762691874890764,0.11166310939835111,-0.19372105313381627,0.23834246405192913,True,
U56,OLSM,ALLCRASH,80,0.9026551592741853,0.11384773300774682,-0.20713351961997534,0.259344010459034,True,
U56,DOWN,NONE,80,0.9196255997747184,0.11149915109165125,-0.1828080719514851,0.2335115105807451,True,
U56,DOWN,DOMINANT,80,0.8640206256899129,0.11326912642884164,-0.22452272212140695,0.21735976601581283,True,
U56,DOWN,ALLCRASH,80,0.9539651781961741,0.10362328477680147,-0.19535149944951868,0.20147427293809597,True,
U56,OLSD,SPLIT,80,0.9317721374012891,0.11657594360708745,-0.20176007182713165,0.24332059412236187,True,0.35733570198946013
U56,OLSM,SPLIT,80,0.9026551592741853,0.10895140789564864,-0.20512821360613287,0.20543214772669804,True,0.2033173200252551
U56,DOWN,SPLIT,80,0.9539651781961741,0.10384820943362437,-0.20074482789369327,0.19858071520368797,True,0.44846321024548697
B136,OLSD,NONE,80,0.34261639037852964,0.10799459594884252,-0.17476234509705021,0.21943009459848295,True,
B136,OLSD,DOMINANT,80,0.8527607759813706,0.11637654545419476,-0.20844873341175124,0.24312392327353452,True,
B136,OLSD,ALLCRASH,80,0.7085031810968936,0.11323234687381686,-0.21257128789191201,0.22396556632897463,True,
B136,OLSM,NONE,80,0.36046546028253273,0.11048260266170759,-0.20027881914335818,0.24420898999675383,True,
B136,OLSM,DOMINANT,80,0.7471957832168065,0.11087912724742964,-0.18178685848346798,0.23228809153832536,True,
B136,OLSM,ALLCRASH,80,0.6880222426812265,0.1136324348478583,-0.21004755603470643,0.22731347263523125,True,
B136,DOWN,NONE,80,0.558913077060275,0.10808892713549305,-0.19164893158260676,0.21676757474846198,True,
B136,DOWN,DOMINANT,80,0.9090357366171207,0.11228871691541571,-0.20000975606723168,0.23159001854793862,True,
B136,DOWN,ALLCRASH,80,0.7950588213429565,0.10968593307096026,-0.19054164130178655,0.23198125302892084,True,
B136,OLSD,SPLIT,80,0.7085031810968936,0.11412255407883755,-0.20590842285445066,0.24019506455168718,True,-0.292105161596201
B136,OLSM,SPLIT,80,0.6880222426812265,0.10990749289118255,-0.1820676678332488,0.24412661753650025,True,-0.14826410179114569
B136,DOWN,SPLIT,80,0.7950588213429565,0.1133005968819167,-0.20105319253020296,0.22292091461733182,True,-0.03131729087960802
SMALL,OLSD,NONE,80,0.365222366909008,0.1178265506958238,-0.18776765105929036,0.277002123544972,True,
SMALL,OLSD,DOMINANT,80,0.7580661647394438,0.11319514489037766,-0.20514442600630936,0.2679689940069038,True,
SMALL,OLSD,ALLCRASH,80,0.5378573413227024,0.11143686333373748,-0.19173154144090962,0.23297993362776753,True,
SMALL,OLSM,NONE,80,0.040994793471368286,0.11298746068082967,-0.20153984162387859,0.21514567221260278,False,
SMALL,OLSM,DOMINANT,80,0.5708219135257065,0.11235992545999404,-0.21055463738436744,0.23279797226035442,True,
SMALL,OLSM,ALLCRASH,80,0.32778102509907797,0.11644323217145597,-0.201374793426863,0.2525067714705281,True,
SMALL,DOWN,NONE,80,0.5054430695878106,0.10892747906594098,-0.1969525807431271,0.22153574096528955,True,
SMALL,DOWN,DOMINANT,80,0.818273407629936,0.11045640385292346,-0.18185939526367315,0.23577099352574082,True,
SMALL,DOWN,ALLCRASH,80,0.6211617046168327,0.11509023330565334,-0.19747354280227064,0.25491445441525573,True,
SMALL,OLSD,SPLIT,80,0.5378573413227024,0.11325662572192344,-0.20186905700981037,0.2453892037802473,True,0.14318629078591266
SMALL,OLSM,SPLIT,80,0.32778102509907797,0.11594411277466092,-0.19935010638435785,0.2527827824915443,True,-0.38472036958752215
SMALL,DOWN,SPLIT,80,0.6211617046168327,0.11294075337277218,-0.20967331719756285,0.23175765904302092,True,0.2572664418455058
