panel,window,gate,cad,band,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp,share,n_days
SMALL439,IS,MA,W,0.08,0.5590443192723348,0.18060242142710184,-3.2901847285640384,-3.2485293726877362,-0.0416553558763022,0.987339508473592,1502
SMALL439,OOS,MA,W,0.08,0.48183408812757805,0.15775148852483614,-5.175441572741435,-4.845642860158272,-0.3297987125831625,0.9362762176042753,2432
SMALL439,FULL,MA,W,0.12,0.5233113048667801,0.1697162587642031,-4.917158337344252,-4.444407592071031,-0.4727507452732205,0.903856920432513,3934
SMALL439,COMMON,MA,W,0.12,0.5233113048667801,0.1697162587642031,-4.917158337344252,-4.444407592071031,-0.4727507452732205,0.903856920432513,3934
SMALL439,IS,MA,W,0.12,0.5777334831084195,0.17334504943892334,-3.9079003803183854,-3.596975549919379,-0.3109248303990064,0.9204368586351542,1502
SMALL439,OOS,MA,W,0.12,0.48970023919287275,0.15838780671367844,-5.544103055771754,-5.020829935720172,-0.5232731200515817,0.9056162710563574,2432
SMALL439,FULL,MA,M,0.0,0.5087292186065837,0.16478051674677816,-4.515062257548652,-4.2802807200465365,-0.2347815375021156,0.9480003764932391,3934
SMALL439,COMMON,MA,M,0.0,0.5087292186065837,0.16478051674677816,-4.515062257548652,-4.2802807200465365,-0.2347815375021156,0.9480003764932391,3934
SMALL439,IS,MA,M,0.0,0.5539954892734479,0.1722317486425459,-3.042573667384185,-3.480889409479948,0.43831574209576285,1.1440608478257814,1502
SMALL439,OOS,MA,M,0.0,0.4807728294036108,0.1535103019978529,-5.427808576333049,-4.823274501386132,-0.6045340749469164,0.8886228085524469,2432
SMALL439,FULL,MA,M,0.02,0.5079096433066357,0.16598229925563857,-4.574324463397272,-4.422234309630468,-0.15209015376680401,0.9667513411031955,3934
SMALL439,COMMON,MA,M,0.02,0.5079096433066357,0.16598229925563857,-4.574324463397272,-4.422234309630468,-0.15209015376680401,0.9667513411031955,3934
SMALL439,IS,MA,M,0.02,0.5533051538622276,0.17462038266615082,-3.0524748273252245,-3.5597452727057055,0.507270445380481,1.1661833345321915,1502
SMALL439,OOS,MA,M,0.02,0.479873435718437,0.15390014578116307,-5.518802401079492,-5.0098653504137225,-0.5089370506657698,0.9077812514964804,2432
SMALL439,FULL,MA,M,0.03,0.5068175138865819,0.16747010234499743,-4.7220390233105425,-4.518078687961502,-0.20396033534904046,0.9568067238872483,3934
SMALL439,COMMON,MA,M,0.03,0.5068175138865819,0.16747010234499743,-4.7220390233105425,-4.518078687961502,-0.20396033534904046,0.9568067238872483,3934
SMALL439,IS,MA,M,0.03,0.5519237258484708,0.1758788737903601,-3.1003830891193296,-3.6013405609980342,0.5009574718787047,1.1615792169802484,1502
SMALL439,OOS,MA,M,0.03,0.4789599767291984,0.15569747596507952,-5.729236729262066,-5.144317508498153,-0.5849192207639131,0.897906257254751,2432
SMALL439,FULL,MA,M,0.05,0.5075728695543865,0.17008606752054503,-5.056236696297378,-4.800454877325122,-0.25578181897225605,0.9494126097459872,3934
SMALL439,COMMON,MA,M,0.05,0.5075728695543865,0.17008606752054503,-5.056236696297378,-4.800454877325122,-0.25578181897225605,0.9494126097459872,3934
SMALL439,IS,MA,M,0.05,0.5521579000133743,0.18102853764273813,-3.296440759397967,-3.7441590199297714,0.4477182605318042,1.1358186884613002,1502
SMALL439,OOS,MA,M,0.05,0.4800372134074296,0.1567871668391856,-6.152349038410265,-5.526228896560781,-0.6261201418494844,0.8982307183905693,2432
SMALL439,FULL,MA,M,0.08,0.5134823366918396,0.17126506411381698,-5.014816576366243,-4.70870762960145,-0.3061089467647937,0.9389590940958001,3934
SMALL439,COMMON,MA,M,0.08,0.5134823366918396,0.17126506411381698,-5.014816576366243,-4.70870762960145,-0.3061089467647937,0.9389590940958001,3934
SMALL439,IS,MA,M,0.08,0.5626026758159888,0.1807856603548765,-3.0885348944069246,-3.5031529480637813,0.41461805365685667,1.134244251022611,1502
SMALL439,OOS,MA,M,0.08,0.48314567988079016,0.15767954269810885,-6.217981903370329,-5.549744226756581,-0.6682376766137477,0.8925314214485662,2432
SMALL439,FULL,MA,M,0.12,0.5246398395469638,0.16967992256164832,-5.209126033145695,-4.711611821289585,-0.49751421185610933,0.9044918075142694,3934
SMALL439,COMMON,MA,M,0.12,0.5246398395469638,0.16967992256164832,-5.209126033145695,-4.711611821289585,-0.49751421185610933,0.9044918075142694,3934
SMALL439,IS,MA,M,0.12,0.5795661764857631,0.17341341159812126,-3.6116097972481054,-3.6506184039166945,0.039008606668589074,1.010800891806837,1502
SMALL439,OOS,MA,M,0.12,0.4907174061250572,0.15810443006057878,-6.2031574441082205,-5.445889461105313,-0.7572679830029072,0.8779221727279931,2432
SMALL439,FULL,MA,Q,0.0,0.5106313390524976,0.17853061217642574,-5.262570654810217,-4.348055230518111,-0.9145154242921061,0.8262226800781859,3934
SMALL439,COMMON,MA,Q,0.0,0.5106313390524976,0.17853061217642574,-5.262570654810217,-4.348055230518111,-0.9145154242921061,0.8262226800781859,3934
SMALL439,IS,MA,Q,0.0,0.5638974888396664,0.1842786048677105,-3.464610946776636,-3.27601098234902,-0.18859996442761595,0.94556388370155,1502
SMALL439,OOS,MA,Q,0.0,0.47773423503098134,0.16662225416689963,-6.381961170548345,-5.095967814593494,-1.2859933559548509,0.7984955844154161,2432
SMALL439,FULL,MA,Q,0.02,0.5063485680865887,0.17645018450671143,-5.597116864447038,-4.678028964335157,-0.9190879001118812,0.8357926192411775,3934
SMALL439,COMMON,MA,Q,0.02,0.5063485680865887,0.17645018450671143,-5.597116864447038,-4.678028964335157,-0.9190879001118812,0.8357926192411775,3934
SMALL439,IS,MA,Q,0.02,0.5594237671649356,0.1808960742714212,-3.5208900153549605,-3.3519810188150867,-0.1689089965398738,0.9520266194617711,1502
SMALL439,OOS,MA,Q,0.02,0.47356939497158995,0.1653817983786975,-6.896166333134435,-5.613336283961479,-1.282830049172956,0.8139792477148842,2432
SMALL439,FULL,MA,Q,0.03,0.5054448244977476,0.17692225149623747,-5.96388755861621,-4.913377642650252,-1.050509915965958,0.8238548420571319,3934
SMALL439,COMMON,MA,Q,0.03,0.5054448244977476,0.17692225149623747,-5.96388755861621,-4.913377642650252,-1.050509915965958,0.8238548420571319,3934
SMALL439,IS,MA,Q,0.03,0.5583028928636028,0.17982002153067408,-3.73013514537639,-3.4639025724286343,-0.2662325729477555,0.9286265610837832,1502
SMALL439,OOS,MA,Q,0.03,0.4727997510250855,0.1669840414860678,-7.364265314099883,-5.938905479472445,-1.4253598346274376,0.8064491468146329,2432
SMALL439,FULL,MA,Q,0.05,0.5034282775287221,0.17830304950367737,-6.088494158192015,-5.102189712391669,-0.9863044458003456,0.8380051914029872,3934
SMALL439,COMMON,MA,Q,0.05,0.5034282775287221,0.17830304950367737,-6.088494158192015,-5.102189712391669,-0.9863044458003456,0.8380051914029872,3934
SMALL439,IS,MA,Q,0.05,0.5539754669127105,0.18564835018355397,-3.553700543855731,-3.4149468125788784,-0.13875373127685275,0.9609551425156645,1502
SMALL439,OOS,MA,Q,0.05,0.4722103998746304,0.16613502717930945,-7.686087257932517,-6.304129832758321,-1.3819574251741962,0.8202001384061922,2432
SMALL439,FULL,MA,Q,0.08,0.5116307082357339,0.1773822477474391,-6.1078269092654125,-5.0675575369139025,-1.04026937235151,0.8296825715913054,3934
SMALL439,COMMON,MA,Q,0.08,0.5116307082357339,0.1773822477474391,-6.1078269092654125,-5.0675575369139025,-1.04026937235151,0.8296825715913054,3934
SMALL439,IS,MA,Q,0.08,0.5657096660973596,0.18146921389771747,-3.577278015860119,-3.297041773159126,-0.280236242700993,0.9216621572439868,1502
SMALL439,OOS,MA,Q,0.08,0.4782316150169173,0.16627978638966884,-7.706512741811866,-6.3419577784923575,-1.3645549633195087,0.8229348332980644,2432
SMALL439,FULL,MA,Q,0.12,0.5228636110554653,0.17445407623501866,-6.124270922087649,-4.8862932155233185,-1.2379777065643305,0.7978571290666666,3934
SMALL439,COMMON,MA,Q,0.12,0.5228636110554653,0.17445407623501866,-6.124270922087649,-4.8862932155233185,-1.2379777065643305,0.7978571290666666,3934
SMALL439,IS,MA,Q,0.12,0.5803503255722161,0.17321381935002747,-4.396357479978219,-3.5578869965475546,-0.8384704834306644,0.8092806403370959,1502
SMALL439,OOS,MA,Q,0.12,0.48735989181033396,0.16556001563802952,-7.206647055702375,-5.824817317343212,-1.3818297383591638,0.8082562212803569,2432
SMALL439,FULL,MAVOL,W,0.0,0.4194645044654364,0.15997838445789397,-2.976189477029889,-2.7316771067019463,-0.24451237032794282,0.917843815988505,3934
SMALL439,COMMON,MAVOL,W,0.0,0.4194645044654364,0.15997838445789397,-2.976189477029889,-2.7316771067019463,-0.24451237032794282,0.917843815988505,3934
SMALL439,IS,MAVOL,W,0.0,0.48805913398984485,0.16886099557418566,-2.661304006935783,-2.7781772595529164,0.11687325261713344,1.0439157842593492,1502
SMALL439,OOS,MAVOL,W,0.0,0.3771005515272533,0.13819376490200577,-3.1680097116182804,-2.6630473494631435,-0.5049623621551369,0.8406058036049415,2432
SMALL439,FULL,MAVOL,W,0.02,0.4196982941494704,0.15979595244268144,-3.320755182590651,-3.015424170083425,-0.30533101250722616,0.9080537420801297,3934
SMALL439,COMMON,MAVOL,W,0.02,0.4196982941494704,0.15979595244268144,-3.320755182590651,-3.015424170083425,-0.30533101250722616,0.9080537420801297,3934
SMALL439,IS,MAVOL,W,0.02,0.48962261132377816,0.16893088216236582,-3.386575110809842,-3.3118612433908012,-0.07471386741904062,0.9779382222527543,1502
SMALL439,OOS,MAVOL,W,0.02,0.3765131278682985,0.1371294150322565,-3.2806399486787097,-2.757296527744302,-0.5233434209344079,0.8404752032769746,2432
SMALL439,FULL,MAVOL,W,0.03,0.41893550975271154,0.16021296375927654,-3.250151053087613,-2.9622273996255055,-0.2879236534621077,0.911412223998456,3934
SMALL439,COMMON,MAVOL,W,0.03,0.41893550975271154,0.16021296375927654,-3.250151053087613,-2.9622273996255055,-0.2879236534621077,0.911412223998456,3934
SMALL439,IS,MAVOL,W,0.03,0.48879730968282603,0.16989005505952798,-3.2865316504401942,-3.241346827575642,-0.04518482286455239,0.9862515175052398,1502
SMALL439,OOS,MAVOL,W,0.03,0.3757889540392938,0.1372167911967448,-3.2278838817900057,-2.718902860569794,-0.5089810212202117,0.842317431524842,2432
SMALL439,FULL,MAVOL,W,0.05,0.42064142707981966,0.16085214377750126,-3.3652319174191314,-3.140607169285037,-0.2246247481340946,0.9332513319598003,3934
SMALL439,COMMON,MAVOL,W,0.05,0.42064142707981966,0.16085214377750126,-3.3652319174191314,-3.140607169285037,-0.2246247481340946,0.9332513319598003,3934
SMALL439,IS,MAVOL,W,0.05,0.4907281699017814,0.16965416884427192,-3.726551569097225,-3.557368362268476,-0.1691832068287491,0.954600599591398,1502
SMALL439,OOS,MAVOL,W,0.05,0.3773559469323746,0.13848628609082758,-3.1462401776505056,-2.7960342723684084,-0.35020590528209716,0.8886906639328414,2432
SMALL439,FULL,MAVOL,W,0.08,0.42762992215950424,0.16350255256824034,-3.638631907706591,-3.3424063249970937,-0.2962255827094973,0.9185887470282185,3934
SMALL439,COMMON,MAVOL,W,0.08,0.42762992215950424,0.16350255256824034,-3.638631907706591,-3.3424063249970937,-0.2962255827094973,0.9185887470282185,3934
SMALL439,IS,MAVOL,W,0.08,0.5016180289030863,0.17100077865559785,-3.9095821750858573,-3.6079018314949973,-0.30168034359085993,0.9228356560674582,1502
SMALL439,OOS,MAVOL,W,0.08,0.38193496478744,0.1404430993512003,-3.4740895401395244,-3.095012531208363,-0.37907700893116125,0.890884502385066,2432
SMALL439,FULL,MAVOL,W,0.12,0.4395829175589047,0.1648904943505425,-4.003616615505723,-3.6259382363067916,-0.3776783791989313,0.9056656979251685,3934
SMALL439,COMMON,MAVOL,W,0.12,0.4395829175589047,0.1648904943505425,-4.003616615505723,-3.6259382363067916,-0.3776783791989313,0.9056656979251685,3934
SMALL439,IS,MAVOL,W,0.12,0.5197884782418294,0.16607842316568255,-4.620790331919999,-3.998867566254871,-0.6219227656651283,0.8654077071255663,1502
SMALL439,OOS,MAVOL,W,0.12,0.39004806881476295,0.14327590962530282,-3.6304029475680455,-3.275118401898669,-0.3552845456693765,0.9021363328532508,2432
SMALL439,FULL,MAVOL,M,0.0,0.4240231407336774,0.15863163862166957,-3.442179975992432,-3.3926263876786322,-0.04955358831379986,0.9856040100577504,3934
SMALL439,COMMON,MAVOL,M,0.0,0.4240231407336774,0.15863163862166957,-3.442179975992432,-3.3926263876786322,-0.04955358831379986,0.9856040100577504,3934
SMALL439,IS,MAVOL,M,0.0,0.4953545593759406,0.1649696597472769,-4.07124057280297,-4.143308436460291,0.07206786365732132,1.0177016961706353,1502
SMALL439,OOS,MAVOL,M,0.0,0.3799689504373454,0.13719573696391868,-3.0643483629507084,-2.7967341024995207,-0.26761426045118775,0.9126684603856534,2432
SMALL439,FULL,MAVOL,M,0.02,0.42330323731046515,0.16015280677824012,-3.5647171885437423,-3.5578271223656754,-0.006890066178066867,0.9980671492817972,3934
SMALL439,COMMON,MAVOL,M,0.02,0.42330323731046515,0.16015280677824012,-3.5647171885437423,-3.5578271223656754,-0.006890066178066867,0.9980671492817972,3934
SMALL439,IS,MAVOL,M,0.02,0.49493747266080634,0.16693705412672902,-3.932603210527086,-4.111554416859087,0.1789512063320009,1.0455045161568732,1502
SMALL439,OOS,MAVOL,M,0.02,0.3790620278136673,0.13842237935614443,-3.3429140994671203,-3.1014015140160556,-0.2415125854510647,0.9277538763291695,2432
SMALL439,FULL,MAVOL,M,0.03,0.42259318431150655,0.16123159535687112,-3.597220022572234,-3.5986350601459716,0.0014150375737376208,1.0003933697591079,3934
SMALL439,COMMON,MAVOL,M,0.03,0.42259318431150655,0.16123159535687112,-3.597220022572234,-3.5986350601459716,0.0014150375737376208,1.0003933697591079,3934
SMALL439,IS,MAVOL,M,0.03,0.493971747366306,0.16770105311967412,-3.992941070696565,-4.183103602447824,0.19016253175125897,1.047624677746142,1502
SMALL439,OOS,MAVOL,M,0.03,0.37850987768802435,0.14000128891316937,-3.3588014093494323,-3.120483339596025,-0.23831806975340708,0.9290466923438718,2432
SMALL439,FULL,MAVOL,M,0.05,0.42353712809997973,0.16293344326463968,-3.929475734357557,-3.884960826095041,-0.04451490826251625,0.9886715401056436,3934
SMALL439,COMMON,MAVOL,M,0.05,0.42353712809997973,0.16293344326463968,-3.929475734357557,-3.884960826095041,-0.04451490826251625,0.9886715401056436,3934
SMALL439,IS,MAVOL,M,0.05,0.494687732001715,0.17111055152658264,-4.38005646352404,-4.417879024151072,0.037822560627032153,1.0086351764964696,1502
SMALL439,OOS,MAVOL,M,0.05,0.37959460874948375,0.140755516148862,-3.6577543012140667,-3.441594533196546,-0.2161597680175209,0.9409036938468573,2432
SMALL439,FULL,MAVOL,M,0.08,0.43002217063979015,0.16505110312808358,-4.31921248906304,-4.144310716845823,-0.17490177221721748,0.9595060968498083,3934
SMALL439,COMMON,MAVOL,M,0.08,0.43002217063979015,0.16505110312808358,-4.31921248906304,-4.144310716845823,-0.17490177221721748,0.9595060968498083,3934
SMALL439,IS,MAVOL,M,0.08,0.5051316949081233,0.17156902834076135,-4.072760927843322,-4.113624994483178,0.04086406663985631,1.0100335048788378,1502
SMALL439,OOS,MAVOL,M,0.08,0.38363462727998904,0.14233796889301611,-4.468659353655369,-4.100307620730126,-0.3683517329252428,0.9175699681328516,2432
SMALL439,FULL,MAVOL,M,0.12,0.44155408915434396,0.1658435257714653,-4.469379994791933,-4.192418447366508,-0.276961547425425,0.9380313269965495,3934
SMALL439,COMMON,MAVOL,M,0.12,0.44155408915434396,0.1658435257714653,-4.469379994791933,-4.192418447366508,-0.276961547425425,0.9380313269965495,3934
SMALL439,IS,MAVOL,M,0.12,0.5218988004267516,0.16611478123645002,-4.504850176854136,-4.211276927364205,-0.29357324948993124,0.934831739577421,1502
SMALL439,OOS,MAVOL,M,0.12,0.39193330118923025,0.1449418773801112,-4.447588219202947,-4.09590561137807,-0.3516826078248769,0.9209273452280387,2432
SMALL439,FULL,MAVOL,Q,0.0,0.4371684358709407,0.17396614519829087,-3.227884230288214,-2.8253155878376512,-0.40256864245056256,0.8752840518029924,3934
SMALL439,COMMON,MAVOL,Q,0.0,0.4371684358709407,0.17396614519829087,-3.227884230288214,-2.8253155878376512,-0.40256864245056256,0.8752840518029924,3934
SMALL439,IS,MAVOL,Q,0.0,0.5203130833532242,0.17124045238046864,-3.6825387860297765,-3.20383425475812,-0.47870453127165646,0.8700069275338826,1502
SMALL439,OOS,MAVOL,Q,0.0,0.3858184109867343,0.15475299872713444,-2.9527480010563156,-2.4760584232131233,-0.4766895778431923,0.8385606974680326,2432
SMALL439,FULL,MAVOL,Q,0.02,0.43295495344709334,0.17221124447415445,-3.6633747576217957,-3.1894052308822474,-0.4739695267395483,0.8706194265947168,3934
SMALL439,COMMON,MAVOL,Q,0.02,0.43295495344709334,0.17221124447415445,-3.6633747576217957,-3.1894052308822474,-0.4739695267395483,0.8706194265947168,3934
SMALL439,IS,MAVOL,Q,0.02,0.5160107653520142,0.16771088010160692,-3.745655890989763,-3.2719693846634534,-0.4736865063263096,0.8735371000134395,1502
SMALL439,OOS,MAVOL,Q,0.02,0.3816597932985773,0.15400996082713933,-3.6131967038503854,-3.059502138953074,-0.5536945648973113,0.8467577023118422,2432
SMALL439,FULL,MAVOL,Q,0.03,0.4322523413488232,0.17222466844670195,-3.861519344578257,-3.34551529394862,-0.5160040506296371,0.8663727914883738,3934
SMALL439,COMMON,MAVOL,Q,0.03,0.4322523413488232,0.17222466844670195,-3.861519344578257,-3.34551529394862,-0.5160040506296371,0.8663727914883738,3934
SMALL439,IS,MAVOL,Q,0.03,0.5147685738081418,0.1667696455920366,-3.9586630433938508,-3.407269059300777,-0.5513939840930737,0.8607120691888059,1502
SMALL439,OOS,MAVOL,Q,0.03,0.3812904247559381,0.15495232584319885,-3.8022899706813718,-3.2299191996886467,-0.572370770992725,0.8494668277784831,2432
SMALL439,FULL,MAVOL,Q,0.05,0.4301222879809511,0.17311115536172939,-3.5926641532964876,-3.238893994751124,-0.3537701585453634,0.9015298554359005,3934
SMALL439,COMMON,MAVOL,Q,0.05,0.4301222879809511,0.17311115536172939,-3.5926641532964876,-3.238893994751124,-0.3537701585453634,0.9015298554359005,3934
SMALL439,IS,MAVOL,Q,0.05,0.5104086868915044,0.17258690833110243,-3.7114009954716476,-3.31996827236134,-0.39143272311030763,0.8945323548741022,1502
SMALL439,OOS,MAVOL,Q,0.05,0.38053751365379196,0.15378367007587612,-3.5202934983102008,-3.1156155222105575,-0.4046779760996433,0.8850442509143356,2432
SMALL439,FULL,MAVOL,Q,0.08,0.4387187841646596,0.17239843632919233,-4.071574788703813,-3.604478262590627,-0.4670965261131865,0.8852786574351771,3934
SMALL439,COMMON,MAVOL,Q,0.08,0.4387187841646596,0.17239843632919233,-4.071574788703813,-3.604478262590627,-0.4670965261131865,0.8852786574351771,3934
SMALL439,IS,MAVOL,Q,0.08,0.5226303771960533,0.16874810440237062,-3.9402516251739073,-3.389971156285543,-0.5502804688883645,0.8603438254113842,1502
SMALL439,OOS,MAVOL,Q,0.08,0.3868950947184616,0.15318338241542592,-4.15169355550562,-3.691073912288223,-0.460619643217397,0.8890525909344723,2432
SMALL439,FULL,MAVOL,Q,0.12,0.45015334050919836,0.17077506549519947,-4.242772351508917,-3.6613401587168415,-0.5814321927920751,0.8629593707554702,3934
SMALL439,COMMON,MAVOL,Q,0.12,0.45015334050919836,0.17077506549519947,-4.242772351508917,-3.6613401587168415,-0.5814321927920751,0.8629593707554702,3934
SMALL439,IS,MAVOL,Q,0.12,0.5363020123570748,0.1622277422393848,-4.53134144851659,-3.583943409556989,-0.9473980389596015,0.7909232730034618,1502
SMALL439,OOS,MAVOL,Q,0.12,0.39694803412946544,0.15334963779012983,-4.066787482880074,-3.632514158017597,-0.4342733248624775,0.8932146499686461,2432
U56,FULL,MA,W,0.0,0.707363316277349,0.20031014079136658,-3.9063573333591117,-3.675589978627447,-0.23076735473166465,0.9409251804075932,4439
U56,COMMON,MA,W,0.0,0.7114831351930175,0.19217503584617573,-3.7868365990261443,-3.4438011482135433,-0.343035450812601,0.9094137172697605,3934
U56,IS,MA,W,0.0,0.7005799622680374,0.19764864432841775,-3.9165432040408454,-3.4324995574344763,-0.4840436466063691,0.8764104922659954,2007
U56,OOS,MA,W,0.0,0.7129612568598689,0.20234949093532098,-3.8975144805669215,-3.868845837339374,-0.028668643227547363,0.9926443780079613,2432
U56,FULL,MA,W,0.02,0.7078161356201217,0.19970824683087246,-3.92226702059979,-3.7402155135336512,-0.18205150706613882,0.9535851317337646,4439
U56,COMMON,MA,W,0.02,0.7125417880803278,0.19102829976525698,-3.8172275518580934,-3.5178539287109345,-0.2993736231471589,0.9215730214979104,3934
U56,IS,MA,W,0.02,0.700725450800661,0.19836096638769837,-3.899860151378687,-3.474901862669877,-0.4249582887088099,0.8910324288016898,2007
U56,OOS,MA,W,0.02,0.7136676999427605,0.20066533503546663,-3.940791111934794,-3.9509744134004654,0.01018330146567159,1.0025840754245592,2432
U56,FULL,MA,W,0.03,0.7081698819359781,0.19804673808073298,-3.934192517481949,-3.776084339146224,-0.1581081783357252,0.9598117840870377,4439
U56,COMMON,MA,W,0.03,0.7141674906159268,0.18898459579437688,-3.9040280584314857,-3.5456273156524887,-0.35840074277899703,0.9081971908462689,3934
U56,IS,MA,W,0.03,0.7016829635470021,0.19541466972858856,-3.585634916391811,-3.4228522528789274,-0.16278266351288373,0.9546014395473674,2007
U56,OOS,MA,W,0.03,0.7135231899979332,0.20007448528707875,-4.227409566371776,-4.0600746846225055,-0.16733488174927036,0.96041668565062,2432
U56,FULL,MA,W,0.05,0.6833260354109412,0.2009880249710042,-4.7002907946234185,-4.223550171597346,-0.4767406230260729,0.8985721003535764,4439
U56,COMMON,MA,W,0.05,0.6894770676702605,0.19136564487946978,-4.6470394014680005,-3.9784153971040626,-0.668624004363938,0.8561182837931782,3934
U56,IS,MA,W,0.05,0.6772255874474131,0.20650299385893797,-4.1302014687101485,-3.7790175538979343,-0.3511839148122142,0.9149717229358576,2007
U56,OOS,MA,W,0.05,0.6883604100255798,0.19622004927210102,-5.180363781769648,-4.584402936500709,-0.5959608452689391,0.8849577229757106,2432
U56,FULL,MA,W,0.08,0.6759470440544106,0.19736385403709497,-4.879729076068395,-4.449781125109253,-0.42994795095914196,0.9118910201249223,4439
U56,COMMON,MA,W,0.08,0.6806011925825266,0.1880673980767249,-4.776595235794279,-4.1938270359937135,-0.5827681998005652,0.8779950632129165,3934
U56,IS,MA,W,0.08,0.6839388064685478,0.19682330681290813,-4.34249109016116,-3.960531151753255,-0.3819599384079053,0.9120412844891457,2007
U56,OOS,MA,W,0.08,0.6693518684108362,0.19760591265687932,-5.329544629714578,-4.872981361672268,-0.4565632680423093,0.9143335313308446,2432
U56,FULL,MA,W,0.12,0.6770168993721885,0.1867364733354099,-5.4331258366908,-4.682462256110265,-0.7506635805805351,0.8618357823573348,4439
U56,COMMON,MA,W,0.12,0.6835758831939271,0.1748503470824203,-5.27715015422201,-4.376685513587675,-0.9004646406343353,0.829365355481895,3934
U56,IS,MA,W,0.12,0.6802662392121932,0.1748383763704481,-4.487109631340536,-4.175983154377039,-0.31112647696349693,0.9306621628340854,2007
U56,OOS,MA,W,0.12,0.6743353923578425,0.1960073721722051,-6.225132397649524,-5.114219567895462,-1.1109128297540627,0.8215439031989875,2432
U56,FULL,MA,M,0.0,0.7087032415104186,0.1998133168803577,-3.9279467915386945,-3.830767609200292,-0.09717918233840273,0.9752595471639943,4439
U56,COMMON,MA,M,0.0,0.7156661736008878,0.18691696529606447,-3.8475137212370836,-3.564012250248183,-0.28350147098890055,0.926315669928853,3934
U56,IS,MA,M,0.0,0.7055641367726707,0.2013520431119257,-3.3584265040266237,-3.479207842826759,0.12078133880013553,1.0359636688953364,2007
U56,OOS,MA,M,0.0,0.7112937773692425,0.1985385835313082,-4.405501525840005,-4.120161966134495,-0.28533955970551084,0.9352310836730208,2432
U56,FULL,MA,M,0.02,0.7084464906020097,0.20006041631302243,-4.071947238102891,-3.9132306101142156,-0.15871662798867536,0.9610219340507415,4439
U56,COMMON,MA,M,0.02,0.7162209938324183,0.1880020767313574,-3.98088487315289,-3.6558674637381605,-0.32501740941472956,0.9183554863375606,3934
U56,IS,MA,M,0.02,0.7029939355522515,0.20210888525359386,-3.4519210647788956,-3.5207917976431746,0.06887073286427903,1.0199514217074632,2007
U56,OOS,MA,M,0.02,0.7129461937207863,0.19828269908257648,-4.5934014909261744,-4.231918001761503,-0.3614834891646712,0.9213037462806708,2432
U56,FULL,MA,M,0.03,0.7082936474396893,0.1983325040024011,-3.7689087772695196,-3.77972500157997,0.010816224310450373,1.0028698556928954,4439
