cadence,panel,SET,window,chooser,ndays,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
MONTH,U56,ALL4,L252,H_RUNNERUP,4171,0.15635348684888117,1.1382228289994047,-0.19127561830465023,1.20753565488941,1.089250161539277,0.172675216403136,1.1826528374673937,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L252,H_NARROWEST,4171,0.14589713809542348,1.0606517665046253,-0.23505706805572868,1.0714863047855259,1.0554897290371756,0.16198113436461803,1.1282838427477608,-0.23505706805572846,False,False,False
MONTH,U56,ALL4,L252,H_ANY,4171,0.14589713809542348,1.0606517665046253,-0.23505706805572868,1.0714863047855259,1.0554897290371756,0.16198113436461803,1.1282838427477608,-0.23505706805572846,False,False,False
MONTH,U56,ALL4,L252,CH_RAW,4171,0.14219642219718165,0.9717330119937846,-0.2207393564442265,1.0143432668923422,0.9479150504580901,0.15931856586087556,1.0187121593110413,-0.2207393564442265,False,False,False
MONTH,U56,ALL4,L252,CH_ANCHOR,4171,0.15627876561317477,1.1360773353334928,-0.19127561830465034,1.205550937949676,1.08728370820811,0.17274292914332667,1.1806246757627312,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L504,H_RUNNERUP,4171,0.15720275722607124,1.1412685012713115,-0.19127561830465012,1.2132451342546118,1.0903364649805807,0.17325566048465624,1.1832782646489832,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L504,H_NARROWEST,4171,0.1534427683841686,1.1238104616521218,-0.2307735785481959,1.2468197044827798,1.0259832037939467,0.15603148865818461,1.0946393474447011,-0.23077357854819602,False,False,False
MONTH,U56,ALL4,L504,H_ANY,4171,0.1534427683841686,1.1238104616521218,-0.2307735785481959,1.2468197044827798,1.0259832037939467,0.15603148865818461,1.0946393474447011,-0.23077357854819602,False,False,False
MONTH,U56,ALL4,L504,CH_RAW,4171,0.1707811393565397,1.178043920462025,-0.20506424997238382,1.2807581006700737,1.0995482192963517,0.17550508983430957,1.157180109205263,-0.20506424997238448,False,False,False
MONTH,U56,ALL4,L504,CH_ANCHOR,4171,0.15627876561317477,1.1360773353334928,-0.19127561830465034,1.205550937949676,1.08728370820811,0.17274292914332667,1.1806246757627312,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L756,H_RUNNERUP,4171,0.1544626583531501,1.1203674468803937,-0.19127561830465023,1.1535077095395254,1.1001206079722095,0.1744863427944392,1.1921110333950207,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L756,H_NARROWEST,4171,0.17328996257210671,1.2045114143521547,-0.2307735785481958,1.2900897192824436,1.1306712956637923,0.17914214590842792,1.208270351464661,-0.2307735785481958,False,False,False
MONTH,U56,ALL4,L756,H_ANY,4171,0.17328996257210671,1.2045114143521547,-0.2307735785481958,1.2900897192824436,1.1306712956637923,0.17914214590842792,1.208270351464661,-0.2307735785481958,False,False,False
MONTH,U56,ALL4,L756,CH_RAW,4171,0.17745536401693363,1.1369007183863786,-0.25853597058015587,1.3296902437035119,1.002742586778803,0.18432305776918412,1.0993833008956355,-0.25853597058015654,False,False,False
MONTH,U56,ALL4,L756,CH_ANCHOR,4171,0.15627876561317477,1.1360773353334928,-0.19127561830465034,1.205550937949676,1.08728370820811,0.17274292914332667,1.1806246757627312,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L1260,H_RUNNERUP,4171,0.15453967499476162,1.1252642654833187,-0.19127561830465023,1.2046213343651753,1.0681440595774938,0.16984740349351957,1.1637385915875402,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L1260,H_NARROWEST,4171,0.14957213094793587,1.0575913955388023,-0.2014457938940628,1.0890489987904153,1.0316084722614682,0.16070644949459023,1.1067598217855132,-0.2014457938940627,False,True,True
MONTH,U56,ALL4,L1260,H_ANY,4171,0.14957213094793587,1.0575913955388023,-0.2014457938940628,1.0890489987904153,1.0316084722614682,0.16070644949459023,1.1067598217855132,-0.2014457938940627,False,True,True
MONTH,U56,ALL4,L1260,CH_RAW,4171,0.14853824563984785,1.042567791332357,-0.20144579389406259,1.0353136378104713,1.051661570110192,0.16747951326558463,1.1347472624291128,-0.20144579389406336,False,True,True
MONTH,U56,ALL4,L1260,CH_ANCHOR,4171,0.15627876561317477,1.1360773353334928,-0.19127561830465034,1.205550937949676,1.08728370820811,0.17274292914332667,1.1806246757627312,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L2520,H_RUNNERUP,4171,0.15517305332937714,1.128595937016635,-0.19127561830465023,1.209049161535003,1.0714194981955845,0.17072398897574104,1.1663115467778575,-0.19127561830465023,False,True,True
MONTH,U56,ALL4,L2520,H_NARROWEST,4171,0.1400408959181374,1.0092413614661613,-0.23077357854819558,0.9983151313203287,1.031196321621361,0.16497734058025992,1.1000012218427075,-0.23077357854819602,False,False,False
MONTH,U56,ALL4,L2520,H_ANY,4171,0.1400408959181374,1.0092413614661613,-0.23077357854819558,0.9983151313203287,1.031196321621361,0.16497734058025992,1.1000012218427075,-0.23077357854819602,False,False,False
MONTH,U56,ALL4,L2520,CH_RAW,4171,0.14010891826407867,0.9938761422613269,-0.2019230081686766,0.9882972789154414,1.0129420904771658,0.165393095474746,1.0811146984997702,-0.20192300816867648,False,True,True
