panel,key,n,gross,conv,cost,S_D,S_W,S_M,dS_MW,dS_DW,spread,dCAGR_MW,dDD_MW,n4b,stable4b
B136,M12_1,5,0.75,LIT,0,1.3011293198841798,1.0995905099683385,1.1395575207466038,0.039967010778265255,0.20153880991584128,0.20153880991584128,0.018661480319620782,-0.029776366792072628,0,True
B136,M12_1,5,0.75,LIT,10,1.116257265931078,1.020352204223628,1.1061147041184471,0.08576249989481921,0.09590506170745017,0.09590506170745017,0.029790038412739417,-0.022396282401335288,0,True
B136,M12_1,5,0.75,LIT,25,0.8387116081186169,0.9010913088417755,1.055706743804481,0.15461543496270547,-0.06237970072315857,0.21699513568586404,0.04599571375452838,-0.010967867482180815,0,True
B136,M12_1,5,0.75,NORM,0,1.3029180677498355,1.098775998986938,1.139557520746604,0.040781521759666095,0.20414206876289764,0.20414206876289764,0.018863406949700234,-0.02977636679207185,0,True
B136,M12_1,5,0.75,NORM,10,1.117885186703649,1.0193850316357855,1.1061147041184474,0.08672967248266183,0.09850015506786347,0.09850015506786347,0.03002742194193231,-0.02239628240133451,0,True
B136,M12_1,5,0.75,NORM,25,0.8400953787137576,0.8998932432175495,1.0557067438044812,0.15581350058693166,-0.059797864503791875,0.21561136509072354,0.04628411795419529,-0.010967867482180482,0,True
B136,M12_1,5,1.0,LIT,0,1.3011293198841796,1.1029963666910183,1.1478024604268602,0.04480609373584188,0.19813295319316127,0.19813295319316127,0.0275377616846042,-0.03936974835450735,0,True
B136,M12_1,5,1.0,LIT,10,1.1163638030102012,1.0238810265190668,1.1144745914543264,0.09059356493525961,0.09248277649113446,0.09248277649113446,0.04316277570772886,-0.030036814282310087,0,True
B136,M12_1,5,1.0,LIT,25,0.8389764479133948,0.9048051031023625,1.064238708358131,0.15943360525576855,-0.06582865518896774,0.2252622604447363,0.06568959516471895,-0.016291079371740236,0,True
B136,M12_1,5,1.0,NORM,0,1.3029180677498358,1.1021822710683031,1.1478024604268602,0.04562018935855705,0.20073579668153263,0.20073579668153263,0.02782426230042634,-0.03936974835450735,0,True
