panel,cost,chooser,set,NUNIQ,MODE_SHARE,OOS_BAND,mean_OOS_Sharpe,med_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,dec_pick,dec_OOS_Sharpe,dec_OOS_CAGR,dec_OOS_MaxDD,rate4b,rate4a
U56,0.0,IS_SHARPE,REC3,4.0,0.4375,0.4165644572558411,1.2115244194360681,1.1944794217240413,0.11682609051386017,-0.1607643295162285,U56-band0.08-g1.00,1.176821069551332,0.12163246454187004,-0.19037400936037263,0.875,0.0
U56,0.0,IS_LEGS,REC3,2.0,0.5625,0.26890407021819596,1.1953623901641497,1.1845613265788368,0.12122825544424612,-0.17655602346045823,U56-band0.08-g1.00,1.176821069551332,0.12163246454187004,-0.19037400936037263,1.0,0.0
U56,0.0,IS_CAGR,REC3,3.0,0.625,0.20561293523545476,1.3494331509319404,1.3438347129800452,0.16412303567298986,-0.15318588705028696,U56-qroll-q0.17-w1008-d0.50,1.37246057737741,0.1667928733284516,-0.15517532588243754,1.0,0.0
U56,0.0,BM_IS_SHARPE,STAB3,3.0,0.4375,0.2470927977907842,1.194208852403233,1.202813752949733,0.109841346281759,-0.15915251736839578,U56-band0.08-g1.00,1.176821069551332,0.12163246454187004,-0.19037400936037263,0.8125,0.0
U56,0.0,BM_IS_LEGS,STAB3,2.0,0.5625,0.2756471999446095,1.1937208564409663,1.184064018558554,0.12107780433711045,-0.17655602346045826,U56-band0.08-g1.00,1.176821069551332,0.12163246454187004,-0.19037400936037263,1.0,0.0
U56,0.0,BM_IS_CAGR,STAB3,2.0,0.625,0.16253508565388808,1.3466819147771587,1.3406982433599053,0.16454378817389942,-0.15517532588243754,U56-qroll-q0.17-w1008-d0.50,1.37246057737741,0.1667928733284516,-0.15517532588243754,1.0,0.0
U56,0.0,RANDOM,NULL1,10.8575,0.183125,0.3737662396540564,1.3057387972646866,1.3057387972646866,0.1366199289806293,-0.15332316057123793,"(uniform draw, 18 books)",1.3403321714078196,0.1398547708440973,-0.1527010566441175,0.5053125,0.0
U56,10.0,IS_SHARPE,REC3,2.0,0.75,0.26655350655183496,1.1556956251247201,1.1617909931417454,0.11782335434998872,-0.1826570791473875,U56-band0.08-g1.00,1.161541176122481,0.11989738418987961,-0.19050611381992255,1.0,0.0
U56,10.0,IS_LEGS,REC3,2.0,0.75,0.26655350655183496,1.1556956251247201,1.1617909931417454,0.11782335434998872,-0.1826570791473875,U56-band0.08-g1.00,1.161541176122481,0.11989738418987961,-0.19050611381992255,1.0,0.0
U56,10.0,IS_CAGR,REC3,4.0,0.5625,0.22845023589784774,1.261756730745027,1.2568974966710609,0.15246721463612767,-0.15744413991399026,U56-qroll-q0.17-w1008-d0.50,1.2933308155679046,0.15599769651672202,-0.15593611048389855,0.9375,0.0
U56,10.0,BM_IS_SHARPE,STAB3,2.0,0.75,0.215350867940028,1.1552553834467987,1.1678318515762096,0.11782113231963301,-0.18265707914738746,U56-band0.08-g1.00,1.161541176122481,0.11989738418987961,-0.19050611381992255,1.0,0.0
U56,10.0,BM_IS_LEGS,STAB3,2.0,0.75,0.215350867940028,1.1552553834467987,1.1678318515762096,0.11782113231963301,-0.18265707914738746,U56-band0.08-g1.00,1.161541176122481,0.11989738418987961,-0.19050611381992255,1.0,0.0
U56,10.0,BM_IS_CAGR,STAB3,3.0,0.5625,0.17828571651727954,1.2586469202678308,1.2566312159514137,0.15279202675839623,-0.15924028387287778,U56-qroll-q0.17-w1008-d0.50,1.2933308155679046,0.15599769651672202,-0.15593611048389855,0.9375,0.0
U56,10.0,RANDOM,NULL1,10.79,0.18046875,0.31790636701720415,1.2433170944240246,1.2433170944240246,0.12883054432400423,-0.1547640197275378,"(uniform draw, 18 books)",1.2784292852179167,0.13207947025590128,-0.15383173870689482,0.44265625,0.0
U56,25.0,IS_SHARPE,REC3,2.0,0.875,0.2528823300208951,1.1203644643999953,1.112454262471065,0.1145205000827127,-0.1868149384656077,U56-band0.08-g1.00,1.1386066702144424,0.11729956966866739,-0.19070424727775315,1.0,0.0
U56,25.0,IS_LEGS,REC3,2.0,0.9375,0.2528823300208951,1.1161397656498537,1.112454262471065,0.11434144816502621,-0.18875959287168054,U56-band0.08-g1.00,1.1386066702144424,0.11729956966866739,-0.19070424727775315,1.0,0.0
U56,25.0,IS_CAGR,REC3,4.0,0.5625,0.24194907028258616,1.1393563791224368,1.134371299176165,0.1359702807750838,-0.15892523294834993,U56-qroll-q0.17-w1008-d0.50,1.1742387235913283,0.1399859955306686,-0.15707670734776413,0.9375,0.0
U56,25.0,BM_IS_SHARPE,STAB3,2.0,0.875,0.2010935700596881,1.1188340418472629,1.126279317371808,0.11438143422555964,-0.1868149384656077,U56-band0.08-g1.00,1.1386066702144424,0.11729956966866739,-0.19070424727775315,1.0,0.0
U56,25.0,BM_IS_LEGS,STAB3,2.0,0.9375,0.16285826186930685,1.1146093430971213,1.126279317371808,0.11420238230787316,-0.18875959287168054,U56-band0.08-g1.00,1.1386066702144424,0.11729956966866739,-0.19070424727775315,1.0,0.0
U56,25.0,BM_IS_CAGR,STAB3,3.0,0.5625,0.21560094244491523,1.1306875186124585,1.1335323659423713,0.1355361557281403,-0.16378921528078655,U56-qroll-q0.17-w1008-d0.50,1.1742387235913283,0.1399859955306686,-0.15707670734776413,0.875,0.0
U56,25.0,RANDOM,NULL1,10.865,0.1846875,0.28058297942482757,1.1479177535055065,1.1479177535055065,0.11756844924512239,-0.15738841876383736,"(uniform draw, 18 books)",1.1851646417544406,0.12053936062440355,-0.15574353094690627,0.3384375,0.0
B136,0.0,IS_SHARPE,REC3,2.0,0.625,0.2744565398772123,1.1216572085863084,1.1253068810559608,0.12478763118018558,-0.17972181482713245,B136-qroll-q0.17-w504-d0.50,1.2004340699790108,0.140572353524673,-0.17067696647738595,0.6875,0.0
B136,0.0,IS_LEGS,REC3,1.0,1.0,0.19472832234577364,1.0657538959473802,1.0751413194202244,0.10682035845252122,-0.19479656207670965,B136-band0.08-g1.00,1.1148157479311145,0.11239412843433483,-0.19479656207670992,0.5625,0.0
B136,0.0,IS_CAGR,REC3,1.0,1.0,0.17218422151533241,1.2001396546093501,1.2006674272772215,0.14906552468737416,-0.17067696647738617,B136-qroll-q0.12-w1008-d0.50,1.237782781151107,0.15427063286650533,-0.17067696647738617,1.0,0.0
B136,0.0,BM_IS_SHARPE,STAB3,3.0,0.5625,0.2728456385720508,1.1225011311309807,1.1292678836877927,0.12369567362079226,-0.17819719174569468,B136-qroll-q0.17-w504-d0.50,1.2004340699790108,0.140572353524673,-0.17067696647738595,0.8125,0.0
B136,0.0,BM_IS_LEGS,STAB3,2.0,0.9375,0.19472832234577364,1.070398913775243,1.0882064864975338,0.10833666938519756,-0.19328908735175193,B136-band0.08-g1.00,1.1148157479311145,0.11239412843433483,-0.19479656207670992,0.625,0.0
B136,0.0,BM_IS_CAGR,STAB3,1.0,1.0,0.17218422151533241,1.2001396546093501,1.2006674272772215,0.14906552468737416,-0.17067696647738617,B136-qroll-q0.12-w1008-d0.50,1.237782781151107,0.15427063286650533,-0.17067696647738617,1.0,0.0
B136,0.0,RANDOM,NULL1,10.7625,0.18171875,0.32535622725457986,1.1553522605791384,1.1553522605791384,0.11935245941221291,-0.15925734870210573,"(uniform draw, 18 books)",1.203090198831013,0.12328201766092978,-0.15803785532445538,0.61234375,0.0
B136,10.0,IS_SHARPE,REC3,1.0,1.0,0.195490815232244,1.0480812684664886,1.0576518931307943,0.10487506737560415,-0.19499148724221485,B136-band0.08-g1.00,1.0974353329692366,0.11047139028283737,-0.19499148724221482,0.5,0.0
B136,10.0,IS_LEGS,REC3,1.0,1.0,0.195490815232244,1.0480812684664886,1.0576518931307943,0.10487506737560415,-0.19499148724221485,B136-band0.08-g1.00,1.0974353329692366,0.11047139028283737,-0.19499148724221482,0.5,0.0
B136,10.0,IS_CAGR,REC3,1.0,1.0,0.17470522083181828,1.1179667931074377,1.1193519332331077,0.13758631274090855,-0.17314358462261376,B136-qroll-q0.12-w1008-d0.50,1.15720547245826,0.14297733640099985,-0.1731435846226136,1.0,0.0
B136,10.0,BM_IS_SHARPE,STAB3,1.0,1.0,0.195490815232244,1.0480812684664886,1.0576518931307943,0.10487506737560415,-0.19499148724221485,B136-band0.08-g1.00,1.0974353329692366,0.11047139028283737,-0.19499148724221482,0.5,0.0
B136,10.0,BM_IS_LEGS,STAB3,1.0,1.0,0.195490815232244,1.0480812684664886,1.0576518931307943,0.10487506737560415,-0.19499148724221485,B136-band0.08-g1.00,1.0974353329692366,0.11047139028283737,-0.19499148724221482,0.5,0.0
B136,10.0,BM_IS_CAGR,STAB3,1.0,1.0,0.17470522083181828,1.1179667931074377,1.1193519332331077,0.13758631274090855,-0.17314358462261376,B136-qroll-q0.12-w1008-d0.50,1.15720547245826,0.14297733640099985,-0.1731435846226136,1.0,0.0
B136,10.0,RANDOM,NULL1,10.7925,0.1828125,0.2807875373793916,1.0894023701799804,1.0894023701799804,0.11059975132965129,-0.15976360447061677,"(uniform draw, 18 books)",1.1381793772793098,0.11531594448843589,-0.15986657159244055,0.5821875,0.055625
B136,25.0,IS_SHARPE,REC3,1.0,1.0,0.19663062652180896,1.0215590001525217,1.0314046554664216,0.10196331116199786,-0.1952838263809222,B136-band0.08-g1.00,1.0713509241482713,0.10759328441908655,-0.195283826380922,0.3125,0.0
B136,25.0,IS_LEGS,REC3,1.0,1.0,0.19663062652180896,1.0215590001525217,1.0314046554664216,0.10196331116199786,-0.1952838263809222,B136-band0.08-g1.00,1.0713509241482713,0.10759328441908655,-0.195283826380922,0.3125,0.0
B136,25.0,IS_CAGR,REC3,1.0,1.0,0.17841523953681127,0.994357500683381,0.9970352173540323,0.12057613401745307,-0.17715105008198734,B136-qroll-q0.12-w1008-d0.50,1.0359913798672304,0.12623813523216176,-0.1771510500819874,1.0,0.0
B136,25.0,BM_IS_SHARPE,STAB3,1.0,1.0,0.19663062652180896,1.0215590001525217,1.0314046554664216,0.10196331116199786,-0.1952838263809222,B136-band0.08-g1.00,1.0713509241482713,0.10759328441908655,-0.195283826380922,0.3125,0.0
