panel,cadence,m,reb_per_yr,turn_per_yr,names,gross,CAGR_0,Sharpe_0,MaxDD_0,H1_0,H2_0,OOS_Sharpe_0,OOS_CAGR_0,OOS_MaxDD_0,IS_Sharpe_0,keep4b_0,fail4b_0,keep4a_0,fail4a_0,m4b_H1_0,m4b_H2_0,m4b_OOS_0,m4b_DD_0,m4b_CAGR_0,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOS_Sharpe_10,OOS_CAGR_10,OOS_MaxDD_10,IS_Sharpe_10,keep4b_10,fail4b_10,keep4a_10,fail4a_10,m4b_H1_10,m4b_H2_10,m4b_OOS_10,m4b_DD_10,m4b_CAGR_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOS_Sharpe_25,OOS_CAGR_25,OOS_MaxDD_25,IS_Sharpe_25,keep4b_25,fail4b_25,keep4a_25,fail4a_25,m4b_H1_25,m4b_H2_25,m4b_OOS_25,m4b_DD_25,m4b_CAGR_25,breakeven_bps,breakeven_first_fail
U56,W,0,52.2847488173012,10.996244092602641,19.10745663437711,0.7502841749395268,0.14034814475179003,1.1550935984443078,-0.1822003619415382,1.164554484570374,1.1544363444434362,1.218588771085467,0.1573376597525562,-0.1822003619415381,1.0729399129541783,True,,False,"H1,H2,DD",0.20793445196668248,0.32042040680099426,0.3365780039031828,0.020103049758851355,0.03375182984582381,0.12788458697149974,1.0635392242670008,-0.18308348697878107,1.0681688586356108,1.0663899991214876,1.1306969416161394,0.14453585654383216,-0.1830834869787813,0.9759401521429143,True,,False,"H1,H2,DD",0.1115488260319194,0.2323740614790456,0.2486861744338552,0.019219924721608495,0.02128827206553352,0.10943762843851523,0.9258519118821691,-0.18440712200737264,0.9231772688851755,0.9340026251423675,0.9985108040321351,0.12559120208679553,-0.18440712200737253,0.8300711586462184,False,H1,False,"H1,H2,DD",-0.033442763718515955,0.09998668749992556,0.11650003684985089,0.01789628969301693,0.002841313532549017,21,H1
U56,W,20,52.2847488173012,5.264804894861113,19.10745663437711,0.7502678215770251,0.13463436239588944,1.1575211897145463,-0.17157929921234194,1.1888390169317393,1.1402662370232735,1.2320736365982308,0.1530784402420149,-0.17157929921234194,1.0600753031273011,True,,False,"H1,H2,DD",0.23221898432804788,0.3062502993808315,0.35006286941594655,0.030724112488047628,0.028038047489923223,0.12867784657519143,1.1115921870079182,-0.17221713376542136,1.1438000672369368,1.0932334843689966,1.1867336821065984,0.14674506044827407,-0.17221713376542125,1.0130794596101396,True,,False,"H1,H2,DD",0.1871800346332454,0.2592175467265546,0.30472291492431414,0.03008627793496821,0.02208153166922522,0.11979844698374054,1.0425033399521662,-0.17317352452166968,1.07606223172976,1.0224784238646272,1.1185047413519618,0.13730649650448368,-0.17317352452166956,0.9424247252444827,True,,False,"H1,H2,DD",0.11944219912606846,0.1884624862221852,0.23649397416967755,0.029129887178719893,0.01320213207777432,47,CAGR
U56,2W,0,26.1139896373057,7.380493577983882,19.15070961928362,0.7505401862378388,0.14148948571156938,1.135379377568068,-0.2125868620884196,1.0685932017795978,1.199550310532473,1.2626416182732811,0.16940455195204462,-0.21258686208841948,0.964373170935753,False,DD,False,"H1,H2,DD",0.11197316917590638,0.365534372890031,0.3806308510909969,-0.010283450388030024,0.03489317080560317,0.13309831666907712,1.0754285764980467,-0.2155317100934362,1.0032641667572095,1.1436047792751476,1.2065064274683788,0.1608530413719591,-0.2155317100934362,0.8987792295740961,False,DD,False,"H1,H2,DD",0.04664413415351809,0.3095888416327056,0.32449566028609456,-0.013228298393046622,0.026502001763110905,0.12062143223643096,0.9852211541061678,-0.21993369768616755,0.9050123322888254,1.0593914976413736,1.1219873414433623,0.14813696630474582,-0.21993369768616788,0.8001722380616882,False,"H1,DD",False,"H1,H2,DD",-0.051607700314866056,0.22537555999893166,0.2399765742610781,-0.017630285985777983,0.014025117330464743,-1,DD
U56,2W,20,26.1139896373057,3.790535293749359,19.15070961928362,0.7504819415047043,0.12527197481420949,1.0578298515603175,-0.2150421283089443,1.150385875784589,0.9916684292609428,1.087292896720379,0.1376069000774851,-0.2150421283089441,1.0231913954846747,False,DD,False,"H1,H2,DD",0.19376584318089762,0.1576524916185008,0.20528212953809477,-0.012738716608554745,0.01867565990824327,0.12101426106754731,1.0256226271389242,-0.2179158677327354,1.1180163594523145,0.9592631876283042,1.055949347933035,0.13313215218953856,-0.21791586773273497,0.9895391582612341,False,DD,False,"H1,H2,DD",0.16139632684862304,0.12524724998586223,0.17393858075075086,-0.015612456032345845,0.014417946161581097,0.11465499262011103,0.9771556641365681,-0.22221206220114742,1.069312819320195,0.9104963408935295,1.0087613634469004,0.1264497566000382,-0.2222120622011473,0.9389315337686203,False,DD,False,"H1,H2,DD",0.11269278671650362,0.07648040325108751,0.12675059626461616,-0.019908650500757852,0.008058677714144813,-1,DD
U56,3W,0,17.428249605767064,5.835944599624342,19.116692948862358,0.750912172004613,0.15280810214496654,1.2031664824893151,-0.2097305502161917,1.1137472096649683,1.2867628165045149,1.3449895386233721,0.18440832103763927,-0.2097305502161919,1.0120158496349239,False,DD,False,"H1,DD",0.15712717706127688,0.4527468788620729,0.4629787714410879,-0.007427138515802123,0.046211787239000324,0.1461032418998096,1.1563532896134,-0.21023015321391558,1.0623535983273307,1.243377617579933,1.3019834945905868,0.1776789522139386,-0.21023015321391547,0.9596093223038196,False,DD,False,"H1,DD",0.10573356572363923,0.40936167993749095,0.4199727274083026,-0.007926741513526014,0.039506926993843394,0.1361137708192055,1.0858320521479483,-0.2109795577105007,0.9849516060158283,1.1780069538943618,1.2371665917610974,0.16765126143039621,-0.2109795577105008,0.8807209469340116,False,DD,False,"H1,DD",0.02833157341213688,0.34399101625191986,0.35515582457881323,-0.00867614601011113,0.029517455913239288,-1,DD
U56,3W,20,17.428249605767064,3.2163183542346676,19.116692948862358,0.7508298106253354,0.14017821484904402,1.159443068034998,-0.20743124670748203,1.1827302734736453,1.1527097894833473,1.2389857456734783,0.16210003412902685,-0.20743124670748214,1.0549568815449026,False,DD,False,"H1,H2,DD",0.2261102408699539,0.3186938518409054,0.3569749784911941,-0.005127835007092463,0.03358189994307781,0.13651679928338956,1.1323624833225365,-0.2078713725309569,1.1544040580632318,1.12634580471759,1.213649983278209,0.15835772708573814,-0.20787137253095644,1.0251482341205664,False,DD,False,"H1,H2,DD",0.19778402545954032,0.2923298670751481,0.33163921609592484,-0.00556796083056732,0.02992048437742334,0.13104391725805953,1.091570366339866,-0.2085315612661689,1.111715953962677,1.0866449819483697,1.1754824362824665,0.15276397287566623,-0.20853156126616912,0.9802533547288954,False,DD,False,"H1,H2,DD",0.15509592135898564,0.2526290443059277,0.2934716691001823,-0.0062281495657793284,0.02444760235209331,-1,DD
U56,4W,0,13.05699481865285,4.897503039166308,19.147555755800855,0.7499943685789888,0.14982234577616405,1.1814440413755793,-0.20801132429606128,1.1496673823590247,1.2177444431166546,1.2810370025876852,0.1751267148172737,-0.20801132429606162,1.0488637942487673,False,DD,False,"H1,DD",0.19304734975533322,0.38372850547421267,0.39902623540540094,-0.005707912595671716,0.04322603087019783,0.14420552393688402,1.1420586828914545,-0.20845538024377774,1.1055861868809855,1.181829056925615,1.2451825705582786,0.16952765377818468,-0.20845538024377763,1.0042605334064272,False,DD,False,"H1,H2,DD",0.1489661542772941,0.34781311928317293,0.3631718033759944,-0.0061519685433881754,0.0376092090309178,0.1358269656272193,1.0827226755557413,-0.20912146416535193,1.0392310585573001,1.1276884595107926,1.1911249265682122,0.16117430102526376,-0.20912146416535193,0.937144214595385,False,DD,False,"H1,H2,DD",0.0826110259536087,0.2936725218683506,0.309114159385928,-0.006818052464962365,0.029230650721253082,-1,DD
U56,4W,20,13.05699481865285,2.733047992822429,19.147555755800855,0.7498124278748589,0.12864081456999776,1.0804295074097274,-0.19329564867132365,1.1237690566149805,1.0563667742769864,1.1398442423187127,0.1462386446614059,-0.19329564867132332,1.003987959156988,True,,False,"H1,H2,DD",0.16714902401128906,0.22235083663454447,0.2578334751364285,0.009007763029065918,0.022044499664031547,0.12555906472336642,1.0571963360074141,-0.19369104953230798,1.0990789389546447,1.0340268210580321,1.1183334069682485,0.14312178103844198,-0.19369104953230787,0.9781089347627122,True,,False,"H1,H2,DD",0.14245890635095326,0.20001088341559015,0.23632263978596424,0.008612362168081589,0.018962749817400204,0.1209497627232965,1.0222071642554995,-0.19428415082378392,1.0619009413978306,1.00037987427838,1.0859230892598022,0.13845982882288488,-0.19428415082378392,0.9391626979681335,True,,False,"H1,H2,DD",0.1052809087941392,0.16636393663593807,0.20391232207751797,0.00801926087660565,0.014353447817330278,67,H1
U56,5W,0,10.502365397612076,4.426371076651017,19.06082451002478,0.75088176280548,0.1421212520808679,1.1218705486799405,-0.19827600864435657,1.0891465205188018,1.1573556972224286,1.221423102629742,0.1660908546957236,-0.19827600864435657,0.9893919817174031,True,,False,"H1,H2,DD",0.13252648791511035,0.3233397595799866,0.33941233544745775,0.0040274030560329965,0.03552493717490168,0.13708462713697878,1.0869191313987894,-0.19891034548580366,1.051112571821649,1.124692382639938,1.188952457133484,0.16098611387919282,-0.19891034548580377,0.9508095301290266,True,,False,"H1,H2,DD",0.09449253921795753,0.290676444997496,0.30694168995119975,0.0033930662145859047,0.03048831223101256,0.12956655330604727,1.0341863616778673,-0.1998618507479747,0.9937697478479511,1.0753854533378244,1.13992211442971,0.15336597839616561,-0.1998618507479747,0.8926708739039652,True,,False,"H1,H2,DD",0.037149715244259696,0.24136951569538245,0.2579113472474258,0.0024415609524148785,0.022970238400081056,34,H1
U56,5W,20,10.502365397612076,2.620116079197193,19.06082451002478,0.7507286031162493,0.13177141708469153,1.0990601316967439,-0.18638316502666752,1.1309032072263334,1.0816718795682607,1.1808937355128193,0.15222150280794122,-0.1863831650266673,0.9909337750133429,True,,False,"H1,H2,DD",0.17428317462264198,0.24765594192581875,0.29888296833053507,0.01592024667372205,0.025175102178725317,0.12881707156604794,1.077455283247953,-0.1870253274077327,1.108621752288987,1.0603967651901767,1.160408876751267,0.14915393400071197,-0.1870253274077327,0.9676154905548288,True,,False,"H1,H2,DD",0.15200171968529552,0.2263808275477347,0.2783981095689828,0.015278084292656868,0.02222075666008172,0.12439731451174119,1.0448448394340377,-0.18798857097933075,1.0749985543569085,1.0282791581483535,1.129470376056942,0.14456506708718497,-0.18798857097933064,0.932451823829527,True,,False,"H1,H2,DD",0.11837852175321706,0.1942632205059115,0.2474596088746578,0.014314840721058819,0.01780099960577497,77,H1
