panel,cell,window,d_mean_bp,se_bp,t,sharpe_cell,sharpe_anchor,d_sharpe,dd_cell,dd_anchor,d_dd_pp
U56,b=1.0 E+R,FULL,-1.0630294596038508,0.42285452906534526,-2.51393655863995,1.0780153281473883,1.1536628182453896,-0.07564749009800131,-0.18176874158825307,-0.19127562163086143,0.9506880042608357
U56,b=1.0 E+R,OOS,-1.0342639425955396,0.6818722585464151,-1.5168001478756994,1.1416516339788805,1.1856777042016955,-0.04402607022281502,-0.18176874158825296,-0.19127562163086176,0.9506880042608801
U56,b=1.5 E+R,FULL,-1.0627478841574214,0.39968179806905657,-2.658984945753774,1.0919634440964832,1.1536628182453896,-0.06169937414890647,-0.17500704818810264,-0.19127562163086143,1.6268573442758782
U56,b=1.5 E+R,OOS,-1.05892687496038,0.6544428579300197,-1.6180585701702506,1.1572789943227806,1.1856777042016955,-0.028398709878914907,-0.17500704818810253,-0.19127562163086176,1.6268573442759227
U56,b=2.0 E+R,FULL,-1.2442135361598203,0.4245556820306623,-2.9306250954143644,1.1006963913209558,1.1536628182453896,-0.052966426924433874,-0.17223718479287153,-0.19127562163086143,1.9038436837989892
U56,b=2.0 E+R,OOS,-1.0457677784524897,0.6820966867869458,-1.5331664831545169,1.1995189426446455,1.1856777042016955,0.013841238442950043,-0.17223718479287164,-0.19127562163086176,1.9038436837990114
U56,b=3.0 E+R,FULL,-1.5316831839407252,0.41262067298375354,-3.7120854194356703,1.091995756687528,1.1536628182453896,-0.06166706155786161,-0.15260811783698547,-0.19127562163086143,3.8667503793875957
U56,b=3.0 E+R,OOS,-1.6098361454070629,0.6456757475608921,-2.4932578798079192,1.1542317868259924,1.1856777042016955,-0.031445917375703125,-0.15260811783698458,-0.19127562163086176,3.866750379387718
U56,b=4.0 E+R,FULL,-1.5316831839407252,0.41262067298375354,-3.7120854194356703,1.091995756687528,1.1536628182453896,-0.06166706155786161,-0.15260811783698547,-0.19127562163086143,3.8667503793875957
U56,b=4.0 E+R,OOS,-1.6098361454070629,0.6456757475608921,-2.4932578798079192,1.1542317868259924,1.1856777042016955,-0.031445917375703125,-0.15260811783698458,-0.19127562163086176,3.866750379387718
U56,b=6.0 E+R,FULL,-1.5316831839407252,0.41262067298375354,-3.7120854194356703,1.091995756687528,1.1536628182453896,-0.06166706155786161,-0.15260811783698547,-0.19127562163086143,3.8667503793875957
U56,b=6.0 E+R,OOS,-1.6098361454070629,0.6456757475608921,-2.4932578798079192,1.1542317868259924,1.1856777042016955,-0.031445917375703125,-0.15260811783698458,-0.19127562163086176,3.866750379387718
U56,b=1.0 R,FULL,-0.37057142349738337,0.34763349713354486,-1.0659830728424504,1.1367675910554584,1.1536628182453896,-0.016895227189931195,-0.2171131084995458,-0.19127562163086143,-2.5837486868684367
U56,b=1.0 R,OOS,-0.3865926707727271,0.5238509220071245,-0.7379822284009826,1.1510862903829364,1.1856777042016955,-0.034591413818759076,-0.2171131084995459,-0.19127562163086176,-2.5837486868684145
U56,b=1.5 R,FULL,-0.08291379225454101,0.33585259445715554,-0.24687554487573943,1.1419122031370215,1.1536628182453896,-0.011750615108368168,-0.21880802055871607,-0.19127562163086143,-2.753239892785464
U56,b=1.5 R,OOS,-0.22130903892553727,0.5060921283677383,-0.43729002393162886,1.1206977945543233,1.1856777042016955,-0.06497990964737221,-0.21880802055871607,-0.19127562163086176,-2.7532398927854307
U56,b=2.0 R,FULL,0.1980660341167185,0.2747378058415047,0.7209274803300355,1.17096133804566,1.1536628182453896,0.017298519800270418,-0.22839270600621253,-0.19127562163086143,-3.7117084375351106
