repair,within_scope,cells,med_LSENS,p90_LSENS,flip_rate,med_LSENS_within,med_LSENS_between
P_RAW,W_LADDER,2916,2.523197529603124,13.714009375683084,0.15672153635116598,1.6544246663455515,3.1377882269731203
P_RAW,W_FIX3,2916,3.13778822697312,18.95128163206633,0.35802469135802467,1.0,3.1377882269731203
P_FREEZE,W_LADDER,2916,1.0,1.0,0.0,1.0,1.0
P_FREEZE,W_FIX3,2916,1.0,1.0,0.0,1.0,1.0
P_CMATCH,W_LADDER,2916,1.7334329279630947,3.7781687695832584,0.050411522633744855,1.6544246663455515,1.9250876735429203
P_CMATCH,W_FIX3,2916,1.9250876735429203,5.431806941335544,0.15672153635116598,1.0,1.9250876735429203
P_CMNORM,W_LADDER,2916,1.863032695102124,3.881107071916959,0.11865569272976681,1.6544246663455515,1.7008676058398364
P_CMNORM,W_FIX3,2916,1.7008676058398366,4.210852692407673,0.1670096021947874,1.0,1.7008676058398364
P_ELAST,W_LADDER,2916,4.20042763183743,70.47904510225456,0.102880658436214,1.6544246663455515,3.9142173519938344
P_ELAST,W_FIX3,2916,3.9142173519938344,49.7827268533472,0.12482853223593965,1.0,3.9142173519938344
