panel,rung,gross,family,state,side,prior,level,w,depth,cadence,on_share,gap,g_eff,twin_Sharpe,dSharpe,dOOS,dIS,dCAGR,dMaxDD,win,tie,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,p4b,p4a_oos,p4b_oos,fail4b,both
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,0.25,D,0.1109610623452622,0.027740265586315593,0.7291948008102633,1.1292296233293069,0.08265085255924531,0.12522451852393868,0.033249289510220326,0.004890383552468958,0.01139019633653926,True,False,0.11452563404428728,1.2118804758885522,-0.14209883176664495,1.1937529212895097,1.2298533675250476,1.0863475168844352,0.12549831859092464,1.314665591896192,-0.14209883176664517,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,0.25,W,0.11568759846950259,0.02892189961737568,0.7283085752869682,1.1292316069149837,0.05801921359277107,0.11586662383664748,-0.01073922309702624,0.0026645912692173646,0.015401303125575527,True,False,0.11216574293819348,1.1872508205077548,-0.13790841868460313,1.1529141543350692,1.2204287791709723,1.0423602963938787,0.1250439653099682,1.3053103089960651,-0.1379084186846028,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,0.5,D,0.1109610623452622,0.055480531172631076,0.7083896016205267,1.129276574015034,0.15517153148687757,0.24316445280831722,0.05745826482594363,0.00959935215972818,0.022685433491106743,True,False,0.11608598457754882,1.2844481055019115,-0.12658760783652634,1.2202948929022206,1.3469752752059951,1.1105871003079044,0.12880290530940752,1.43266732583272,-0.12658760783652634,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,0.5,W,0.11568759846950259,0.05784379923475125,0.7066171505739366,1.1292805391969745,0.10364753763488443,0.2232672268364706,-0.03355852833412998,0.005150797929824424,0.030863860378713137,True,False,0.11136913948919824,1.232928076831859,-0.11804950036084971,1.1358459453175054,1.3268085167348447,1.019572894762801,0.12790351430655478,1.4127753165914136,-0.11804950036084982,False,True,True,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,1.0,D,0.1109610623452622,0.11096106234526226,0.6667792032410533,1.1293698939246064,0.23547761147638813,0.39101193101358755,0.06892285927350228,0.01847249186005029,0.036160734190313515,True,False,0.11866389515062203,1.3648475054009945,-0.10465121034684899,1.2343878258060184,1.4971641105580729,1.1221126962849373,0.13469866202524972,1.5806374878014602,-0.10155433415521764,False,True,True,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,252,1.0,W,0.11568759846950259,0.1156875984695026,0.6632343011478731,1.129377809821855,0.13004299586786172,0.35420592099929604,-0.11972713131738522,0.009591042674419237,0.029230869915131907,True,False,0.10924627355502636,1.2594208056897167,-0.1108584572300273,1.0592860013018859,1.4593899911908061,0.9334678903605026,0.1329383296215556,1.5438418751896603,-0.08623210132995784,False,True,True,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,0.25,D,0.10623452622102184,0.026558631555255507,0.7300810263335584,1.1292276391847909,0.060973437991795,0.07593462056584066,0.04371079094786312,0.003235317028856599,0.003930240413949515,True,False,0.11300466754773608,1.1902010771765859,-0.14973807682281615,1.2039955362740322,1.1792571462459684,1.0968077259397748,0.1221112563652742,1.2653730813236717,-0.14973807682281604,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,0.25,W,0.10555930677470178,0.0263898266936754,0.7302076299797434,1.1292273479640111,0.028425416226095956,0.059249763264398014,-0.009415845172346948,0.0009864165478157272,-0.004001341161090632,True,False,0.11077498975167721,1.157652764190107,-0.15769536970935893,1.1537636223360506,1.1633821624708227,1.0436809001685008,0.12213784300902453,1.2486878404973991,-0.15769536970935893,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,0.5,D,0.10623452622102184,0.053117263110510904,0.7101620526671168,1.1292726192005054,0.11062436613945392,0.13945132251364134,0.07828827818469053,0.006305024326787478,0.0077360754190825,True,False,0.1130598006013177,1.2398969853399593,-0.1418963552520781,1.2405934938630256,1.240034302934285,1.1314145331685974,0.12206035895822809,1.3289489921607511,-0.1418963552520781,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,0.5,W,0.10555930677470178,0.05277965338735091,0.7104152599594868,1.1292720414053659,0.04501037196221458,0.10687927623289806,-0.030013246350271805,0.0018415260723834148,-0.00801160750016916,True,False,0.108634588474942,1.1742824133675804,-0.15769536970935916,1.1384335122315163,1.2089266609588767,1.0231126317143635,0.122157357956858,1.2963761855390863,-0.15769536970935927,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,1.0,D,0.10623452622102184,0.10623452622102181,0.6703241053342337,1.1293620347598023,0.15113718398602516,0.1916428148231062,0.10711615493050419,0.01194924147917531,0.014974543200478418,True,False,0.11267683563008468,1.2804992187458275,-0.1265596260580193,1.271199072148987,1.289604017235715,1.16030084574605,0.12134713392276786,1.3812580477418597,-0.12655962605801896,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,504,1.0,W,0.10555930677470178,0.10555930677470182,0.6708305199189737,1.1293608862883024,0.02989910495779391,0.14496300644698423,-0.10849119212506497,0.0031606111923836444,-0.016057888415340393,True,False,0.10396489417487143,1.1592599912460964,-0.15769536970935893,1.0687040627463653,1.245075733222396,0.9446927469096956,0.12171442159067647,1.334576730418802,-0.15769536970935882,False,False,False,True,CAGR,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,0.25,D,0.05964438442493811,0.014911096106234534,0.7388166779203241,1.129207823850711,0.02434827606246892,0.030501270600119756,0.017338242728439424,0.00037672399057187,0.0009913642619923113,True,False,0.11146838942593629,1.15355609991318,-0.15444427110640013,1.1774165093881455,1.1341290057869526,1.0704222772184364,0.12031370076042225,1.219913632901628,-0.15444427110640002,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,0.25,W,0.0591942381273914,0.014798559531847832,0.7389010803511141,1.1292076354329692,0.02459899320647807,0.03602694756016045,0.010496101550536485,0.0009699752107288351,-0.004864605887023532,True,False,0.11207435556501455,1.1538066286394473,-0.16031722193330988,1.1708966107854633,1.1410569660959742,1.0635800134106406,0.12193653644520164,1.2254390616749942,-0.16031722193331,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,0.5,D,0.05964438442493811,0.029822192212469067,0.7276333558406483,1.129233123373908,0.03910416934522809,0.049592622914980566,0.027444649536234378,0.000648760555717498,0.0017773449909118666,True,False,0.11004759807210651,1.168337292719136,-0.15139555157630025,1.1896029423966958,1.150411514794794,1.080545156907232,0.11854217084710306,1.2390383047610247,-0.15139555157630047,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,0.5,W,0.0591942381273914,0.029597119063695665,0.7278021607022283,1.1292327440134098,0.04096409062951256,0.06311495100798314,0.013742176824192098,0.0018496671340741955,-0.009790236568585908,True,False,0.11127408314590959,1.1701968346429223,-0.1629973409221699,1.1765817016814288,1.1667358680820217,1.0668424370608467,0.12181179547871901,1.2525601333616012,-0.16299734092217022,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,1.0,D,0.05964438442493811,0.059644384424938135,0.7052667116812964,1.1292835708354427,0.032005043064923466,0.04201746501590575,0.02167375807362837,0.000880865646033957,0.0027418462070362137,True,False,0.10689492717579885,1.1612886139003662,-0.145897573496791,1.1865497258162112,1.1389272602253517,1.0748071597774427,0.11461986482451714,1.2315295431599957,-0.1458975734967911,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,1008,1.0,W,0.0591942381273914,0.05919423812739144,0.7056043214044564,1.1292828130356962,0.042949021018243716,0.08191980579283364,-0.00491838765898267,0.00333928044629217,-0.019823840339101007,True,False,0.10940433613305811,1.17223183405394,-0.16853164971859436,1.161425034547684,1.1841452228240708,1.048214519447944,0.12125091033776347,1.2714308869955049,-0.16853164971859447,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,0.25,D,0.04478955660589692,0.01119738915147428,0.7416019581363943,1.1292014997020854,0.021249470255399805,0.041009831567401234,-1.2372733947829673e-05,0.0006670489551923175,0.006260614696506739,True,False,0.11218028649548084,1.1504509699574852,-0.14973807682281615,1.1575880917181356,1.144658245068724,1.0530675465380739,0.12084641159260934,1.2304138625697234,-0.14973807682281615,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,0.25,W,0.0420886788206167,0.010522169705154183,0.7421083727211344,1.129200342226079,0.019126017599085943,0.03623387972349468,-1.1619686652863948e-05,0.0011251227146498177,-0.0015943803499400833,True,False,0.11271495659280628,1.148326359825165,-0.15769536970935905,1.1575880917181356,1.1411348894826008,1.0530675465380739,0.12182938514798058,1.2256363857314483,-0.15769536970935893,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,0.5,D,0.04478955660589692,0.022394778302948448,0.7332039162727887,1.12922050509096,0.03521969373988498,0.07012773868652489,-2.474301302712867e-05,0.0012552827182801263,0.012404056026469323,True,False,0.11149733422762043,1.164440198830845,-0.14189635525207833,1.1575880917181356,1.1710629446557783,1.0530675465380739,0.11959139226011306,1.259556803838573,-0.14189635525207822,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,0.5,W,0.0420886788206167,0.021044339410308366,0.7342167454422688,1.1292182031342495,0.032771508623917533,0.0632709862406795,-2.3244282617795875e-05,0.00219174031045255,-0.0031899998183096967,True,False,0.11258712273528793,1.161989711758167,-0.15769536970935916,1.1575880917181356,1.1666411947072426,1.0530675465380739,0.12159433135936637,1.2526970195716327,-0.15769536970935905,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,1.0,D,0.04478955660589692,0.044789556605896896,0.7164078325455774,1.1292584658738343,0.03685636725055619,0.07697251981830444,-4.947754068385102e-05,0.0021969943488167054,0.024339419900078818,True,False,0.10989698913349577,1.1661148331243905,-0.12655962605801896,1.1575880917181356,1.174414399019025,1.0530675465380739,0.11665302477966422,1.2664515633409286,-0.12655962605801863,False,True,False,True,-,False
U56,0,0.75,BREADTH-LO,BREADTH,LO,True,0.07,2016,1.0,W,0.0420886788206167,0.04208867882061673,0.7184334908845375,1.1292539264712256,0.04099029843909152,0.08074362785820521,-4.651773977459861e-05,0.004150466500499439,-0.006385966005214239,True,False,0.11215691715571863,1.170244224910317,-0.15769536970935927,1.1575880917181356,1.1825164177255763,1.0530675465380739,0.12080345670118109,1.270216696858332,-0.15769536970935927,False,True,False,True,-,False
