panel,book,cost,gross,window,n_fail,cls,closes,closers,closer_lo,closer_hi,margin,m_H1,m_H2,m_SHARPE,m_DD,m_CAGR
broad136,EWband0.00-M,0.0,0.15,IS,1,CAGR,True,2,0.9,1.0,-0.08748181103298991,0.14979787024473634,0.2465496549351831,0.22701422953755124,0.11637406320331148,-0.08748181103298991
broad136,EWband0.00-M,0.0,0.3,IS,1,CAGR,True,2,0.9,1.0,-0.07012230262316599,0.15173393051328354,0.24782022818169192,0.22861364436155607,0.1005925160179483,-0.07012230262316599
broad136,EWband0.00-M,0.0,0.45,IS,1,CAGR,True,2,0.9,1.0,-0.05264261376860058,0.15365801305364535,0.24909811791880476,0.2302056151693157,0.08500248647622369,-0.05264261376860058
broad136,EWband0.00-M,0.0,0.6,IS,1,CAGR,True,2,0.9,1.0,-0.03504565185630326,0.15557106709878188,0.2503833805031843,0.231790645552171,0.06960100367334934,-0.03504565185630326
broad136,EWband0.00-M,0.0,0.75,IS,1,CAGR,True,2,0.9,1.0,-0.01733442815209696,0.15747403593622544,0.2516760650182537,0.23336922679176575,0.054385168101621445,-0.01733442815209696
broad136,EWband0.00-M,10.0,0.15,IS,1,CAGR,True,1,1.0,1.0,-0.08778845839583338,0.1312863021431251,0.22539094703156737,0.20744762368716563,0.11625700447433254,-0.08778845839583338
broad136,EWband0.00-M,10.0,0.3,IS,1,CAGR,True,1,1.0,1.0,-0.07074217194465537,0.13333236804565174,0.22680157040455828,0.20916986517109049,0.1003618104325609,-0.07074217194465537
broad136,EWband0.00-M,10.0,0.45,IS,1,CAGR,True,1,1.0,1.0,-0.05358307135920726,0.1353484798459712,0.2282028982865767,0.21086747117600724,0.08466095967016765,-0.05358307135920726
broad136,EWband0.00-M,10.0,0.6,IS,1,CAGR,True,1,1.0,1.0,-0.03631500339802496,0.13733337099188847,0.2295946155127968,0.21253958979362086,0.06915129031707759,-0.03631500339802496
broad136,EWband0.00-M,10.0,0.75,IS,1,CAGR,True,1,1.0,1.0,-0.018941981773800243,0.13928963099360314,0.23097374436295404,0.21418621185961584,0.05382935011901149,-0.018941981773800243
broad136,EWband0.00-M,10.0,0.9,IS,1,CAGR,True,1,1.0,1.0,-0.0014682374679152455,0.14121618584289475,0.23234196472518298,0.21580751109049734,0.03869199373173818,-0.0014682374679152455
broad136,EWband0.00-M,25.0,0.15,IS,1,CAGR,True,1,1.0,1.0,-0.08824827393054602,0.10343803849243227,0.19355449257745905,0.1780093850042097,0.11608143218871173,-0.08824827393054602
broad136,EWband0.00-M,25.0,0.3,IS,1,CAGR,True,1,1.0,1.0,-0.07167135143709358,0.10564991120897416,0.19517628726676595,0.1799167819192775,0.10001581433162335,-0.07167135143709358
broad136,EWband0.00-M,25.0,0.45,IS,1,CAGR,True,1,1.0,1.0,-0.05499234477773174,0.10780472606006519,0.19676374363372884,0.18177362086373794,0.08414880785674597,-0.05499234477773174
broad136,EWband0.00-M,25.0,0.6,IS,1,CAGR,True,1,1.0,1.0,-0.03821650003478039,0.10989788487871277,0.1983159880740839,0.18357701206514898,0.06847696362021252,-0.03821650003478039
broad136,EWband0.00-M,25.0,0.75,IS,1,CAGR,True,1,1.0,1.0,-0.021349320959074602,0.11193446596048429,0.19982548165646352,0.18532619922170457,0.052996000018118244,-0.021349320959074602
broad136,EWband0.00-M,25.0,0.9,IS,1,CAGR,True,1,1.0,1.0,-0.00439669178396318,0.11391034450871806,0.201296387288048,0.1870208871450143,0.037702299124446365,-0.00439669178396318
broad136,EWband0.00-W,0.0,0.15,IS,1,CAGR,True,1,1.0,1.0,-0.08878911614134177,0.1022420274287753,0.2444254124554861,0.20031369334342264,0.11641281163792386,-0.08878911614134177
broad136,EWband0.00-W,0.0,0.3,IS,1,CAGR,True,1,1.0,1.0,-0.07280626654923672,0.10247119730954846,0.2451170480968703,0.20076313725342332,0.10060496973738,-0.07280626654923672
broad136,EWband0.00-W,0.0,0.45,IS,1,CAGR,True,1,1.0,1.0,-0.056775138688873406,0.10270093848109207,0.2458104753418373,0.20121327397748434,0.08492735561190115,-0.056775138688873406
broad136,EWband0.00-W,0.0,0.6,IS,1,CAGR,True,1,1.0,1.0,-0.040701213995203545,0.10293127602712193,0.2465057002287001,0.20166411920962735,0.06938064992604612,-0.040701213995203545
broad136,EWband0.00-W,0.0,0.75,IS,1,CAGR,True,1,1.0,1.0,-0.024590100769589562,0.10316223475014397,0.24720272869048698,0.20211568828430293,0.05396550535870939,-0.024590100769589562
broad136,EWband0.00-W,0.0,0.9,IS,1,CAGR,True,1,1.0,1.0,-0.00844753294703049,0.10339383916198486,0.2479015665525317,0.2025679961686313,0.0386825466946589,-0.00844753294703049
broad136,EWband0.00-W,10.0,0.15,IS,1,CAGR,False,0,,,-0.08944938835215266,0.06001940932698435,0.19566558159381087,0.1554225517811565,0.11618207665687155,-0.08944938835215266
broad136,EWband0.00-W,10.0,0.3,IS,1,CAGR,False,0,,,-0.07413897991205165,0.06052154429070489,0.19663533359611196,0.1561446691041648,0.10015500140328518,-0.07413897991205165
broad136,EWband0.00-W,10.0,0.45,IS,1,CAGR,False,0,,,-0.05879381708017373,0.06098621847574148,0.19757429685199668,0.1568322994841551,0.08426949891569405,-0.05879381708017373
broad136,EWband0.00-W,10.0,0.6,IS,1,CAGR,False,0,,,-0.04342105249462758,0.06140827045786823,0.19848007774878762,0.15748149310207116,0.06852583243029323,-0.04342105249462758
broad136,EWband0.00-W,10.0,0.75,IS,1,CAGR,False,0,,,-0.028028345285202483,0.06178499697367146,0.19934622637987487,0.15808788658212647,0.05292126170409664,-0.028028345285202483
