phi,delta,n_IS,n_OOS,n_both,pick,pick_g,pick_f,pick_IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dSharpe_vs_ctrl,dSharpe_vs_SPY,dSharpe_vs_RULESv1
0.0,0.1,13,12,3,B136k20d00,0.2,0.15,1.378077688225827,0.031176513200898537,1.4251595258405816,-0.03073209414830891,0.3698575516265157,0.54313560224335,0.8489089880367582
0.0,0.2,190,236,91,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.3,416,518,257,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.4,624,768,423,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.5,775,981,569,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.6,852,1123,671,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.7,894,1180,709,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.8,914,1200,726,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,0.9,918,1200,728,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.0,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.1,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.2,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.3,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.4,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.5,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.6,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.7,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.8,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,1.9,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.0,2.0,919,1200,729,B136k80d13,0.4,0.3,1.4294828468837715,0.05362007846264971,1.055301974214066,-0.08958509237658718,0.0,0.17327805061683432,0.4790514364102425
0.1,0.1,13,11,3,B136k20d00,0.2,0.15,1.378077688225827,0.031176513200898537,1.4251595258405816,-0.03073209414830891,0.3698575516265157,0.54313560224335,0.8489089880367582
