support,statistic,window,var_signal,var_noise,lam,r_full,r_pred,r_obs,d
SMALL439@55,DROP,FULL_IS,5.036949418624524,8.67217270814969,0.6061484126172971,0.4815486649234198,0.29188995884130964,0.15352975808244024,-0.1383602007588694
SMALL439@55,DROP,TRAIL3Y,5.036949418624524,8.67217270814969,0.6061484126172971,0.6505004441800525,0.3942998116465855,0.1663481484858334,-0.2279516631607521
SMALL439@55,DROP,TRAIL1Y,5.036949418624524,8.67217270814969,0.6061484126172971,0.5563992703031516,0.3372605344756778,0.18634570091241756,-0.15091483356326021
SMALL439@55,SPREAD,FULL_IS,5.036949418624524,8.67217270814969,0.6061484126172971,0.5642341575627307,0.3420096389511071,0.10538218604455946,-0.23662745290654763
SMALL439@55,SPREAD,TRAIL3Y,5.036949418624524,8.67217270814969,0.6061484126172971,0.6154964059972727,0.3730821694668983,0.22504495329917065,-0.14803721616772766
SMALL439@55,SPREAD,TRAIL1Y,5.036949418624524,8.67217270814969,0.6061484126172971,0.4993636886387412,0.30268850718709117,0.1830166781548122,-0.11967182903227896
SMALL439@135,DROP,FULL_IS,5.762206063769846,3.3512263621011993,0.795157946927449,0.4815486649234198,0.3829072477461606,0.30575137289595494,-0.07715587485020564
SMALL439@135,DROP,TRAIL3Y,5.762206063769846,3.3512263621011993,0.795157946927449,0.6505004441800525,0.5172505976696041,0.46461885933709457,-0.05263173833250956
SMALL439@135,DROP,TRAIL1Y,5.762206063769846,3.3512263621011993,0.795157946927449,0.5563992703031516,0.4424253014461848,0.4473581538687495,0.004932852422564693
SMALL439@135,SPREAD,FULL_IS,5.762206063769846,3.3512263621011993,0.795157946927449,0.5642341575627307,0.44865527431391966,0.3646771016173514,-0.08397817269656827
SMALL439@135,SPREAD,TRAIL3Y,5.762206063769846,3.3512263621011993,0.795157946927449,0.6154964059972727,0.489416858534015,0.4213461844963192,-0.06807067403769579
SMALL439@135,SPREAD,TRAIL1Y,5.762206063769846,3.3512263621011993,0.795157946927449,0.4993636886387412,0.39707300542809937,0.3411828787870315,-0.05589012664106785
B136@55,DROP,FULL_IS,2.157425127703083,2.229858211163394,0.7012453992119292,0.0025977785412853805,0.0018216802502478498,-0.12997812654354726,-0.1317998067937951
B136@55,DROP,TRAIL3Y,2.157425127703083,2.229858211163394,0.7012453992119292,0.08590048650551943,0.060237320952061905,-0.01975109907300606,-0.07998842002506797
B136@55,DROP,TRAIL1Y,2.157425127703083,2.229858211163394,0.7012453992119292,0.18925356675692903,0.1327131929727442,0.010115269872274554,-0.12259792310046964
B136@55,SPREAD,FULL_IS,2.157425127703083,2.229858211163394,0.7012453992119292,-0.05159708931698448,-0.03618222149626235,-0.13292298724243867,-0.09674076574617632
B136@55,SPREAD,TRAIL3Y,2.157425127703083,2.229858211163394,0.7012453992119292,0.13053877016605842,0.0915397119977319,-0.09031269834153412,-0.18185241033926602
B136@55,SPREAD,TRAIL1Y,2.157425127703083,2.229858211163394,0.7012453992119292,0.3366951119966937,0.2361058982248267,0.032727345595717126,-0.20337855262910956
