panel,strict_set_empty,pool_size,pick_N,pick_gross,worst_IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Sharpe_ens_worst,OOS_CAGR_ens_worst,OOS_MaxDD_ens_worst,ens_worst_point,robust4b_pick,pass4b_anchor_pick,inc_OOS_Sharpe,inc_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,live_OOS_CAGR,live_OOS_MaxDD
U56,False,1,20,0.65,1.045362066788833,0.14954770134796957,1.1833330620238236,-0.16729674322524268,1.0771132156332894,0.13911820434345334,-0.19421471223996256,Mon/d3,True,True,1.1837143680307356,0.17297636232876257,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2778075576954295,0.09466489117832899,-0.12054947716248854
B136,False,3,25,0.65,1.1513518561466587,0.1450707578644186,1.06332613636438,-0.18927136632816866,0.9868475397492114,0.13921415976424512,-0.22221828453419024,Mon/d3,False,True,1.0244937706927486,0.162993809626496,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,0.07884939392053303,-0.12240985403190019
SMALL,True,16,20,0.45,0.6058610538430754,0.04646518395541488,0.45294210337842983,-0.22810898830489035,0.4107396368451695,0.04141590326972522,-0.23421127552185284,Fri/d3,False,False,0.45424585897421693,0.07104749988706494,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6516492954577333,0.044697858575210914,-0.12176044561639543
