claim,n,conv_mean,conv_pos,raw_mean,raw_pos,conv_per_pp_med,raw_per_pp_med
"idea 26 + idea 100's S9 arm: dSharpe>0 in 36/36, mean +0.052",36,0.05238951657982194,36,0.037968005431248404,23,0.03086921540262782,0.005303803639703331
"idea 100's S4 arm: dSharpe>0 in 36/36, mean +0.265",36,0.2645767347712091,36,0.09046097871559645,36,0.09018364890083735,0.03656027672679009
