stat,tau,n_pick,mean_OOS_lift,t_lift,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,mean_d_vs_ctl,t_d_vs_ctl,wins_vs_ctl,nonties,star,sign_p
sd,0.0,63,0.024405474061588873,2.1056431500572477,0.9410154301449227,0.10630219138779012,-0.19371766189849068,-0.02059220809644907,-1.4337283678010524,22,59,True,0.06744461190078899
sd,0.0014433798384811327,56,0.024503090281018665,2.114692931979157,0.9411130463643526,0.10350793934756965,-0.18922316192026267,-0.02049459187701928,-1.4267132881862532,22,52,False,0.3317497633694906
sd,0.035161018065763994,50,0.027663355213399816,2.4283134591498663,0.9442733112967336,0.1030099082976344,-0.18775752668766252,-0.017334326944638136,-1.219653820014585,22,47,False,0.7708669945730264
sd,0.048474722896346016,44,0.027012896548303203,2.4353686377055475,0.943622852631637,0.10297545603333376,-0.1873215262332594,-0.017984785609734752,-1.2852830481229363,21,44,False,0.880395821280672
sd,0.06164347672092173,38,0.043507054108097507,4.289357515494257,0.9601170101914314,0.09761936998323471,-0.17812543316131701,-0.0014906280499404425,-0.13440187303654966,20,38,False,0.8714146793645341
sd,0.07781321149447633,31,0.05163395376610219,5.5295614677358715,0.9682439098494361,0.09328483542461435,-0.17257079071170262,0.006636271608064237,0.6854108610626037,17,31,False,0.720100131817162
sd,0.08350984266054622,25,0.05335702165716326,5.819915452178567,0.9699669777404971,0.0919360239346384,-0.16948924630985132,0.008359339499125306,0.8950976461996584,14,25,False,0.6900379657745361
sd,0.09470938298609573,19,0.051135221478071036,5.53111771206265,0.967745177561405,0.08460291246635888,-0.1558825500599316,0.006137539320033104,0.7417985820290928,9,19,False,1.0
sd,0.11612326834562897,13,0.041271932236645326,5.730968415399882,0.9578818883199792,0.08063963562131954,-0.14847726713955522,-0.003725749921392617,-0.7329225246218938,4,13,False,0.266845703125
sd,0.17659403425421016,7,0.04183068899101368,5.927764805765259,0.9584406450743476,0.07998605356689871,-0.1447094277273764,-0.0031669931670242637,-0.8382406762348514,2,7,False,0.453125
sd,1000000000.0,0,0.044997682158037955,5.6599158219287276,0.961607638241372,0.08035867725946397,-0.14297623119202868,0.0,,0,0,False,
span,0.0,63,0.024405474061588873,2.1056431500572477,0.9410154301449227,0.10630219138779012,-0.19371766189849068,-0.02059220809644907,-1.4337283678010524,22,59,False,0.06744461190078899
span,0.004007450049867112,56,0.024503090281018665,2.114692931979157,0.9411130463643526,0.10350793934756965,-0.18922316192026267,-0.02049459187701928,-1.4267132881862532,22,52,False,0.3317497633694906
span,0.07401166263879766,50,0.027663355213399816,2.4283134591498663,0.9442733112967336,0.1030099082976344,-0.18775752668766252,-0.017334326944638136,-1.219653820014585,22,47,False,0.7708669945730264
span,0.12671264046721126,44,0.032386750708642775,2.9591567438002584,0.9489967067919766,0.10206103226673982,-0.1853917313672689,-0.01261093144939517,-0.9697620469279635,21,43,False,1.0
span,0.16329989779645177,38,0.04107394412196488,3.9889937937925835,0.9576839002052987,0.09765981620662678,-0.17876281438777114,-0.0039237380360730625,-0.3461377340314745,19,38,False,1.0
span,0.20045572731572547,31,0.04734186201596813,4.856188073121699,0.9639518180993021,0.09424851481222041,-0.17326347410428283,0.0023441798579301775,0.22856633761092532,16,31,False,1.0
span,0.22623609976998682,25,0.048538204134969884,5.098682963713256,0.9651481602183039,0.09080446503988958,-0.16685599577991336,0.0035405219769319277,0.3751066302999318,12,25,False,1.0
span,0.24381649730852423,19,0.051135221478071036,5.53111771206265,0.967745177561405,0.08460291246635888,-0.1558825500599316,0.006137539320033104,0.7417985820290928,9,19,False,1.0
span,0.30096464436012543,13,0.041271932236645326,5.730968415399882,0.9578818883199792,0.08063963562131954,-0.14847726713955522,-0.003725749921392617,-0.7329225246218938,4,13,False,0.266845703125
span,0.4549511040216705,7,0.04183068899101368,5.927764805765259,0.9584406450743476,0.07998605356689871,-0.1447094277273764,-0.0031669931670242637,-0.8382406762348514,2,7,False,0.453125
span,1000000000.0,0,0.044997682158037955,5.6599158219287276,0.961607638241372,0.08035867725946397,-0.14297623119202868,0.0,,0,0,False,
