panel,estimator,family,k,gross,book,b_is,dd_is,b_oos,dd_oos
U56,OLSD,MOM,5,0.25,MOM|5|0.25,0.20463424912747347,-0.05766647346812137,0.24058683729786687,-0.10078758658197307
U56,OLSD,MOM,5,0.5,MOM|5|0.50,0.41093031591230955,-0.11347489310774717,0.4841192512193185,-0.1910823830566759
U56,OLSD,MOM,5,0.75,MOM|5|0.75,0.6191508048300909,-0.16749814389020545,0.7311209497243734,-0.27242453500135344
U56,OLSD,MOM,5,1.0,MOM|5|1.00,0.8295759482623198,-0.2198053473452951,0.9821766108390224,-0.3460670057986601
U56,OLSD,MOM,10,0.25,MOM|10|0.25,0.19010697620690223,-0.0452149547856916,0.2142248632721678,-0.0838328807423131
U56,OLSD,MOM,10,0.5,MOM|10|0.50,0.3813718330970206,-0.0892350627813685,0.43010199610466815,-0.16098636975112746
U56,OLSD,MOM,10,0.75,MOM|10|0.75,0.5739377671158068,-0.13209341830817234,0.6479027045702818,-0.23215156185759167
U56,OLSD,MOM,10,1.0,MOM|10|1.00,0.7679538699046901,-0.17382190987957946,0.8679216443854125,-0.29792749355108394
U56,OLSD,MOM,20,0.25,MOM|20|0.25,0.16940120776133502,-0.04109108325441524,0.18524445562322764,-0.06909296829938238
U56,OLSD,MOM,20,0.5,MOM|20|0.50,0.33980149492673456,-0.08069761547948473,0.37166653119820386,-0.13402050140971788
U56,OLSD,MOM,20,0.75,MOM|20|0.75,0.5113054921421711,-0.11889266083518346,0.5594242737426314,-0.1950685554733962
U56,OLSD,MOM,20,1.0,MOM|20|1.00,0.6840246108290877,-0.15574540737439457,0.7486862376608795,-0.25249895232371633
U56,OLSD,MOM,40,0.25,MOM|40|0.25,0.13497399713584812,-0.03348758716816502,0.13313871615731632,-0.04803662484681959
U56,OLSD,MOM,40,0.5,MOM|40|0.50,0.2706096654696457,-0.06646946122562514,0.2666198855470541,-0.09390962456331675
U56,OLSD,MOM,40,0.75,MOM|40|0.75,0.40696571779049706,-0.09895309237285255,0.40048737087370456,-0.13773258035634883
U56,OLSD,MOM,40,1.0,MOM|40|1.00,0.5441036651313733,-0.1309456946472225,0.5347860067435202,-0.1796121942232679
U56,OLSD,MOM,ALL,0.25,MOM|ALL|0.25,0.15558488919527727,-0.03429495464349219,0.16776488245397456,-0.059335366130360945
U56,OLSD,MOM,ALL,0.5,MOM|ALL|0.50,0.3120056693944898,-0.06808543016943547,0.3366915563087635,-0.11600190957294798
U56,OLSD,MOM,ALL,0.75,MOM|ALL|0.75,0.46933691110682346,-0.10137653584932804,0.5069044158676169,-0.17012391013010708
U56,OLSD,MOM,ALL,1.0,MOM|ALL|1.00,0.6276577647789127,-0.13417269152800437,0.6785374776965867,-0.22181808476366927
U56,OLSD,MOMVS,5,0.25,MOMVS|5|0.25,0.10688346244673481,-0.03404151645982467,0.11307498141443961,-0.05372998228734571
U56,OLSD,MOMVS,5,0.5,MOMVS|5|0.50,0.2143796457937264,-0.06756327294853115,0.22634392449017546,-0.10501140390009178
U56,OLSD,MOMVS,5,0.75,MOMVS|5|0.75,0.3225455166068664,-0.1005830998377153,0.3398444168449745,-0.15396113541936485
U56,OLSD,MOMVS,5,1.0,MOMVS|5|1.00,0.4314405816389341,-0.13311802722321975,0.4536145356756239,-0.20068875755341542
U56,OLSD,MOMVS,10,0.25,MOMVS|10|0.25,0.1319850862085245,-0.033428044070216045,0.1365756568916962,-0.04651127683054157
U56,OLSD,MOMVS,10,0.5,MOMVS|10|0.50,0.264443113593553,-0.06601954674640309,0.2735078487358749,-0.0912811260249271
U56,OLSD,MOMVS,10,0.75,MOMVS|10|0.75,0.39742903222911985,-0.09783444828402077,0.41084996471624063,-0.13437531045479256
U56,OLSD,MOMVS,10,1.0,MOMVS|10|1.00,0.5309995670283792,-0.1289244635319896,0.5486566017120363,-0.17585634520537496
U56,OLSD,MOMVS,20,0.25,MOMVS|20|0.25,0.1518044359007761,-0.038412634462745676,0.16313828013923432,-0.06392073782968521
U56,OLSD,MOMVS,20,0.5,MOMVS|20|0.50,0.3043823128774504,-0.07556696251223671,0.3274260749680691,-0.12450876305263592
U56,OLSD,MOMVS,20,0.75,MOMVS|20|0.75,0.45780721205662556,-0.1115236796966157,0.49298340116023986,-0.18194885885285428
U56,OLSD,MOMVS,20,1.0,MOMVS|20|1.00,0.6121570469896389,-0.14633753968501084,0.6599382216054716,-0.2364136904656261
U56,OLSD,MOMVS,40,0.25,MOMVS|40|0.25,0.13353926196067836,-0.03233371712086908,0.1307362417541206,-0.048590979573922666
U56,OLSD,MOMVS,40,0.5,MOMVS|40|0.50,0.26771885582414084,-0.06422748372559917,0.2618140873536854,-0.09500566350435857
U56,OLSD,MOMVS,40,0.75,MOMVS|40|0.75,0.4025949007486399,-0.09568820076713858,0.3932748274168146,-0.13935585930990724
U56,OLSD,MOMVS,40,1.0,MOMVS|40|1.00,0.5382261426783912,-0.12672167572264736,0.5251606605942795,-0.18174673767702088
U56,OLSD,MOMVS,ALL,0.25,MOMVS|ALL|0.25,0.15558488919527727,-0.03429495464349219,0.16776488245397456,-0.059335366130360945
U56,OLSD,MOMVS,ALL,0.5,MOMVS|ALL|0.50,0.3120056693944898,-0.06808543016943547,0.3366915563087635,-0.11600190957294798
U56,OLSD,MOMVS,ALL,0.75,MOMVS|ALL|0.75,0.46933691110682346,-0.10137653584932804,0.5069044158676169,-0.17012391013010708
U56,OLSD,MOMVS,ALL,1.0,MOMVS|ALL|1.00,0.6276577647789127,-0.13417269152800437,0.6785374776965867,-0.22181808476366927
U56,OLSD,MADIST,5,0.25,MADIST|5|0.25,0.19344071571549679,-0.05595067370982798,0.22032792984379806,-0.08764805777203477
U56,OLSD,MADIST,5,0.5,MADIST|5|0.50,0.38804381328356713,-0.10980707829731373,0.44175657300324006,-0.1661917256529406
U56,OLSD,MADIST,5,0.75,MADIST|5|0.75,0.5840334647223874,-0.16162276961495736,0.6646023307488089,-0.23696694312947209
U56,OLSD,MADIST,5,1.0,MADIST|5|1.00,0.7816431016028613,-0.21144937209269332,0.889194045280135,-0.30106057555998145
U56,OLSD,MADIST,10,0.25,MADIST|10|0.25,0.18501032145565313,-0.044390008279561854,0.20694952754528712,-0.07050028762353466
U56,OLSD,MADIST,10,0.5,MADIST|10|0.50,0.37104235939224123,-0.0873952994604672,0.4150333384587122,-0.1357063358939048
U56,OLSD,MADIST,10,0.75,MADIST|10|0.75,0.5582386010883292,-0.12905085669089023,0.6244615934405126,-0.1961435285656985
U56,OLSD,MADIST,10,1.0,MADIST|10|1.00,0.746749048088557,-0.16938729294292598,0.8354550678880843,-0.252270028319426
U56,OLSD,MADIST,20,0.25,MADIST|20|0.25,0.1687949423981481,-0.03894121724039401,0.18211729531345736,-0.06790812540395263
U56,OLSD,MADIST,20,0.5,MADIST|20|0.50,0.33842113810560964,-0.0765606335579313,0.3653089829567339,-0.13170169031328438
U56,OLSD,MADIST,20,0.75,MADIST|20|0.75,0.5089683165768614,-0.11292226975649067,0.5497223883958583,-0.19167301722567842
U56,OLSD,MADIST,20,1.0,MADIST|20|1.00,0.6805322039172256,-0.1480872651442221,0.7355137481681806,-0.2480891182213678
U56,OLSD,MADIST,40,0.25,MADIST|40|0.25,0.13605436924356273,-0.032402631323007136,0.13238734110928643,-0.04722520132857244
