kind,panel,mech,pair,seed,full_JACCARD_median,full_JACCARD_mean,full_JACCARD_p10,full_JACCARD_p90,full_OVERLAP_COEF_median,full_OVERLAP_COEF_mean,full_OVERLAP_COEF_p10,full_OVERLAP_COEF_p90,full_WEIGHT_L1_median,full_WEIGHT_L1_mean,full_WEIGHT_L1_p10,full_WEIGHT_L1_p90,H1_JACCARD_median,H1_JACCARD_mean,H1_JACCARD_p10,H1_JACCARD_p90,H1_OVERLAP_COEF_median,H1_OVERLAP_COEF_mean,H1_OVERLAP_COEF_p10,H1_OVERLAP_COEF_p90,H1_WEIGHT_L1_median,H1_WEIGHT_L1_mean,H1_WEIGHT_L1_p10,H1_WEIGHT_L1_p90,H2_JACCARD_median,H2_JACCARD_mean,H2_JACCARD_p10,H2_JACCARD_p90,H2_OVERLAP_COEF_median,H2_OVERLAP_COEF_mean,H2_OVERLAP_COEF_p10,H2_OVERLAP_COEF_p90,H2_WEIGHT_L1_median,H2_WEIGHT_L1_mean,H2_WEIGHT_L1_p10,H2_WEIGHT_L1_p90,OOS_JACCARD_median,OOS_JACCARD_mean,OOS_JACCARD_p10,OOS_JACCARD_p90,OOS_OVERLAP_COEF_median,OOS_OVERLAP_COEF_mean,OOS_OVERLAP_COEF_p10,OOS_OVERLAP_COEF_p90,OOS_WEIGHT_L1_median,OOS_WEIGHT_L1_mean,OOS_WEIGHT_L1_p10,OOS_WEIGHT_L1_p90,ret_rho,ret_rho_OOS
BOOK,U56,MOMONLY,W/H126 vs W/H0,-1,0.6,0.5740803059917078,0.3793103448275862,0.7391304347826086,0.75,0.7355682057265567,0.55,0.9,0.75,0.7077289588448856,0.5,0.85,0.6,0.5901876458341954,0.3793103448275862,0.7391304347826086,0.75,0.7422348414033728,0.6,0.85,0.75,0.7241201506000045,0.55,0.85,0.5384615384615384,0.5579802119161311,0.3448275862068966,0.7391304347826086,0.75,0.7289045689861674,0.55,0.9,0.7,0.6913451405453469,0.47058823529411764,0.85,0.5458333333333334,0.560062004508478,0.3333333333333333,0.7391304347826086,0.75,0.7284474392355414,0.55,0.9,0.7,0.6942002655587802,0.49999999999999994,0.85,0.9028853925425557,0.8894708110163005
BOOK,U56,MOMONLY,M/H0 vs M/H5,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BOOK,B136,CAND20,W/H126 vs M/H0,-1,0.3333333333333333,0.38349642846817517,0.14285714285714285,0.6666666666666666,0.5,0.5351403979020455,0.25,0.8,0.5,0.5230739802742392,0.25,0.8,0.35,0.40855677994560224,0.17647058823529413,0.6666666666666666,0.55,0.5629896443043675,0.3,0.85,0.5,0.5486272074253842,0.29999999999999993,0.8,0.3333333333333333,0.35844735527674154,0.1111111111111111,0.6,0.5,0.507303684913946,0.2,0.8,0.5,0.4975322532253224,0.19999999999999996,0.75,0.3333333333333333,0.3657100889242017,0.14285714285714285,0.6666666666666666,0.5,0.5142564810668259,0.25,0.8,0.5,0.5053434592227696,0.2499999999999999,0.7999999999999999,0.8859975217756638,0.8614976646030911
BOOK,B136,CAND20,W/H0 vs M/H0,-1,0.6666666666666666,0.6874785010700355,0.48148148148148145,1.0,0.8,0.8047227859608834,0.65,1.0,0.8,0.7986727593628107,0.6499999999999999,1.0,0.6666666666666666,0.7015792822026259,0.48148148148148145,1.0,0.85,0.8150008478689253,0.65,1.0,0.8,0.8103657009886318,0.6499999999999999,1.0,0.6666666666666666,0.6733840659235534,0.42857142857142855,1.0,0.8,0.7944493496432592,0.65,1.0,0.8,0.7869850800869561,0.6,1.0,0.6666666666666666,0.676483825676205,0.48148148148148145,1.0,0.8,0.7964969026713143,0.65,1.0,0.8,0.7896883612287424,0.6,1.0,0.9442721445351141,0.9277627162399975
BOOK,B136,CAND20,W/H126 vs W/H0,-1,0.3333333333333333,0.3586547255186024,0.14285714285714285,0.65,0.5,0.5068532244045401,0.25,0.8,0.5,0.4987196580339497,0.25,0.75,0.3333333333333333,0.3810322044512115,0.17647058823529413,0.6666666666666666,0.5,0.5330444608141459,0.3,0.8,0.5,0.5223256091934155,0.29999999999999993,0.8,0.2903225806451613,0.33628731745860024,0.1111111111111111,0.6,0.45,0.480673775230042,0.2,0.75,0.44999999999999996,0.4751243306148795,0.19999999999999996,0.75,0.3333333333333333,0.3439934311079494,0.1111111111111111,0.6,0.5,0.48854972436828953,0.2,0.7647058823529411,0.5,0.4834877925395166,0.19999999999999996,0.75,0.8667775608497557,0.8388251911857049
BOOK,B136,CAND20,M/H0 vs M/H5,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BOOK,B136,R3_84,W/H126 vs M/H0,-1,0.3793103448275862,0.4032665540480459,0.14285714285714285,0.6666666666666666,0.55,0.5522347035513815,0.25,0.85,0.5499999999999999,0.5402695688405234,0.25,0.8,0.3793103448275862,0.4139668218224205,0.14285714285714285,0.7391304347826086,0.55,0.565060783430887,0.25,0.85,0.5499999999999999,0.5506983465519039,0.25,0.85,0.3333333333333333,0.39257110187573,0.14285714285714285,0.6666666666666666,0.5,0.539414395985053,0.25,0.8,0.5,0.5298454845484548,0.25,0.8,0.3333333333333333,0.3950623798142627,0.14285714285714285,0.6666666666666666,0.5,0.5404264318057421,0.25,0.85,0.5,0.5316981390257252,0.25,0.8,0.897441594549418,0.876474321074656
BOOK,B136,R3_84,W/H0 vs M/H0,-1,0.7391304347826086,0.7064713994085138,0.48148148148148145,1.0,0.85,0.819329409344837,0.65,1.0,0.85,0.8132349920884464,0.65,1.0,0.7391304347826086,0.7222465139965565,0.5384615384615384,1.0,0.85,0.8306469532268722,0.7,1.0,0.85,0.8260118063465787,0.7,1.0,0.6666666666666666,0.6907033843319869,0.48148148148148145,1.0,0.8,0.8080169588668891,0.65,1.0,0.8,0.8004639279717445,0.6499999999999999,1.0,0.6666666666666666,0.6968120215672039,0.48148148148148145,1.0,0.8,0.8122593114130655,0.65,1.0,0.8,0.8053698062205321,0.6499999999999999,1.0,0.9491591376856994,0.9337196948158082
BOOK,B136,R3_84,W/H126 vs W/H0,-1,0.3333333333333333,0.37632067912545747,0.14285714285714285,0.6666666666666666,0.5,0.5222083105013013,0.25,0.8,0.5,0.5141484223823629,0.25,0.8,0.35,0.39016270441032896,0.14285714285714285,0.6666666666666666,0.55,0.5388751677029348,0.25,0.85,0.5,0.5281563160822043,0.25,0.8,0.3333333333333333,0.3624848833749176,0.1111111111111111,0.6666666666666666,0.5,0.5055489541354924,0.2,0.8,0.5,0.5001468328651046,0.19999999999999996,0.75,0.3333333333333333,0.36553018183418096,0.1111111111111111,0.6666666666666666,0.5,0.5076271658822102,0.2,0.8,0.5,0.5026996151996153,0.19999999999999996,0.8,0.8757699579793196,0.8488188778080222
BOOK,B136,R3_84,M/H0 vs M/H5,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
BOOK,B136,MOMONLY,W/H126 vs M/H0,-1,0.48148148148148145,0.4663275221335932,0.25,0.7391304347826086,0.65,0.6221063891219192,0.4,0.85,0.6499999999999999,0.6101772888495262,0.3500000000000001,0.85,0.48148148148148145,0.4831225077401807,0.25,0.7391304347826086,0.65,0.6409500225123819,0.4,0.85,0.6499999999999999,0.6265875856333987,0.3999999999999999,0.85,0.42857142857142855,0.44954009502637854,0.21212121212121213,0.6666666666666666,0.6,0.6032712362145305,0.35,0.8,0.6,0.5937743774377439,0.35,0.8,0.48148148148148145,0.45896022486965815,0.21212121212121213,0.6666666666666666,0.65,0.610886160455126,0.35,0.85,0.6000000000000001,0.6022235905856596,0.35,0.8,0.9187618818494023,0.9049324727034862
BOOK,B136,MOMONLY,W/H0 vs M/H0,-1,0.7391304347826086,0.7172013999871831,0.48148148148148145,1.0,0.85,0.8266342604529296,0.65,1.0,0.85,0.8204485865066324,0.6499999999999999,1.0,0.7391304347826086,0.7220471093657654,0.48148148148148145,1.0,0.85,0.8294237804818625,0.7,1.0,0.85,0.824548501528929,0.65,1.0,0.7391304347826086,0.7123578713959,0.48148148148148145,1.0,0.85,0.8238459958335507,0.65,1.0,0.85,0.8163505166306104,0.6499999999999999,1.0,0.7391304347826086,0.7158124679006647,0.48148148148148145,1.0,0.85,0.8262667498941499,0.65,1.0,0.85,0.8194297405390871,0.6499999999999999,1.0,0.9466621949811996,0.9324125399697615
BOOK,B136,MOMONLY,W/H126 vs W/H0,-1,0.42857142857142855,0.44359619758759816,0.21212121212121213,0.7391304347826086,0.6,0.5973361994828955,0.35,0.85,0.6,0.5892215711557143,0.35,0.8499999999999999,0.42857142857142855,0.458069264413251,0.21212121212121213,0.7391304347826086,0.6,0.6143591839118496,0.35,0.85,0.6,0.6036403322911191,0.35,0.85,0.42857142857142855,0.4291296442933699,0.21212121212121213,0.6666666666666666,0.6,0.5803208761630454,0.35,0.8,0.6,0.5748092991117293,0.34999999999999987,0.8,0.42857142857142855,0.43804251743376865,0.21212121212121213,0.7391304347826086,0.6,0.5881662507529914,0.35,0.85,0.6,0.5831388598629977,0.34999999999999987,0.8,0.905239282872386,0.8900939284139243
BOOK,B136,MOMONLY,M/H0 vs M/H5,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NULL,U56,NULL,W/H126 vs M/H0,0,0.25,0.23683596131947757,0.14285714285714285,0.2903225806451613,0.4,0.37537682789651294,0.25,0.45,0.3999999999999999,0.37537682789651294,0.25,0.45000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.23405686096863867,0.14285714285714285,0.2903225806451613,0.35,0.3686013125512716,0.25,0.45,0.35,0.3686013125512715,0.25,0.45000000000000007,0.9243383225554905,
NULL,U56,NULL,W/H0 vs M/H0,0,0.25,0.3074581277629026,0.14285714285714285,1.0,0.4,0.43184476940382455,0.25,1.0,0.3999999999999999,0.43184476940382444,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.301168149549013,0.14285714285714285,1.0,0.35,0.4236464315012305,0.25,1.0,0.35,0.4236464315012305,0.25,1.0,0.9353652095853225,
NULL,U56,NULL,W/H126 vs W/H0,0,0.21212121212121213,0.2594586892022924,0.14285714285714285,0.3333333333333333,0.35,0.39346456692913384,0.25,0.5,0.3500000000000001,0.39346456692913384,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.25462346782124423,0.14285714285714285,0.3333333333333333,0.35,0.3869565217391305,0.25,0.5,0.35,0.38695652173913037,0.25,0.5,0.9310244950243288,
NULL,U56,NULL,M/H0 vs M/H5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
NULL,U56,NULL,W/H126 vs M/H0,1,0.21212121212121213,0.24044646611991521,0.17647058823529413,0.3333333333333333,0.35,0.38066366704161986,0.3,0.5,0.3500000000000001,0.38066366704161975,0.29999999999999993,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.23796080207681652,0.14285714285714285,0.2903225806451613,0.35,0.3745693191140279,0.25,0.45,0.35,0.3745693191140278,0.25,0.44999999999999996,0.9259253538340945,
NULL,U56,NULL,W/H0 vs M/H0,1,0.25,0.3102374681317649,0.14285714285714285,1.0,0.4,0.4357142857142857,0.25,1.0,0.3999999999999999,0.4357142857142857,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.3013656724052877,0.14285714285714285,1.0,0.35,0.42407711238720264,0.25,1.0,0.35,0.4240771123872026,0.25,1.0,0.9345981957002195,
NULL,U56,NULL,W/H126 vs W/H0,1,0.25,0.260912541068908,0.14285714285714285,0.3333333333333333,0.4,0.3955793025871766,0.25,0.5,0.3999999999999999,0.3955793025871766,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.2530367471712588,0.14285714285714285,0.3333333333333333,0.35,0.38523379819524195,0.25,0.5,0.35,0.38523379819524195,0.25,0.5,0.9289803999174606,
NULL,U56,NULL,M/H0 vs M/H5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
NULL,U56,NULL,W/H126 vs M/H0,2,0.21212121212121213,0.23659441201244744,0.14285714285714285,0.3333333333333333,0.35,0.3747244094488189,0.25,0.5,0.35,0.37472440944881885,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.2356116591455556,0.14285714285714285,0.3333333333333333,0.35,0.3709598031173093,0.25,0.5,0.35,0.3709598031173092,0.25,0.5,0.9192916443552686,
NULL,U56,NULL,W/H0 vs M/H0,2,0.25,0.3113278604209108,0.14285714285714285,1.0,0.4,0.4370978627671541,0.25,1.0,0.3999999999999999,0.43709786276715407,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3052504470715762,0.14285714285714285,1.0,0.4,0.42936833470057423,0.25,1.0,0.3999999999999999,0.4293683347005741,0.25,1.0,0.9319337025084924,
NULL,U56,NULL,W/H126 vs W/H0,2,0.25,0.2641374471569465,0.14285714285714285,0.3333333333333333,0.4,0.3997750281214848,0.25,0.5,0.3999999999999999,0.3997750281214848,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.25754433735825766,0.14285714285714285,0.3333333333333333,0.35,0.39152994257588186,0.25,0.5,0.3500000000000001,0.39152994257588186,0.25,0.5,0.9228185626090888,
NULL,U56,NULL,M/H0 vs M/H5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
NULL,U56,NULL,W/H126 vs M/H0,3,0.21212121212121213,0.23887641893669828,0.17647058823529413,0.3161290322580606,0.35,0.37818897637795273,0.3,0.47999999999999543,0.3500000000000001,0.3781889763779527,0.29999999999999993,0.47999999999999543,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.24035567267201427,0.14285714285714285,0.2903225806451613,0.35,0.37668170631665293,0.25,0.45,0.35,0.37668170631665293,0.25,0.44999999999999996,0.9336599091678417,
NULL,U56,NULL,W/H0 vs M/H0,3,0.25,0.3109578258308767,0.14285714285714285,1.0,0.4,0.43646794150731155,0.25,1.0,0.3999999999999999,0.43646794150731155,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.3077457288625262,0.14285714285714285,1.0,0.35,0.43232157506152585,0.25,1.0,0.35,0.43232157506152585,0.25,1.0,0.9325319875758623,
NULL,U56,NULL,W/H126 vs W/H0,3,0.21212121212121213,0.2584284599350881,0.14285714285714285,0.3333333333333333,0.35,0.3922159730033746,0.25,0.5,0.3500000000000001,0.3922159730033745,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.2506022541096436,0.14285714285714285,0.3333333333333333,0.35,0.3819934372436423,0.25,0.5,0.35,0.3819934372436423,0.25,0.5,0.930903120322139,
NULL,U56,NULL,M/H0 vs M/H5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
NULL,U56,NULL,W/H126 vs M/H0,4,0.21212121212121213,0.23344048414510327,0.14285714285714285,0.3333333333333333,0.35,0.37097862767154105,0.25,0.5,0.35,0.37097862767154105,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.23622269885223288,0.14285714285714285,0.2903225806451613,0.35,0.3721082854799016,0.25,0.45,0.35,0.3721082854799015,0.25,0.44999999999999996,0.9251395597561551,
NULL,U56,NULL,W/H0 vs M/H0,4,0.25,0.3090353240922562,0.14285714285714285,1.0,0.4,0.43363329583802024,0.25,1.0,0.3999999999999999,0.43363329583802024,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.3021909858220813,0.14285714285714285,1.0,0.35,0.424856439704676,0.25,1.0,0.35,0.42485643970467596,0.25,1.0,0.93491163478371,
NULL,U56,NULL,W/H126 vs W/H0,4,0.25,0.26154002869291765,0.14285714285714285,0.3333333333333333,0.4,0.39637795275590554,0.25,0.5,0.3999999999999999,0.3963779527559054,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.2550313015115747,0.14285714285714285,0.3333333333333333,0.35,0.38761279737489746,0.25,0.5,0.35,0.38761279737489746,0.25,0.5,0.9306547114269869,
NULL,U56,NULL,M/H0 vs M/H5,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
NULL,U56,NULL,W/H126 vs M/H0,5,0.21212121212121213,0.2342517770285612,0.14285714285714285,0.3333333333333333,0.35,0.3709561304836896,0.25,0.5,0.35,0.37095613048368953,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.22752680786327312,0.14285714285714285,0.2903225806451613,0.35,0.35955701394585726,0.25,0.45,0.35,0.3595570139458572,0.25,0.44999999999999996,0.9342432822562885,
NULL,U56,NULL,W/H0 vs M/H0,5,0.25,0.3126800679873538,0.14285714285714285,1.0,0.4,0.43867266591676035,0.25,1.0,0.3999999999999999,0.43867266591676035,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.3070224768162385,0.14285714285714285,1.0,0.35,0.4314191960623462,0.25,1.0,0.3500000000000001,0.4314191960623462,0.25,1.0,0.9371428725667904,
NULL,U56,NULL,W/H126 vs W/H0,5,0.21212121212121213,0.25842425325707624,0.14285714285714285,0.3333333333333333,0.35,0.3922609673790776,0.25,0.5,0.3500000000000001,0.3922609673790776,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.21212121212121213,0.25087644723297653,0.14285714285714285,0.3333333333333333,0.35,0.3823215750615258,0.25,0.5,0.35,0.3823215750615258,0.25,0.5,0.9355678269117598,
