panel,cost,lag,kind,bars,turnover_yr,CAGR_F,Sharpe_F,MaxDD_F,CAGR_H1,Sharpe_H1,MaxDD_H1,CAGR_H2,Sharpe_H2,MaxDD_H2,CAGR_IS,Sharpe_IS,MaxDD_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,oosH1,oosH2,pass4a,pass4b,pass4b_oos,fail4b
u56,5.0,fill-1,fill,1,4.816147001919093,0.13883820503614297,1.1762568847096397,-0.18783180470675853,0.13562252473554626,1.2500734133901252,-0.11281584625882313,0.14206153634301866,1.1210619902437018,-0.1878318047067581,0.1274200254114417,1.1636514811712673,-0.11281584625882313,0.1483480620087625,1.1891932392809792,-0.18783180470675864,1.3431666958499326,1.0256171493898274,False,True,True,-
u56,10.0,fill-1,fill,1,4.816147001919093,0.13610239002183455,1.1557023983662509,-0.18813402344981878,0.13293015577204148,1.2279306398877199,-0.11379400116991978,0.13928207167225026,1.1017369701558468,-0.1881340234498189,0.1247417113294007,1.1417978991339763,-0.11379400116991978,0.14556412540011499,1.169519205443047,-0.18813402344981878,1.3237806233114475,1.0056715481288103,False,True,True,-
u56,25.0,fill-1,fill,1,4.816147001919093,0.12793053463633308,1.0937468974046314,-0.1890406796789995,0.1248876142149653,1.1611319866170688,-0.11672365111099203,0.13098031017727974,1.0435219687297674,-0.18904067967899907,0.11674121506732993,1.0759068318908025,-0.11672365111099203,0.13724887116018913,1.11022881446928,-0.18904067967899985,1.265265137807782,0.9456656204260847,False,True,True,-
u56,5.0,fill-5,fill,5,4.804116856850353,0.1319088178947938,1.102531013630266,-0.1757962103743601,0.12725580312002505,1.167017122947272,-0.12436359799299557,0.13657893014802425,1.0568227681405635,-0.17579621037436033,0.11955766579813831,1.0857112098709971,-0.12436359799299557,0.14220412259550508,1.1189068893422092,-0.17579621037436044,1.301226574253474,0.9251447813942848,False,True,True,-
u56,10.0,fill-5,fill,5,4.804116856850353,0.1291933080779264,1.0822411093701603,-0.17611410705752262,0.12460145157271496,1.1449616353693122,-0.12518237672578036,0.13380183249575728,1.0378402986015258,-0.17611410705752273,0.11688574625784365,1.0637446947489249,-0.12518237672578036,0.1394521611177868,1.0997344726782097,-0.17611410705752284,1.281798144198181,0.9062214313024963,False,True,True,-
u56,25.0,fill-5,fill,5,4.804116856850353,0.1210820408577502,1.0211557110638452,-0.17706779710701026,0.11667220140799106,1.0785414016900812,-0.12763530838808157,0.12550729697256147,0.9807027755862328,-0.17706779710701015,0.10890450919300942,0.9976233018591087,-0.12763530838808157,0.13123216088684786,1.0420068819278716,-0.17706779710701015,1.2232583072094618,0.8492852393254482,False,True,True,-
u56,5.0,fill-7,fill,7,4.815110641841837,0.13130071649630515,1.0870365991011632,-0.19982021562483276,0.12330971347464015,1.1241654425236598,-0.1340553169946499,0.13934492791675623,1.0642762017339233,-0.19982021562483288,0.11491097686720719,1.0380809758020388,-0.1340553169946499,0.14500759981889844,1.1264813395743618,-0.19982021562483288,1.2899053808890149,0.9515249415564258,False,True,True,-
u56,10.0,fill-7,fill,7,4.815110641841837,0.1285819195158624,1.0670264768469724,-0.20012129627549124,0.12066241520220311,1.1024240759838257,-0.13482008395217282,0.1365537842207456,1.0455462454421944,-0.2001212962754909,0.11224966679651538,1.0165142643661427,-0.13482008395217282,0.14224052328307635,1.1075070590993603,-0.20012129627549113,1.2706780657102794,0.9327731441102023,False,True,True,-
u56,25.0,fill-7,fill,7,4.815110641841837,0.12046089997531229,1.0067655300203264,-0.20102453822746635,0.11275426165842917,1.036933229264818,-0.1386359743331661,0.12821740483514454,0.9891501602251019,-0.20102453822746646,0.10430012949883771,0.9515590265488901,-0.1386359743331661,0.13397549133239406,1.0503689220771404,-0.20102453822746646,1.2127603606172572,0.8763216322424687,False,True,True,-
u56,5.0,stale-5,stale,5,4.781795024284658,0.13824857705729854,1.1208759962296269,-0.2251105492011144,0.13403170004731213,1.2351944056221353,-0.11553196516104725,0.1424792243544204,1.046358965241217,-0.2251105492011145,0.12375504115414437,1.1322000859301453,-0.11553196516104725,0.15034999823201423,1.1224433330955619,-0.22511054920111406,1.15943682214887,1.0869346660913493,False,False,False,DD
