window,bucket,comparand,cost,n_pool,exante_n_sel,exante_beat_sel,exante_n_uns,exante_beat_uns,exante_rate_sel,exante_rate_uns,exante_lift_pp,exante_medgap_sel,exante_medgap_uns,expost_n_sel,expost_beat_sel,expost_n_uns,expost_beat_uns,expost_rate_sel,expost_rate_uns,expost_lift_pp,expost_medgap_sel,expost_medgap_uns
2013-12-31,NARROW,PATH,10.0,6,3,3,3,3,1.0,1.0,0.0,0.022637722056199072,0.00874483938557824,4,4,2,2,1.0,1.0,0.0,0.030860872216111335,0.008196226026463083
2013-12-31,NARROW,PATH,25.0,6,2,2,4,2,1.0,0.5,50.0,0.02893179537479096,0.004033836075547637,3,3,3,1,1.0,0.3333333333333333,66.66666666666667,0.023193461754126732,-0.003852775127953345
2013-12-31,NARROW,CONST,10.0,6,3,2,3,3,0.6666666666666666,1.0,-33.333333333333336,0.005564609834987966,0.0088566975796458,4,4,2,1,1.0,0.5,50.0,0.020320303299631193,0.0025522799105656135
2013-12-31,NARROW,CONST,25.0,6,2,2,4,1,1.0,0.25,75.0,0.021181181067627897,-0.0056174100096355595,3,3,3,0,1.0,0.0,100.0,0.01589334839771972,-0.007493903085385334
2013-12-31,WIDE,PATH,10.0,26,7,5,19,12,0.7142857142857143,0.631578947368421,8.270676691729328,0.016354409633742018,0.005985583763041813,15,10,11,7,0.6666666666666666,0.6363636363636364,3.0303030303030276,0.022637722056199072,3.8042419184147747e-05
2013-12-31,WIDE,PATH,25.0,26,6,3,20,6,0.5,0.3,20.0,0.0012557308345880758,-0.009231346346727731,10,8,16,1,0.8,0.0625,73.75,0.022885808222208426,-0.014710364196067749
2013-12-31,WIDE,CONST,10.0,26,7,3,19,13,0.42857142857142855,0.6842105263157895,-25.563909774436095,-0.0030599407306919346,0.007869443118018626,15,11,11,5,0.7333333333333333,0.45454545454545453,27.878787878787875,0.00991505491875011,-0.0030599407306919346
2013-12-31,WIDE,CONST,25.0,26,6,3,20,5,0.5,0.25,25.0,-0.010947473700839927,-0.0077671259540925686,10,8,16,0,0.8,0.0,80.0,0.013378533193519004,-0.010635025844859758
2013-12-31,ALL,PATH,10.0,62,7,5,55,31,0.7142857142857143,0.5636363636363636,15.06493506493507,0.016354409633742018,0.000479117447266475,26,19,36,17,0.7307692307692307,0.4722222222222222,25.85470085470085,0.008521304068441315,-0.002360373239261415
2013-12-31,ALL,PATH,25.0,62,6,3,56,14,0.5,0.25,25.0,0.0012557308345880758,-0.010857282448981098,21,8,41,9,0.38095238095238093,0.21951219512195122,16.14401858304297,-0.004160761541180724,-0.015227592403198376
2013-12-31,ALL,CONST,10.0,62,7,3,55,26,0.42857142857142855,0.4727272727272727,-4.4155844155844175,-0.0030599407306919346,-0.00019327441916860977,26,17,36,12,0.6538461538461539,0.3333333333333333,32.05128205128205,0.009385876249197955,-0.015865132478118382
2013-12-31,ALL,CONST,25.0,62,6,3,56,14,0.5,0.25,25.0,-0.010947473700839927,-0.011092148957740466,21,11,41,6,0.5238095238095238,0.14634146341463414,37.746806039488966,0.002855421371989131,-0.020687270533261914
2016-12-31,NARROW,PATH,10.0,12,3,3,9,6,1.0,0.6666666666666666,33.333333333333336,0.019434912864155995,0.0025804524697439213,5,5,7,4,1.0,0.5714285714285714,42.85714285714286,0.019434912864155995,0.0003968296895140444
2016-12-31,NARROW,PATH,25.0,12,2,2,10,2,1.0,0.2,80.0,0.027693058012820293,-0.012520401883063248,3,3,9,1,1.0,0.1111111111111111,88.88888888888889,0.025039143069188308,-0.013851573165452713
2016-12-31,NARROW,CONST,10.0,12,3,2,9,6,0.6666666666666666,0.6666666666666666,0.0,0.0011475029746419452,0.007780536260844517,5,4,7,4,0.8,0.5714285714285714,22.857142857142865,0.007813071155877038,0.003606358041798652
2016-12-31,NARROW,CONST,25.0,12,2,1,10,3,0.5,0.3,20.0,0.019364030412467148,-0.008568092256295623,3,2,9,2,0.6666666666666666,0.2222222222222222,44.44444444444444,0.017630122140347426,-0.009478766376006975
2016-12-31,WIDE,PATH,10.0,47,5,4,42,21,0.8,0.5,30.000000000000004,0.019434912864155995,-0.00023499866249332424,24,17,23,8,0.7083333333333334,0.34782608695652173,36.050724637681164,0.007445401914663696,-0.022318621713202536
2016-12-31,WIDE,PATH,25.0,47,3,3,44,6,1.0,0.13636363636363635,86.36363636363636,0.024303003822238267,-0.016566421116026242,19,8,28,1,0.42105263157894735,0.03571428571428571,38.53383458646616,-0.0002329803197280711,-0.019384520266350624
2016-12-31,WIDE,CONST,10.0,47,5,3,42,22,0.6,0.5238095238095238,7.619047619047614,0.0011475029746419452,0.003893893430520712,24,18,23,7,0.75,0.30434782608695654,44.565217391304344,0.013663742521308198,-0.036461395795369445
2016-12-31,WIDE,CONST,25.0,47,3,2,44,10,0.6666666666666666,0.22727272727272727,43.93939393939393,0.024303003822238267,-0.012305310384212342,19,10,28,2,0.5263157894736842,0.07142857142857142,45.48872180451128,0.011028982788529262,-0.025094483733042017
