panel,N,estimator,S,D_S,D_200,bias,bias_net,subset_sd,mc_se
U56,5,median,5,-0.12731004722217668,-0.1420868726583855,0.014776825436208813,0.014681407654238754,0.10948228571130984,0.002448098331825427
U56,5,mean,5,-0.1265403315486461,-0.12663574933061617,9.541778197005857e-05,0.0,0.08868740132424215,0.001983110581088103
U56,5,trimmed10,5,-0.12654033154864613,-0.12675437110947174,0.00021403956082560738,0.00011862177885554881,0.08868740132424215,0.001983110581088103
U56,5,median,10,-0.13339728884239624,-0.1420868726583855,0.008689583815989249,0.010393862433481893,0.07435436049934725,0.0016626140450006566
U56,5,mean,10,-0.1283400279481088,-0.12663574933061617,-0.0017042786174926439,0.0,0.061587400185471416,0.0013771361337219725
U56,5,trimmed10,10,-0.1286720535749842,-0.12675437110947174,-0.0019176824655124658,-0.00021340384801982193,0.06384442194046798,0.0014276046744306542
U56,5,median,20,-0.13142402957412372,-0.1420868726583855,0.01066284308426177,0.00882039057545378,0.05303202440462116,0.0011858321155316072
U56,5,mean,20,-0.12479329682180818,-0.12663574933061617,0.0018424525088079902,0.0,0.043761655418489455,0.0009785403632366443
U56,5,trimmed10,20,-0.12477274269184481,-0.12675437110947174,0.001981628417626932,0.00013917590881894204,0.045088503112016655,0.0010082095796218006
U56,5,median,50,-0.13565156497976155,-0.1420868726583855,0.006435307678623936,0.007155519990293069,0.03213518094074824,0.000718564490527687
U56,5,mean,50,-0.1273559616422853,-0.12663574933061617,-0.0007202123116691328,0.0,0.02440551884405202,0.000545723991614524
U56,5,trimmed10,50,-0.1273395641359774,-0.12675437110947174,-0.0005851930265056704,0.0001350192851634624,0.025283386377336795,0.0005653537064111722
U56,5,median,100,-0.13661570966783593,-0.1420868726583855,0.005471162990549561,0.0053758780457376365,0.018493901955513942,0.00041353621941745463
U56,5,mean,100,-0.12654046438580424,-0.12663574933061617,9.528494481192418e-05,0.0,0.014296696710504585,0.00031968385698385884
U56,5,trimmed10,100,-0.12642340187259218,-0.12675437110947174,0.00033096923687955804,0.00023568429206763386,0.014925575261769542,0.0003337460088860591
U56,5,median,200,-0.1420868726583855,-0.1420868726583855,0.0,0.0,0.0,0.0
U56,5,mean,200,-0.12663574933061617,-0.12663574933061617,0.0,0.0,0.0,0.0
U56,5,trimmed10,200,-0.12675437110947174,-0.12675437110947174,0.0,0.0,0.0,0.0
U56,10,median,5,-0.09886799829814473,-0.10148493693323313,0.0026169386350883977,0.002114786435818125,0.07766208740976036,0.001736577067227547
U56,10,mean,5,-0.10722278949776934,-0.10772494169703961,0.0005021521992702727,0.0,0.06342252322156304,0.001418170732279739
U56,10,trimmed10,5,-0.10722278949776935,-0.10542817248495129,-0.0017946170128180644,-0.002296769212088337,0.06342252322156304,0.001418170732279739
U56,10,median,10,-0.10146100247025154,-0.10148493693323313,2.3934462981586857e-05,-0.0009150764525011901,0.05344273403241586,0.001195015861999233
U56,10,mean,10,-0.10678593078155683,-0.10772494169703961,0.0009390109154827769,0.0,0.04391102773004241,0.0009818804296625311
U56,10,trimmed10,10,-0.10435042903462434,-0.10542817248495129,0.0010777434503269484,0.00013873253484417147,0.04559760143274138,0.0010195933641455152
U56,10,median,20,-0.10069319257968883,-0.10148493693323313,0.000791744353544302,0.001403058793656195,0.037018724899281534,0.0008277638531515757
U56,10,mean,20,-0.1083362561371515,-0.10772494169703961,-0.0006113144401118931,0.0,0.030770525109743527,0.000688049858487507
U56,10,trimmed10,20,-0.10531383324216312,-0.10542817248495129,0.00011433924278816954,0.0007256536829000626,0.0318257636318602,0.0007116457091668
U56,10,median,50,-0.10127555226422601,-0.10148493693323313,0.0002093846690071205,0.000427162415998536,0.020380329185452992,0.00045571801462495807
U56,10,mean,50,-0.10794271944403103,-0.10772494169703961,-0.0002177777469914155,0.0,0.017273154685748398,0.00038623948063202433
U56,10,trimmed10,50,-0.10519515285769226,-0.10542817248495129,0.00023301962725902348,0.000450797374250439,0.017971956492834992,0.00040186516406647753
U56,10,median,100,-0.10174827776558905,-0.10148493693323313,-0.0002633408323559211,-0.00017836516509327216,0.0108123192646013,0.0002417708087007904
U56,10,mean,100,-0.10780991736430226,-0.10772494169703961,-8.497566726264894e-05,0.0,0.00985713624686472,0.0002204122671146666
U56,10,trimmed10,100,-0.10523308339391284,-0.10542817248495129,0.00019508909103845007,0.000280064758301099,0.010287562782710404,0.0002300368970493736
U56,10,median,200,-0.10148493693323313,-0.10148493693323313,0.0,0.0,0.0,0.0
U56,10,mean,200,-0.10772494169703961,-0.10772494169703961,0.0,0.0,0.0,0.0
U56,10,trimmed10,200,-0.10542817248495129,-0.10542817248495129,0.0,0.0,0.0,0.0
U56,15,median,5,-0.08688732318470813,-0.07788509594922899,-0.009002227235479138,-0.008785483573607228,0.0661006309211778,0.0014780550409537808
U56,15,mean,5,-0.08393651348215331,-0.0837197698202814,-0.00021674366187190985,0.0,0.05464862377077319,0.0012219803762825972
U56,15,trimmed10,5,-0.08393651348215331,-0.08634839375143422,0.0024118802692809083,0.002628623931152818,0.05464862377077318,0.0012219803762825972
U56,15,median,10,-0.08615572674451892,-0.07788509594922899,-0.008270630795289932,-0.00762733603645846,0.04599272355240216,0.0010284285633352683
U56,15,mean,10,-0.08436306457911287,-0.0837197698202814,-0.0006432947588314725,0.0,0.037239494700564466,0.0008327004159820532
U56,15,trimmed10,10,-0.08614951734234756,-0.08634839375143422,0.00019887640908665405,0.0008421711679181265,0.03813635775907965,0.0008527548836355364
