panel,book,cost,instr,regime,target_full,mu_full,gap_full,target_on,mu_on,gap_on,target_full_always,mu_full_always,gap_full_always,target_on_always,mu_on_always,gap_on_always
u56,V1u,0.0,g200-dg,spy200,0.7272888612311091,1.0252773560084214,1.4831144364624294e-05,0.6226198931038587,0.8777228854009912,6.224449078873207e-05,0.7256651680361145,1.0229883949715164,1.3460820486699276e-05,0.6206259864117514,0.8749120251082172,6.348745663720123e-05
u56,V1u,0.0,g200-dg,breadth20,0.7305310893622218,1.0298480063552675,1.7583660700482007e-05,0.5461196284412945,0.7697323192940174,6.725918122452157e-08,0.7256651680361145,1.0229883949715164,1.3460820486699276e-05,0.5418117195386708,0.7636565973295812,6.805738805848449e-08
u56,V1u,0.0,g200-dg,hivol80,0.7364078777487267,1.038132662397624,2.2627828384025328e-05,0.6366061809267572,0.897439706273458,5.328596040821143e-05,0.7256651680361145,1.0229883949715164,1.3460820486699276e-05,0.6297587309184901,0.8877866841881313,5.772427153460935e-05
u56,V1u,0.0,band3-dg,spy200,0.7346533905391477,1.03565931775662,2.1114498507612822e-05,0.6634370903633158,0.9352639125177974,3.4932346751448407e-05,0.7328635507450268,1.0331361356901594,1.9577179283136736e-05,0.6618405796242678,0.9330132712710726,3.6067164629227655e-05
u56,V1u,0.0,band3-dg,breadth20,0.7381012217787957,1.040519811964335,2.4094400635221724e-05,0.6180256887580945,0.8712463202620528,6.509558987410902e-05,0.7328635507450268,1.0331361356901594,1.9577179283136736e-05,0.6137223004261659,0.8651797257546537,6.772500078999766e-05
u56,V1u,0.0,band3-dg,hivol80,0.7409050396802292,1.044472424410296,2.6535639097269303e-05,0.6727248765726077,0.9483571377759363,2.8223798264059852e-05,0.7328635507450268,1.0331361356901594,1.9577179283136736e-05,0.6705369804499249,0.9452728057155111,2.9820484723885876e-05
u56,V1u,0.0,abs12-dg,spy200,0.7231623427918318,1.019460099426517,1.1359179495462612e-05,0.5992317535574726,0.8447520382530175,7.62848146791395e-05,0.7109712091342857,1.0022739524229785,1.3070082726107657e-06,0.5956430172322797,0.8396929066107746,7.833447588989628e-05
u56,V1u,0.0,abs12-dg,breadth20,0.7321510568366371,1.03213171515039,1.896703701087521e-05,0.5637255431625706,0.7946980425766065,9.532813846779842e-05,0.7109712091342857,1.0022739524229785,1.3070082726107657e-06,0.5551032050153982,0.782542916148327,9.953552476926752e-05
u56,V1u,0.0,abs12-dg,hivol80,0.7375257350188136,1.0397085338393084,2.359532397844255e-05,0.6440924344497,0.907993265701577,4.831898037138682e-05,0.7109712091342857,1.0022739524229785,1.3070082726107657e-06,0.6387964561507485,0.9005273922126917,5.1845130981109655e-05
u56,V1u,0.0,vol60-dg,spy200,0.7498934888027835,1.0571436666666245,3.447001867851185e-05,0.7490489978795707,1.0559531666231354,3.37175456025518e-05,0.7498934888027835,1.0571436666666245,3.447001867851185e-05,0.7490489978795707,1.0559531666231354,3.37175456025518e-05
