panel,form,cadence,gross,cash_bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,mean_cash_w,keep4a,fail4b,keep4b
U56,EWall,W,0.2,0.0,0.03504094912665745,1.1221434226032454,-0.06398020203937704,1.1860308881050898,1.0716177147266892,0.0364714936417736,1.13566649711225,-0.06398020203937704,0.7997881952064744,False,CAGR,False
U56,EWall,W,0.2,150.0,0.047435503900746134,1.5047689735269103,-0.0629480699195949,1.5985695210926294,1.4299564263711015,0.04888286238826267,1.5078895359062265,-0.0629480699195949,0.7998064254761994,True,CAGR,False
U56,EWall,W,0.2,300.0,0.059794073165238215,1.881883440546924,-0.061929911023038464,2.00516329578411,1.7831357739579201,0.061258191777204374,1.874753286455121,-0.061929911023038575,0.7998243864538389,True,CAGR,False
U56,EWall,M,0.2,0.0,0.034951118856971775,1.1334795047981794,-0.06264056802220497,1.1802579053558624,1.096395165748091,0.03662175168924264,1.1606689117274884,-0.06264056802220541,0.7987747999158511,False,CAGR,False
U56,EWall,M,0.2,150.0,0.04731906888802917,1.5208104977043626,-0.061575053809463265,1.5947472095713562,1.4612240906361895,0.04900798795288286,1.5394785419039083,-0.061575053809463376,0.7988699492745364,True,CAGR,False
U56,EWall,M,0.2,300.0,0.05965317139047799,1.902906596308886,-0.06052377049133195,2.0036398972194185,1.8211185925460294,0.06136030366447476,1.9131651169277761,-0.06052377049133195,0.7989636577255674,True,CAGR,False
U56,EWall,W,0.25,0.0,0.04384878954383775,1.1223617810893154,-0.07952035690087877,1.1864399733516737,1.0717000100860639,0.04564157885502018,1.1357277672423332,-0.07952035690087911,0.7497534645454421,False,CAGR,False
U56,EWall,W,0.25,150.0,0.055561487530148224,1.4092651446987439,-0.07856550989758271,1.4958121296435263,1.3403668027147455,0.05737402177088069,1.4148052640614233,-0.07856550989758293,0.749774823689717,True,CAGR,False
U56,EWall,W,0.25,300.0,0.06723170262544143,1.6920362677086165,-0.07762363781671167,1.8007263104818614,1.6051654048561903,0.06906390555219111,1.6898646417720955,-0.07762363781671189,0.7497958676843561,True,CAGR,False
U56,EWall,M,0.25,0.0,0.04374870974941936,1.1335803621161853,-0.07792197370084852,1.18110399822353,1.095920222707579,0.045837259532029995,1.1601395132116445,-0.07792197370084863,0.7485729583131677,False,CAGR,False
U56,EWall,M,0.25,150.0,0.05543030713130026,1.4238403782932936,-0.07692839971495813,1.4918491010893074,1.3692263783829828,0.05754027683285412,1.44392242303264,-0.0769283997149579,0.7486843492602923,True,CAGR,False
U56,EWall,M,0.25,300.0,0.06707198866276132,1.7101785579905346,-0.07594810128696561,1.798399078787108,1.6388373902341913,0.06920327808095839,1.7238687472739114,-0.07594810128696561,0.7487940622245436,True,CAGR,False
U56,EWall,W,0.3,0.0,0.0526737252462961,1.1225708557999523,-0.09488104506421591,1.186841821761314,1.0717719872680058,0.05483033953755445,1.1357780677501348,-0.09488104506421602,0.6997257551000539,False,CAGR,False
