panel,book,cost,window,T2_lever,T1_gate,n_T1_gate,T3_ddctl,n_T3_ddctl,T4_stop,n_T4_stop,X_ebud,n_X_ebud,C1,C2,C3,order,exact
broad,EWall,10.0,full,0.5646182759786879,0.47337718884243557,10,0.5791471156491323,2,,0,,0,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,EWall,10.0,IS,0.949392989946467,0.8627575307174156,10,1.6258801556173137,2,0.5643527927907155,2,,0,True,True,False,T4_stop>T1_gate>T2_lever>T3_ddctl,False
broad,EWall,10.0,OOS,0.5554928448004258,0.44458920647531774,10,0.5154766940374311,2,,0,,0,True,False,True,T1_gate>T3_ddctl>T2_lever>T4_stop,False
broad,EWall,25.0,full,0.5584194004835245,0.5437785428738673,10,0.57842901140709,2,,0,,0,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,EWall,25.0,IS,0.9390277847024194,1.050430684076507,10,1.6859673569184184,2,0.8807229081682342,2,,0,False,True,False,T4_stop>T2_lever>T1_gate>T3_ddctl,False
broad,EWall,25.0,OOS,0.5490338648800007,0.5242589189704303,10,0.49287685870917813,2,,0,,0,True,False,True,T3_ddctl>T1_gate>T2_lever>T4_stop,False
broad,TOP20,10.0,full,0.571683766574228,0.3096983823035562,10,0.5893347431409035,2,,0,0.7411863879725149,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,TOP20,10.0,IS,1.1130888749381778,,0,4.781349169546807,2,,0,0.15696584518815193,1,False,True,True,T2_lever>T3_ddctl>T1_gate>T4_stop,False
broad,TOP20,10.0,OOS,0.5781210838605882,0.39953740871453336,10,0.5207854179952943,2,,0,1.5867939928245254,2,True,False,True,T1_gate>T3_ddctl>T2_lever>T4_stop,False
broad,TOP20,25.0,full,0.48030043849948845,0.27820843892538427,9,0.698312964083214,2,,0,0.5135049551651393,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,TOP20,25.0,IS,0.9202986899442293,,0,5.642998802123676,2,,0,-0.11686405929870719,1,False,True,True,T2_lever>T3_ddctl>T1_gate>T4_stop,False
broad,TOP20,25.0,OOS,0.484854563479288,0.38891434277337134,9,0.572204946141933,2,,0,1.2925114397361763,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,V1u,10.0,full,0.26625573027886,-0.0764440380490476,3,0.38943306190144067,2,,0,0.35812702353811,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,V1u,10.0,IS,0.5483328485859077,0.45035692729554944,4,1.0462802473155188,2,,0,0.9717985539485765,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,V1u,10.0,OOS,0.24924375517383937,-0.12657206766713386,3,0.4554794540312638,2,,0,0.4193936639803935,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,V1u,25.0,full,0.05540233559145209,0.035299074469673446,6,0.10864523824288283,2,,0,0.08849370251409516,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
broad,V1u,25.0,IS,0.14355294296457494,0.07132525333932452,6,0.22642315070345448,2,,0,0.13474876974637895,2,True,True,True,T1_gate>T2_lever>T3_ddctl>T4_stop,True
