SET,TOL,CHOOSER,panel,fold,ladder,rung,key_moved,value_moved,OOS_S,anchor_OOS_S
ALL4,T_NONE,CH_ANCHOR,U56,2013,N,20,False,False,2.5568857038167834,2.5568857038167834
ALL4,T_NONE,CH_ANCHOR,U56,2014,N,20,False,False,0.8921107325943569,0.8921107325943569
ALL4,T_NONE,CH_ANCHOR,U56,2015,N,20,False,False,1.1970392197168795,1.1970392197168795
ALL4,T_NONE,CH_ANCHOR,U56,2016,N,20,False,False,1.064881337722707,1.064881337722707
ALL4,T_NONE,CH_ANCHOR,U56,2017,N,20,False,False,2.2713449074391034,2.2713449074391034
ALL4,T_NONE,CH_ANCHOR,U56,2018,N,20,False,False,0.27841926344661655,0.27841926344661655
ALL4,T_NONE,CH_ANCHOR,U56,2019,N,20,False,False,1.9836618210743198,1.9836618210743198
ALL4,T_NONE,CH_ANCHOR,U56,2020,N,20,False,False,1.168455535411927,1.168455535411927
ALL4,T_NONE,CH_ANCHOR,U56,2021,N,20,False,False,1.5090824586740197,1.5090824586740197
ALL4,T_NONE,CH_ANCHOR,U56,2022,N,20,False,False,-0.3956659504113578,-0.3956659504113578
ALL4,T_NONE,CH_ANCHOR,U56,2023,N,20,False,False,1.737057408665915,1.737057408665915
ALL4,T_NONE,CH_ANCHOR,U56,2024,N,20,False,False,2.232080030321827,2.232080030321827
ALL4,T_NONE,CH_ANCHOR,U56,2025,N,20,False,False,1.2630149707416642,1.2630149707416642
ALL4,T_NONE,CH_ANCHOR,U56,2026,N,20,False,False,1.2124108370300932,1.2124108370300932
ALL4,T_NONE,CH_ANCHOR,B136,2013,N,20,False,False,3.066096877659465,3.066096877659465
ALL4,T_NONE,CH_ANCHOR,B136,2014,N,20,False,False,1.27362747312245,1.27362747312245
ALL4,T_NONE,CH_ANCHOR,B136,2015,N,20,False,False,0.5038699452040148,0.5038699452040148
ALL4,T_NONE,CH_ANCHOR,B136,2016,N,20,False,False,0.3385361212914428,0.3385361212914428
ALL4,T_NONE,CH_ANCHOR,B136,2017,N,20,False,False,2.7225537965777646,2.7225537965777646
ALL4,T_NONE,CH_ANCHOR,B136,2018,N,20,False,False,0.28663917503648084,0.28663917503648084
ALL4,T_NONE,CH_ANCHOR,B136,2019,N,20,False,False,2.0819337843057073,2.0819337843057073
ALL4,T_NONE,CH_ANCHOR,B136,2020,N,20,False,False,0.3920371953007753,0.3920371953007753
ALL4,T_NONE,CH_ANCHOR,B136,2021,N,20,False,False,0.8345194356742995,0.8345194356742995
ALL4,T_NONE,CH_ANCHOR,B136,2022,N,20,False,False,-0.031706859010152875,-0.031706859010152875
ALL4,T_NONE,CH_ANCHOR,B136,2023,N,20,False,False,1.3425105838854015,1.3425105838854015
ALL4,T_NONE,CH_ANCHOR,B136,2024,N,20,False,False,1.6876661593080484,1.6876661593080484
ALL4,T_NONE,CH_ANCHOR,B136,2025,N,20,False,False,0.8154063656966822,0.8154063656966822
ALL4,T_NONE,CH_ANCHOR,B136,2026,N,20,False,False,1.5195162643135298,1.5195162643135298
ALL4,T_NONE,CH_ANCHOR,SMALL,2013,N,20,False,False,1.9247539662391526,1.9247539662391526
ALL4,T_NONE,CH_ANCHOR,SMALL,2014,N,20,False,False,0.6685404475667729,0.6685404475667729
ALL4,T_NONE,CH_ANCHOR,SMALL,2015,N,20,False,False,-0.03944925724567572,-0.03944925724567572
ALL4,T_NONE,CH_ANCHOR,SMALL,2016,N,20,False,False,-0.078685610852611,-0.078685610852611
ALL4,T_NONE,CH_ANCHOR,SMALL,2017,N,20,False,False,2.0387552890424967,2.0387552890424967
ALL4,T_NONE,CH_ANCHOR,SMALL,2018,N,20,False,False,-0.6258836160807653,-0.6258836160807653
ALL4,T_NONE,CH_ANCHOR,SMALL,2019,N,20,False,False,1.5963821207616744,1.5963821207616744
ALL4,T_NONE,CH_ANCHOR,SMALL,2020,N,20,False,False,0.8061345657066021,0.8061345657066021
ALL4,T_NONE,CH_ANCHOR,SMALL,2021,N,20,False,False,0.9397741012107113,0.9397741012107113
ALL4,T_NONE,CH_ANCHOR,SMALL,2022,N,20,False,False,-0.6617508883582394,-0.6617508883582394
ALL4,T_NONE,CH_ANCHOR,SMALL,2023,N,20,False,False,0.4462084695825941,0.4462084695825941
ALL4,T_NONE,CH_ANCHOR,SMALL,2024,N,20,False,False,0.7221088780533302,0.7221088780533302
ALL4,T_NONE,CH_ANCHOR,SMALL,2025,N,20,False,False,0.11819634960223462,0.11819634960223462
ALL4,T_NONE,CH_ANCHOR,SMALL,2026,N,20,False,False,-0.13774350635187485,-0.13774350635187485
ALL4,T_NONE,CH_WIDEST,U56,2013,N,40,True,True,2.704749985343767,2.5568857038167834
ALL4,T_NONE,CH_WIDEST,U56,2014,N,5,True,True,0.8885729905166772,0.8921107325943569
ALL4,T_NONE,CH_WIDEST,U56,2015,N,5,True,True,0.7610259833597219,1.1970392197168795
ALL4,T_NONE,CH_WIDEST,U56,2016,H,252,True,True,0.826622835623928,1.064881337722707
ALL4,T_NONE,CH_WIDEST,U56,2017,N,40,True,True,2.86613974445938,2.2713449074391034
ALL4,T_NONE,CH_WIDEST,U56,2018,N,40,True,True,0.04209919524515937,0.27841926344661655
ALL4,T_NONE,CH_WIDEST,U56,2019,H,21,True,True,2.1357988034942097,1.9836618210743198
ALL4,T_NONE,CH_WIDEST,U56,2020,N,40,True,True,1.1016499328749216,1.168455535411927
ALL4,T_NONE,CH_WIDEST,U56,2021,N,15,True,True,1.3283496219554352,1.5090824586740197
ALL4,T_NONE,CH_WIDEST,U56,2022,N,40,True,True,-0.6049803954629566,-0.3956659504113578
ALL4,T_NONE,CH_WIDEST,U56,2023,N,15,True,True,1.8372467565536843,1.737057408665915
ALL4,T_NONE,CH_WIDEST,U56,2024,N,15,True,True,2.067189966218021,2.232080030321827
ALL4,T_NONE,CH_WIDEST,U56,2025,CADENCE,W,False,False,1.2630149707416642,1.2630149707416642
ALL4,T_NONE,CH_WIDEST,U56,2026,CADENCE,W,False,False,1.2124108370300932,1.2124108370300932
ALL4,T_NONE,CH_WIDEST,B136,2013,H,63,True,True,2.8347390359297036,3.066096877659465
ALL4,T_NONE,CH_WIDEST,B136,2014,N,10,True,True,1.5380309049172456,1.27362747312245
ALL4,T_NONE,CH_WIDEST,B136,2015,N,10,True,True,0.5967663627697343,0.5038699452040148
ALL4,T_NONE,CH_WIDEST,B136,2016,N,10,True,True,0.1798948006641995,0.3385361212914428
ALL4,T_NONE,CH_WIDEST,B136,2017,N,5,True,True,1.7410242135251068,2.7225537965777646
ALL4,T_NONE,CH_WIDEST,B136,2018,N,10,True,True,0.33025143300305415,0.28663917503648084
