file,spec,N_small,R2_small,N_large,R2_large,R2_family,R2_pred
why-does-the-DD-ranking-die-on-U56_C,e only,12,0.4093235769566632,186,0.10878254913326924,,
why-does-the-DD-ranking-die-on-U56_C,k only,12,0.467162013464344,186,0.10549628077289253,,
why-does-the-DD-ranking-die-on-U56_C,e + k,12,0.6389399175386704,186,0.16974210839577675,,
is-phase-sensitivity_cloud,cad=10W,115,,115,0.40855895774295803,0.0874268293700633,0.32640439922069886
is-phase-sensitivity_cloud,cad=2M,115,,115,0.03612853674015182,0.025919375612676432,0.015402013699977513
is-phase-sensitivity_cloud,cad=2W,115,,115,0.09664524883942571,0.03765152785463155,0.06494115921820687
is-phase-sensitivity_cloud,cad=6W,115,,115,0.20594265520495458,0.1115540259542126,0.12858980494630878
is-phase-sensitivity_cloud,cad=8W,115,,115,0.3783043512630121,0.06768443776498967,0.30668964396052967
is-phase-sensitivity_cloud,cad=POOL,115,,575,0.5551649462206769,0.5414717798551294,0.5535767031199668
