panel,cons,cost,key,dir,seed,S,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,failing
U56,CANDq,0.0,COMP,KEEPTOP,-1,0.4,0.15593626471632516,1.1460544794761431,-0.21643672667696867,1.1043302750119184,1.1872836409727936,0.17798151645766702,1.2429955279679987,-0.2164367266769679,False,False,MaxDD
U56,CONSTn-dg,0.0,COMP,KEEPTOP,-1,0.4,0.14460184627447314,1.1343178109216636,-0.19088526337635137,1.1740396973743343,1.107656316067979,0.15797412347691253,1.1680092681710625,-0.1908852633763516,False,True,none
U56,CONSTn-rw,0.0,COMP,KEEPTOP,-1,0.4,0.14769973395043312,1.1318269173738877,-0.19088526337635148,1.165533237923792,1.1117436470297286,0.16267930137832787,1.1690799428878291,-0.19088526337635148,False,True,none
U56,CANDq,0.0,COMP,KEEPTOP,-1,0.55,0.14101367504359064,1.1334330479868424,-0.18059054222757343,1.0792973877537404,1.1857164545702752,0.16292332386446873,1.2420396207054918,-0.18059054222757365,False,True,none
U56,CONSTn-dg,0.0,COMP,KEEPTOP,-1,0.55,0.13749194096574557,1.1754612589614932,-0.18220028691098467,1.177847685084903,1.180005981436207,0.1545989986418359,1.2467431261727437,-0.18220028691098478,False,True,none
U56,CONSTn-rw,0.0,COMP,KEEPTOP,-1,0.55,0.1403482924152546,1.1550945119504792,-0.18220028691098478,1.1645561668334432,1.1544365333706244,0.15733762786574812,1.218588823950474,-0.1822002869109849,False,True,none
U56,CANDq,0.0,COMP,KEEPTOP,-1,0.7,0.12876949794557957,1.1167281291961806,-0.17489040998305116,1.1084525308334832,1.1292998349041696,0.14499778464939128,1.1984205874654201,-0.17489040998305116,False,True,none
U56,CONSTn-dg,0.0,COMP,KEEPTOP,-1,0.7,0.12661990030020287,1.1700114438194402,-0.17632992358343413,1.1324482110253709,1.2079644445518238,0.14523757981898888,1.2720766357597115,-0.17632992358343424,False,True,none
U56,CONSTn-rw,0.0,COMP,KEEPTOP,-1,0.7,0.13249200985223886,1.1522697824429906,-0.17758501895315515,1.1291030243902127,1.1782653155190754,0.15046912378013166,1.2390146379728189,-0.17758501895315493,False,True,none
U56,CANDq,0.0,COMP,KEEPTOP,-1,0.85,0.1257167398695156,1.1676151853524521,-0.16316513536861987,1.17933965819866,1.1610051959058276,0.13682992443057818,1.2293671255584275,-0.16316513536861998,False,True,none
