cut,n,median,mean,se,z
depth=0.5,576,-0.0018393016395086143,-0.0017151677280688577,0.0006906774845673729,1.7500000000000018
depth=1.0,576,-0.00589832129557355,-0.006233417497718715,0.0013678800928863036,3.6666666666666643
cadence=D,576,-0.003499010084565171,-0.0046747090304330935,0.0011307565503798469,3.166666666666666
cadence=W,576,-0.003240229732357547,-0.0032738761953544806,0.0010419051748230613,2.25
gross=0.75,576,-0.0035189915213103967,-0.004337795761628642,0.001055862678000081,3.2500000000000018
gross=1.0,576,-0.0034150089124141136,-0.003610789464158932,0.0011182922482790838,2.1666666666666643
panel=B136,384,-0.004222007550920781,-0.005157730382452542,0.0012431509144030307,2.347427670167214
panel=SMALL,384,-0.002549278739008662,-0.003029833371725001,0.001485504396457295,2.245365597551245
panel=U56,384,-0.003568310704745975,-0.0037353140845038184,0.0012528318614096934,2.0412414523193165
