panel,subwin,n_days,gap_unexcised,best_gap,best_len,best_from,best_to,sharpe_book_excl,sharpe_spy_excl,L_star,flips_within_60
U56,ISH1_HALF,1003,-0.10772717077238203,0.2289307367528281,43,2009-03-10,2009-05-08,0.7096191602667605,0.48068842351393243,3,True
U56,CAL0912,999,-0.1229434390120121,0.21643179354275432,43,2009-03-10,2009-05-08,0.6654427730104792,0.44901097946772484,4,True
U56,CAL0910,497,-0.10874938555376512,0.5537330128899651,43,2009-03-10,2009-05-08,0.9079349786174631,0.354201965727498,1,True
B136,ISH1_HALF,1003,0.129628706951604,0.4157545363460215,43,2009-03-10,2009-05-08,0.8964024389559555,0.480647902609934,1,True
B136,CAL0912,999,0.11365318091571064,0.4021814199131768,43,2009-03-10,2009-05-08,0.8511188899125096,0.4489374699993328,1,True
B136,CAL0910,497,-0.025233665428088914,0.5314562946722752,43,2009-03-10,2009-05-08,0.8856139984798553,0.3541577038075801,1,True
SMALL,ISH1_HALF,751,0.010816645550019044,0.2428627991007637,60,2012-05-04,2012-07-30,1.248138001010974,1.0052752019102102,1,True
SMALL,CAL0912,494,-0.3742137242322657,-0.06670742328433682,60,2012-05-04,2012-07-30,0.4676409801019849,0.5343484033863217,-1,False
