panel,book,m,cost,CAGR,Sharpe,MaxDD,gross,OOS_Sharpe,pass4b,fail4b,floor_only
u56,EWall,0.4,10.0,0.0526735718330944,1.1225652655100105,-0.09488113136133347,0.3002742394321458,1.1357708193316947,False,CAGR,True
u56,EWall,0.4,25.0,0.05209967693922768,1.1108368054948408,-0.09501281694158237,0.3002742394321458,1.1240672745514142,False,CAGR,True
u56,EWall,0.5,10.0,0.06594083073658052,1.1228623419462813,-0.11758852416982957,0.37530293042941304,1.1358260995091347,False,CAGR,True
u56,EWall,0.5,25.0,0.06522890754668853,1.1113706934227128,-0.1177420218733859,0.37530293042941304,1.1243512861253477,False,CAGR,True
u56,EWall,0.6,10.0,0.0792408880003106,1.1231392190772265,-0.1398992838578479,0.45031657584538193,1.135857165257688,False,CAGR,True
u56,EWall,0.6,25.0,0.07839182007210255,1.111861786582582,-0.1400711044996924,0.45031657584538193,1.1245870043782111,False,CAGR,True
u56,EWall,0.8,10.0,0.1059249119172172,1.1236301225401744,-0.18334751452463727,0.6003005379565632,1.1358474788025172,False,CAGR,True
u56,EWall,0.8,25.0,0.10480091533272073,1.112709687742266,-0.18354692666083583,0.6003005379565632,1.1249151858663058,False,CAGR,True
u56,EWall,1.0,10.0,0.13269504597354542,1.1240306130524902,-0.2252589051154078,0.7502297498779416,1.1357379992068701,False,DD,False
u56,EWall,1.0,25.0,0.1312883298840295,1.1133616504048525,-0.22547617750089255,0.7502297498779416,1.1250416500196643,False,DD,False
u56,V1u,0.4,10.0,0.02600579430277894,0.6642362348520954,-0.06535872751514649,0.3001115497380706,0.7170230384829388,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.4,25.0,0.011767061815360025,0.3131649617905846,-0.08401470261189481,0.3001115497380706,0.36185306754804336,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.5,10.0,0.03234706458810921,0.6640498410291096,-0.08113113669637984,0.37510594055159435,0.7165036530090063,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.5,25.0,0.01447973922125989,0.31319786226614826,-0.10411663047806519,0.37510594055159435,0.3615268311050244,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.6,10.0,0.03861978715501291,0.6638462964742631,-0.09668184472277386,0.4500875947552154,0.7159651019531,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.6,25.0,0.01709685454456955,0.31319426915898524,-0.12386837296872699,0.4500875947552154,0.36116050488445356,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.8,10.0,0.05094945120670036,0.6633752334606826,-0.1271290257176041,0.6000140167076956,0.7148212348395828,False,"H1,H2,OOS,CAGR",False
u56,V1u,0.8,25.0,0.022033937153613126,0.3130456976240686,-0.16234240782379628,0.6000140167076956,0.3602840585639024,False,"H1,H2,OOS,CAGR",False
u56,V1u,1.0,10.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.749893462556593,0.7135835570891119,False,"H1,H2,OOS,CAGR",False
u56,V1u,1.0,25.0,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.749893462556593,0.3592038657013107,False,"H1,H2,OOS,CAGR",False
u56,R5,0.4,10.0,0.09189315444792445,1.1324756595900565,-0.12178842242313981,0.29683367026921553,1.055108047094921,False,CAGR,True
u56,R5,0.4,25.0,0.08178313542077364,1.016916529418813,-0.12189345695704434,0.29683367026921553,0.9505586826849246,False,CAGR,True
u56,R5,0.5,10.0,0.1151230764134874,1.133386059567865,-0.15053175192248136,0.3709499885960369,1.0561699812573395,True,-,False
u56,R5,0.5,25.0,0.10226375652018938,1.0181053657341415,-0.15065233120383414,0.3709499885960369,0.9518976055058991,False,CAGR,True
u56,R5,0.6,10.0,0.1384241103553403,1.1342736486537988,-0.17861444579156738,0.4450321167402803,1.0572105470966275,True,-,False
