panel,conv,f,ext_Sharpe,ext_MaxDD,ext_CAGR,rand_Sharpe,rand_MaxDD,rand_CAGR,rand_Sharpe_min,rand_Sharpe_max,ext_rank_of_6,ext_beats_rand_mean,ext_dd_beats_rand_mean,ext_4b,rand_4b
U56,R,0.05,1.1694086228912315,-0.14162268494767916,0.10192311457204184,1.2752776335691185,-0.1458017322515172,0.11639148360678538,1.2602995942577573,1.28764706774447,6,False,True,False,5
U56,R,0.1,1.1383065407208026,-0.13251248885292,0.09437585371140944,1.2687109059998423,-0.1421763292539034,0.11369083551594188,1.254909104696214,1.2961721169098073,6,False,True,False,5
U56,R,0.2,1.103942768621965,-0.12333812512308251,0.08233814212167978,1.2739328079810197,-0.13236875469787662,0.10728164481920346,1.2330975527044366,1.3007912664758945,6,False,True,False,4
U56,R,0.3,1.1307971622137059,-0.11315155821029022,0.07324674016950161,1.280599322723559,-0.11910054510330408,0.0963348678795668,1.2163772946820672,1.3251961005382207,6,False,True,False,0
U56,D,0.05,1.1712139327243571,-0.1384524178795017,0.0990262245909228,1.2762331613884272,-0.1425013026175301,0.11287870620981884,1.26133898214559,1.2879680255808452,6,False,True,False,5
U56,D,0.1,1.1504774088600869,-0.1263205113221747,0.08976047565826462,1.2795145153426664,-0.13553398678168121,0.10766835164604874,1.2649921575272796,1.3069985326097304,6,False,True,False,4
U56,D,0.2,1.1437540752013582,-0.11075231483822201,0.07649942538745091,1.3149110988336394,-0.11720563875811951,0.09866852657041716,1.2714126423577297,1.3438151265926392,6,False,True,False,0
U56,D,0.3,1.1832004080286016,-0.09728851918485926,0.06807775512058067,1.3365910327095263,-0.10132759744116086,0.08847989702994,1.2653994269354156,1.3852561826416385,6,False,True,False,0
B136,R,0.05,1.0588801736184354,-0.17445619147955593,0.10885173662557657,1.1228358180373825,-0.17018381790060505,0.11838780032243963,1.113116186131097,1.130961926615916,6,False,False,True,5
B136,R,0.1,1.048141200712567,-0.17215975703358455,0.10614517027029202,1.123057984928801,-0.1685547559449509,0.11860001314908528,1.1057905298219088,1.138307600618254,6,False,False,True,5
B136,R,0.2,0.9981051960269017,-0.17109974393460514,0.09816035296834413,1.1285994468887375,-0.1659201493997981,0.11783383266620077,1.1162688976620836,1.1440071693178644,6,False,False,False,5
B136,R,0.3,0.9896410168373743,-0.1639491462322208,0.09471436625735308,1.125859387885543,-0.16484556232338504,0.11476512557094942,1.0947064360997116,1.1422517499780802,6,False,True,False,5
B136,D,0.05,1.0644699637974857,-0.16994058908817078,0.10487245011734125,1.1279098977703617,-0.16600585471431187,0.11392979945274351,1.1182992693157117,1.1359847326959616,6,False,False,False,5
B136,D,0.1,1.0607289365323822,-0.16327659502970504,0.09792487532664129,1.1343492572405782,-0.1583870072396875,0.10908850612136609,1.1171066170127302,1.1495650110806805,6,False,False,False,5
B136,D,0.2,1.0236748882322921,-0.15290902053842714,0.08249415258588111,1.1524273360962063,-0.14373857768406828,0.09824826147354124,1.1391724191902262,1.1703666008530698,6,False,False,False,0
B136,D,0.3,1.0384885842462703,-0.13934418191664788,0.07264451122004756,1.169288519334791,-0.1342503795840468,0.08648559574268413,1.1374358005567973,1.1831910765676155,6,False,False,False,0
