it,scheme,family,resid,cells,claims,survive,defined
294,FAM3,DD,loglog,72,14,0,72
294,FAM3,LEVEL,partial,72,26,24,72
294,FAM3,LEVEL,logx,72,26,23,72
294,FAM3,LEVEL,loglog,72,26,0,0
294,FAM3,RATIO,partial,36,13,12,36
294,FAM3,RATIO,logx,36,13,11,36
294,FAM3,RATIO,loglog,36,13,0,0
294,FAM5,CAGR,partial,36,13,12,36
294,FAM5,CAGR,logx,36,13,12,36
294,FAM5,CAGR,loglog,36,13,0,0
294,FAM5,CAGRnorm,partial,36,13,12,36
294,FAM5,CAGRnorm,logx,36,13,11,36
294,FAM5,CAGRnorm,loglog,36,13,0,0
294,FAM5,DDnorm,partial,36,6,5,36
294,FAM5,DDnorm,logx,36,6,3,36
294,FAM5,DDnorm,loglog,36,6,0,36
294,FAM5,MaxDD,partial,36,8,3,36
294,FAM5,MaxDD,logx,36,8,3,36
294,FAM5,MaxDD,loglog,36,8,0,36
294,FAM5,Sharpe,partial,36,13,12,36
294,FAM5,Sharpe,logx,36,13,11,36
294,FAM5,Sharpe,loglog,36,13,0,0
295,FAM2,DD,partial,72,24,18,72
295,FAM2,DD,logx,72,24,12,72
295,FAM2,DD,loglog,72,24,0,72
295,FAM2,RET,partial,108,39,33,108
295,FAM2,RET,logx,108,39,33,108
295,FAM2,RET,loglog,108,39,0,0
295,FAM3,DD,partial,72,24,18,72
295,FAM3,DD,logx,72,24,12,72
295,FAM3,DD,loglog,72,24,0,72
295,FAM3,LEVEL,partial,72,26,22,72
295,FAM3,LEVEL,logx,72,26,22,72
295,FAM3,LEVEL,loglog,72,26,0,0
295,FAM3,RATIO,partial,36,13,11,36
295,FAM3,RATIO,logx,36,13,11,36
295,FAM3,RATIO,loglog,36,13,0,0
295,FAM5,CAGR,partial,36,13,11,36
295,FAM5,CAGR,logx,36,13,11,36
295,FAM5,CAGR,loglog,36,13,0,0
295,FAM5,CAGRnorm,partial,36,13,11,36
295,FAM5,CAGRnorm,logx,36,13,11,36
295,FAM5,CAGRnorm,loglog,36,13,0,0
295,FAM5,DDnorm,partial,36,10,9,36
295,FAM5,DDnorm,logx,36,10,6,36
295,FAM5,DDnorm,loglog,36,10,0,36
295,FAM5,MaxDD,partial,36,14,9,36
295,FAM5,MaxDD,logx,36,14,6,36
295,FAM5,MaxDD,loglog,36,14,0,36
295,FAM5,Sharpe,partial,36,13,11,36
295,FAM5,Sharpe,logx,36,13,11,36
295,FAM5,Sharpe,loglog,36,13,0,0
296,FAM2,DD,partial,72,22,12,72
296,FAM2,DD,logx,72,22,11,72
296,FAM2,DD,loglog,72,22,0,72
296,FAM2,RET,partial,108,38,34,108
296,FAM2,RET,logx,108,38,34,108
296,FAM2,RET,loglog,108,38,0,0
296,FAM3,DD,partial,72,22,12,72
296,FAM3,DD,logx,72,22,11,72
296,FAM3,DD,loglog,72,22,0,72
296,FAM3,LEVEL,partial,72,25,23,72
296,FAM3,LEVEL,logx,72,25,23,72
296,FAM3,LEVEL,loglog,72,25,0,0
296,FAM3,RATIO,partial,36,13,11,36
296,FAM3,RATIO,logx,36,13,11,36
296,FAM3,RATIO,loglog,36,13,0,0
296,FAM5,CAGR,partial,36,12,12,36
296,FAM5,CAGR,logx,36,12,12,36
296,FAM5,CAGR,loglog,36,12,0,0
296,FAM5,CAGRnorm,partial,36,13,11,36
296,FAM5,CAGRnorm,logx,36,13,11,36
296,FAM5,CAGRnorm,loglog,36,13,0,0
296,FAM5,DDnorm,partial,36,8,7,36
296,FAM5,DDnorm,logx,36,8,6,36
296,FAM5,DDnorm,loglog,36,8,0,36
296,FAM5,MaxDD,partial,36,14,5,36
296,FAM5,MaxDD,logx,36,14,5,36
296,FAM5,MaxDD,loglog,36,14,0,36
296,FAM5,Sharpe,partial,36,13,11,36
296,FAM5,Sharpe,logx,36,13,11,36
296,FAM5,Sharpe,loglog,36,13,0,0
297,FAM2,DD,partial,72,22,16,72
297,FAM2,DD,logx,72,22,13,72
297,FAM2,DD,loglog,72,22,2,72
297,FAM2,RET,partial,108,44,41,108
297,FAM2,RET,logx,108,44,33,108
297,FAM2,RET,loglog,108,44,0,0
297,FAM3,DD,partial,72,22,16,72
297,FAM3,DD,logx,72,22,13,72
297,FAM3,DD,loglog,72,22,2,72
297,FAM3,LEVEL,partial,72,29,27,72
297,FAM3,LEVEL,logx,72,29,22,72
297,FAM3,LEVEL,loglog,72,29,0,0
297,FAM3,RATIO,partial,36,15,14,36
297,FAM3,RATIO,logx,36,15,11,36
297,FAM3,RATIO,loglog,36,15,0,0
297,FAM5,CAGR,partial,36,14,13,36
297,FAM5,CAGR,logx,36,14,11,36
297,FAM5,CAGR,loglog,36,14,0,0
297,FAM5,CAGRnorm,partial,36,15,14,36
297,FAM5,CAGRnorm,logx,36,15,11,36
297,FAM5,CAGRnorm,loglog,36,15,0,0
297,FAM5,DDnorm,partial,36,10,9,36
297,FAM5,DDnorm,logx,36,10,7,36
297,FAM5,DDnorm,loglog,36,10,0,36
297,FAM5,MaxDD,partial,36,12,7,36
297,FAM5,MaxDD,logx,36,12,6,36
297,FAM5,MaxDD,loglog,36,12,2,36
297,FAM5,Sharpe,partial,36,15,14,36
297,FAM5,Sharpe,logx,36,15,11,36
297,FAM5,Sharpe,loglog,36,15,0,0
298,FAM2,DD,partial,72,16,12,72
298,FAM2,DD,logx,72,16,10,72
298,FAM2,DD,loglog,72,16,1,72
298,FAM2,RET,partial,108,38,29,108
298,FAM2,RET,logx,108,38,27,108
298,FAM2,RET,loglog,108,38,0,0
298,FAM3,DD,partial,72,16,12,72
298,FAM3,DD,logx,72,16,10,72
298,FAM3,DD,loglog,72,16,1,72
298,FAM3,LEVEL,partial,72,25,19,72
298,FAM3,LEVEL,logx,72,25,18,72
298,FAM3,LEVEL,loglog,72,25,0,0
298,FAM3,RATIO,partial,36,13,10,36
298,FAM3,RATIO,logx,36,13,9,36
298,FAM3,RATIO,loglog,36,13,0,0
298,FAM5,CAGR,partial,36,13,9,36
298,FAM5,CAGR,logx,36,13,9,36
298,FAM5,CAGR,loglog,36,13,0,0
298,FAM5,CAGRnorm,partial,36,12,10,36
298,FAM5,CAGRnorm,logx,36,12,9,36
298,FAM5,CAGRnorm,loglog,36,12,0,0
298,FAM5,DDnorm,partial,36,7,6,36
298,FAM5,DDnorm,logx,36,7,5,36
298,FAM5,DDnorm,loglog,36,7,0,36
298,FAM5,MaxDD,partial,36,9,6,36
298,FAM5,MaxDD,logx,36,9,5,36
298,FAM5,MaxDD,loglog,36,9,1,36
298,FAM5,Sharpe,partial,36,13,10,36
298,FAM5,Sharpe,logx,36,13,9,36
298,FAM5,Sharpe,loglog,36,13,0,0
299,FAM2,DD,partial,72,24,16,72
299,FAM2,DD,logx,72,24,13,72
299,FAM2,DD,loglog,72,24,0,72
299,FAM2,RET,partial,108,43,33,108
299,FAM2,RET,logx,108,43,31,108
299,FAM2,RET,loglog,108,43,0,0
299,FAM3,DD,partial,72,24,16,72
299,FAM3,DD,logx,72,24,13,72
299,FAM3,DD,loglog,72,24,0,72
299,FAM3,LEVEL,partial,72,28,21,72
299,FAM3,LEVEL,logx,72,28,21,72
299,FAM3,LEVEL,loglog,72,28,0,0
299,FAM3,RATIO,partial,36,15,12,36
299,FAM3,RATIO,logx,36,15,10,36
299,FAM3,RATIO,loglog,36,15,0,0
299,FAM5,CAGR,partial,36,14,10,36
299,FAM5,CAGR,logx,36,14,10,36
299,FAM5,CAGR,loglog,36,14,0,0
299,FAM5,CAGRnorm,partial,36,14,11,36
299,FAM5,CAGRnorm,logx,36,14,11,36
299,FAM5,CAGRnorm,loglog,36,14,0,0
299,FAM5,DDnorm,partial,36,12,8,36
299,FAM5,DDnorm,logx,36,12,7,36
299,FAM5,DDnorm,loglog,36,12,0,36
299,FAM5,MaxDD,partial,36,12,8,36
299,FAM5,MaxDD,logx,36,12,6,36
299,FAM5,MaxDD,loglog,36,12,0,36
299,FAM5,Sharpe,partial,36,15,12,36
299,FAM5,Sharpe,logx,36,15,10,36
299,FAM5,Sharpe,loglog,36,15,0,0
300,FAM2,DD,partial,72,19,9,72
300,FAM2,DD,logx,72,19,6,72
300,FAM2,DD,loglog,72,19,0,72
300,FAM2,RET,partial,108,39,35,108
300,FAM2,RET,logx,108,39,32,108
300,FAM2,RET,loglog,108,39,0,0
300,FAM3,DD,partial,72,19,9,72
300,FAM3,DD,logx,72,19,6,72
300,FAM3,DD,loglog,72,19,0,72
300,FAM3,LEVEL,partial,72,26,23,72
300,FAM3,LEVEL,logx,72,26,21,72
300,FAM3,LEVEL,loglog,72,26,0,0
300,FAM3,RATIO,partial,36,13,12,36
300,FAM3,RATIO,logx,36,13,11,36
300,FAM3,RATIO,loglog,36,13,0,0
300,FAM5,CAGR,partial,36,13,11,36
300,FAM5,CAGR,logx,36,13,10,36
300,FAM5,CAGR,loglog,36,13,0,0
300,FAM5,CAGRnorm,partial,36,13,12,36
300,FAM5,CAGRnorm,logx,36,13,11,36
300,FAM5,CAGRnorm,loglog,36,13,0,0
300,FAM5,DDnorm,partial,36,10,5,36
300,FAM5,DDnorm,logx,36,10,3,36
300,FAM5,DDnorm,loglog,36,10,0,36
300,FAM5,MaxDD,partial,36,9,4,36
300,FAM5,MaxDD,logx,36,9,3,36
300,FAM5,MaxDD,loglog,36,9,0,36
300,FAM5,Sharpe,partial,36,13,12,36
300,FAM5,Sharpe,logx,36,13,11,36
300,FAM5,Sharpe,loglog,36,13,0,0
301,FAM2,DD,partial,72,20,11,72
301,FAM2,DD,logx,72,20,9,72
301,FAM2,DD,loglog,72,20,1,72
301,FAM2,RET,partial,108,42,30,108
301,FAM2,RET,logx,108,42,27,108
301,FAM2,RET,loglog,108,42,0,0
301,FAM3,DD,partial,72,20,11,72
301,FAM3,DD,logx,72,20,9,72
301,FAM3,DD,loglog,72,20,1,72
301,FAM3,LEVEL,partial,72,28,20,72
301,FAM3,LEVEL,logx,72,28,18,72
301,FAM3,LEVEL,loglog,72,28,0,0
301,FAM3,RATIO,partial,36,14,10,36
301,FAM3,RATIO,logx,36,14,9,36
301,FAM3,RATIO,loglog,36,14,0,0
301,FAM5,CAGR,partial,36,14,10,36
301,FAM5,CAGR,logx,36,14,9,36
301,FAM5,CAGR,loglog,36,14,0,0
301,FAM5,CAGRnorm,partial,36,14,10,36
301,FAM5,CAGRnorm,logx,36,14,9,36
301,FAM5,CAGRnorm,loglog,36,14,0,0
301,FAM5,DDnorm,partial,36,7,6,36
301,FAM5,DDnorm,logx,36,7,5,36
301,FAM5,DDnorm,loglog,36,7,0,36
301,FAM5,MaxDD,partial,36,13,5,36
301,FAM5,MaxDD,logx,36,13,4,36
301,FAM5,MaxDD,loglog,36,13,1,36
301,FAM5,Sharpe,partial,36,14,10,36
301,FAM5,Sharpe,logx,36,14,9,36
301,FAM5,Sharpe,loglog,36,14,0,0
302,FAM2,DD,partial,72,17,10,72
302,FAM2,DD,logx,72,17,6,72
302,FAM2,DD,loglog,72,17,0,72
302,FAM2,RET,partial,108,41,35,108
302,FAM2,RET,logx,108,41,35,108
302,FAM2,RET,loglog,108,41,0,0
302,FAM3,DD,partial,72,17,10,72
302,FAM3,DD,logx,72,17,6,72
302,FAM3,DD,loglog,72,17,0,72
302,FAM3,LEVEL,partial,72,27,23,72
302,FAM3,LEVEL,logx,72,27,23,72
302,FAM3,LEVEL,loglog,72,27,0,0
302,FAM3,RATIO,partial,36,14,12,36
302,FAM3,RATIO,logx,36,14,12,36
302,FAM3,RATIO,loglog,36,14,0,0
302,FAM5,CAGR,partial,36,13,11,36
302,FAM5,CAGR,logx,36,13,11,36
302,FAM5,CAGR,loglog,36,13,0,0
302,FAM5,CAGRnorm,partial,36,14,12,36
302,FAM5,CAGRnorm,logx,36,14,12,36
302,FAM5,CAGRnorm,loglog,36,14,0,0
302,FAM5,DDnorm,partial,36,6,4,36
302,FAM5,DDnorm,logx,36,6,3,36
302,FAM5,DDnorm,loglog,36,6,0,36
302,FAM5,MaxDD,partial,36,11,6,36
302,FAM5,MaxDD,logx,36,11,3,36
302,FAM5,MaxDD,loglog,36,11,0,36
302,FAM5,Sharpe,partial,36,14,12,36
302,FAM5,Sharpe,logx,36,14,12,36
302,FAM5,Sharpe,loglog,36,14,0,0
303,FAM2,DD,partial,72,17,10,72
303,FAM2,DD,logx,72,17,6,72
303,FAM2,DD,loglog,72,17,0,72
303,FAM2,RET,partial,108,39,31,108
303,FAM2,RET,logx,108,39,27,108
303,FAM2,RET,loglog,108,39,0,0
303,FAM3,DD,partial,72,17,10,72
303,FAM3,DD,logx,72,17,6,72
303,FAM3,DD,loglog,72,17,0,72
303,FAM3,LEVEL,partial,72,26,20,72
303,FAM3,LEVEL,logx,72,26,18,72
303,FAM3,LEVEL,loglog,72,26,0,0
303,FAM3,RATIO,partial,36,13,11,36
303,FAM3,RATIO,logx,36,13,9,36
303,FAM3,RATIO,loglog,36,13,0,0
303,FAM5,CAGR,partial,36,12,9,36
303,FAM5,CAGR,logx,36,12,9,36
303,FAM5,CAGR,loglog,36,12,0,0
303,FAM5,CAGRnorm,partial,36,14,11,36
303,FAM5,CAGRnorm,logx,36,14,9,36
303,FAM5,CAGRnorm,loglog,36,14,0,0
303,FAM5,DDnorm,partial,36,8,6,36
303,FAM5,DDnorm,logx,36,8,4,36
303,FAM5,DDnorm,loglog,36,8,0,36
303,FAM5,MaxDD,partial,36,9,4,36
303,FAM5,MaxDD,logx,36,9,2,36
303,FAM5,MaxDD,loglog,36,9,0,36
303,FAM5,Sharpe,partial,36,13,11,36
303,FAM5,Sharpe,logx,36,13,9,36
303,FAM5,Sharpe,loglog,36,13,0,0
304,FAM2,DD,partial,72,17,11,72
304,FAM2,DD,logx,72,17,11,72
304,FAM2,DD,loglog,72,17,0,72
304,FAM2,RET,partial,108,46,36,108
304,FAM2,RET,logx,108,46,37,108
304,FAM2,RET,loglog,108,46,0,0
304,FAM3,DD,partial,72,17,11,72
304,FAM3,DD,logx,72,17,11,72
304,FAM3,DD,loglog,72,17,0,72
304,FAM3,LEVEL,partial,72,30,24,72
304,FAM3,LEVEL,logx,72,30,24,72
304,FAM3,LEVEL,loglog,72,30,0,0
304,FAM3,RATIO,partial,36,16,12,36
304,FAM3,RATIO,logx,36,16,13,36
304,FAM3,RATIO,loglog,36,16,0,0
304,FAM5,CAGR,partial,36,14,11,36
304,FAM5,CAGR,logx,36,14,11,36
304,FAM5,CAGR,loglog,36,14,0,0
304,FAM5,CAGRnorm,partial,36,16,13,36
304,FAM5,CAGRnorm,logx,36,16,13,36
304,FAM5,CAGRnorm,loglog,36,16,0,0
304,FAM5,DDnorm,partial,36,8,6,36
304,FAM5,DDnorm,logx,36,8,6,36
304,FAM5,DDnorm,loglog,36,8,0,36
304,FAM5,MaxDD,partial,36,9,5,36
304,FAM5,MaxDD,logx,36,9,5,36
304,FAM5,MaxDD,loglog,36,9,0,36
304,FAM5,Sharpe,partial,36,16,12,36
304,FAM5,Sharpe,logx,36,16,13,36
304,FAM5,Sharpe,loglog,36,16,0,0
305,FAM2,DD,partial,72,22,18,72
305,FAM2,DD,logx,72,22,16,72
305,FAM2,DD,loglog,72,22,0,72
305,FAM2,RET,partial,108,37,28,108
305,FAM2,RET,logx,108,37,25,108
305,FAM2,RET,loglog,108,37,0,0
305,FAM3,DD,partial,72,22,18,72
305,FAM3,DD,logx,72,22,16,72
305,FAM3,DD,loglog,72,22,0,72
305,FAM3,LEVEL,partial,72,24,18,72
305,FAM3,LEVEL,logx,72,24,16,72
305,FAM3,LEVEL,loglog,72,24,0,0
305,FAM3,RATIO,partial,36,13,10,36
305,FAM3,RATIO,logx,36,13,9,36
305,FAM3,RATIO,loglog,36,13,0,0
305,FAM5,CAGR,partial,36,11,8,36
305,FAM5,CAGR,logx,36,11,7,36
305,FAM5,CAGR,loglog,36,11,0,0
305,FAM5,CAGRnorm,partial,36,13,10,36
305,FAM5,CAGRnorm,logx,36,13,9,36
305,FAM5,CAGRnorm,loglog,36,13,0,0
305,FAM5,DDnorm,partial,36,10,9,36
305,FAM5,DDnorm,logx,36,10,8,36
305,FAM5,DDnorm,loglog,36,10,0,36
305,FAM5,MaxDD,partial,36,12,9,36
305,FAM5,MaxDD,logx,36,12,8,36
305,FAM5,MaxDD,loglog,36,12,0,36
305,FAM5,Sharpe,partial,36,13,10,36
305,FAM5,Sharpe,logx,36,13,9,36
305,FAM5,Sharpe,loglog,36,13,0,0
306,FAM2,DD,partial,72,19,15,72
306,FAM2,DD,logx,72,19,12,72
306,FAM2,DD,loglog,72,19,1,72
306,FAM2,RET,partial,108,44,34,108
306,FAM2,RET,logx,108,44,33,108
306,FAM2,RET,loglog,108,44,0,0
306,FAM3,DD,partial,72,19,15,72
306,FAM3,DD,logx,72,19,12,72
306,FAM3,DD,loglog,72,19,1,72
306,FAM3,LEVEL,partial,72,29,23,72
306,FAM3,LEVEL,logx,72,29,22,72
306,FAM3,LEVEL,loglog,72,29,0,0
306,FAM3,RATIO,partial,36,15,11,36
306,FAM3,RATIO,logx,36,15,11,36
306,FAM3,RATIO,loglog,36,15,0,0
306,FAM5,CAGR,partial,36,14,12,36
306,FAM5,CAGR,logx,36,14,11,36
306,FAM5,CAGR,loglog,36,14,0,0
306,FAM5,CAGRnorm,partial,36,15,11,36
306,FAM5,CAGRnorm,logx,36,15,11,36
306,FAM5,CAGRnorm,loglog,36,15,0,0
306,FAM5,DDnorm,partial,36,8,8,36
306,FAM5,DDnorm,logx,36,8,7,36
306,FAM5,DDnorm,loglog,36,8,0,36
306,FAM5,MaxDD,partial,36,11,7,36
306,FAM5,MaxDD,logx,36,11,5,36
306,FAM5,MaxDD,loglog,36,11,1,36
306,FAM5,Sharpe,partial,36,15,11,36
306,FAM5,Sharpe,logx,36,15,11,36
306,FAM5,Sharpe,loglog,36,15,0,0
307,FAM2,DD,partial,72,18,11,72
307,FAM2,DD,logx,72,18,8,72
307,FAM2,DD,loglog,72,18,0,72
307,FAM2,RET,partial,108,40,29,108
307,FAM2,RET,logx,108,40,27,108
307,FAM2,RET,loglog,108,40,0,0
307,FAM3,DD,partial,72,18,11,72
307,FAM3,DD,logx,72,18,8,72
307,FAM3,DD,loglog,72,18,0,72
307,FAM3,LEVEL,partial,72,27,19,72
307,FAM3,LEVEL,logx,72,27,18,72
307,FAM3,LEVEL,loglog,72,27,0,0
307,FAM3,RATIO,partial,36,13,10,36
307,FAM3,RATIO,logx,36,13,9,36
307,FAM3,RATIO,loglog,36,13,0,0
307,FAM5,CAGR,partial,36,14,9,36
307,FAM5,CAGR,logx,36,14,9,36
307,FAM5,CAGR,loglog,36,14,0,0
307,FAM5,CAGRnorm,partial,36,13,10,36
307,FAM5,CAGRnorm,logx,36,13,9,36
307,FAM5,CAGRnorm,loglog,36,13,0,0
307,FAM5,DDnorm,partial,36,7,6,36
307,FAM5,DDnorm,logx,36,7,4,36
307,FAM5,DDnorm,loglog,36,7,0,36
307,FAM5,MaxDD,partial,36,11,5,36
307,FAM5,MaxDD,logx,36,11,4,36
307,FAM5,MaxDD,loglog,36,11,0,36
307,FAM5,Sharpe,partial,36,13,10,36
307,FAM5,Sharpe,logx,36,13,9,36
307,FAM5,Sharpe,loglog,36,13,0,0
308,FAM2,DD,partial,72,26,20,72
308,FAM2,DD,logx,72,26,14,72
308,FAM2,DD,loglog,72,26,0,72
308,FAM2,RET,partial,108,41,29,108
308,FAM2,RET,logx,108,41,29,108
308,FAM2,RET,loglog,108,41,0,0
308,FAM3,DD,partial,72,26,20,72
308,FAM3,DD,logx,72,26,14,72
308,FAM3,DD,loglog,72,26,0,72
308,FAM3,LEVEL,partial,72,27,19,72
308,FAM3,LEVEL,logx,72,27,19,72
308,FAM3,LEVEL,loglog,72,27,0,0
308,FAM3,RATIO,partial,36,14,10,36
308,FAM3,RATIO,logx,36,14,10,36
308,FAM3,RATIO,loglog,36,14,0,0
308,FAM5,CAGR,partial,36,13,9,36
308,FAM5,CAGR,logx,36,13,9,36
308,FAM5,CAGR,loglog,36,13,0,0
308,FAM5,CAGRnorm,partial,36,14,10,36
308,FAM5,CAGRnorm,logx,36,14,10,36
308,FAM5,CAGRnorm,loglog,36,14,0,0
308,FAM5,DDnorm,partial,36,11,10,36
308,FAM5,DDnorm,logx,36,11,7,36
308,FAM5,DDnorm,loglog,36,11,0,36
308,FAM5,MaxDD,partial,36,15,10,36
308,FAM5,MaxDD,logx,36,15,7,36
308,FAM5,MaxDD,loglog,36,15,0,36
308,FAM5,Sharpe,partial,36,14,10,36
308,FAM5,Sharpe,logx,36,14,10,36
308,FAM5,Sharpe,loglog,36,14,0,0
309,FAM2,DD,partial,72,16,6,72
309,FAM2,DD,logx,72,16,4,72
309,FAM2,DD,loglog,72,16,0,72
309,FAM2,RET,partial,108,41,37,108
309,FAM2,RET,logx,108,41,36,108
309,FAM2,RET,loglog,108,41,0,0
309,FAM3,DD,partial,72,16,6,72
309,FAM3,DD,logx,72,16,4,72
309,FAM3,DD,loglog,72,16,0,72
309,FAM3,LEVEL,partial,72,27,25,72
309,FAM3,LEVEL,logx,72,27,24,72
309,FAM3,LEVEL,loglog,72,27,0,0
309,FAM3,RATIO,partial,36,14,12,36
309,FAM3,RATIO,logx,36,14,12,36
309,FAM3,RATIO,loglog,36,14,0,0
309,FAM5,CAGR,partial,36,13,13,36
309,FAM5,CAGR,logx,36,13,12,36
309,FAM5,CAGR,loglog,36,13,0,0
309,FAM5,CAGRnorm,partial,36,14,12,36
309,FAM5,CAGRnorm,logx,36,14,12,36
309,FAM5,CAGRnorm,loglog,36,14,0,0
309,FAM5,DDnorm,partial,36,6,4,36
309,FAM5,DDnorm,logx,36,6,2,36
309,FAM5,DDnorm,loglog,36,6,0,36
309,FAM5,MaxDD,partial,36,10,2,36
309,FAM5,MaxDD,logx,36,10,2,36
309,FAM5,MaxDD,loglog,36,10,0,36
309,FAM5,Sharpe,partial,36,14,12,36
309,FAM5,Sharpe,logx,36,14,12,36
309,FAM5,Sharpe,loglog,36,14,0,0
310,FAM2,DD,partial,72,18,11,72
310,FAM2,DD,logx,72,18,8,72
310,FAM2,DD,loglog,72,18,1,72
310,FAM2,RET,partial,108,41,29,108
310,FAM2,RET,logx,108,41,24,108
310,FAM2,RET,loglog,108,41,0,0
310,FAM3,DD,partial,72,18,11,72
310,FAM3,DD,logx,72,18,8,72
310,FAM3,DD,loglog,72,18,1,72
310,FAM3,LEVEL,partial,72,27,19,72
310,FAM3,LEVEL,logx,72,27,16,72
310,FAM3,LEVEL,loglog,72,27,0,0
310,FAM3,RATIO,partial,36,14,10,36
310,FAM3,RATIO,logx,36,14,8,36
310,FAM3,RATIO,loglog,36,14,0,0
310,FAM5,CAGR,partial,36,14,9,36
310,FAM5,CAGR,logx,36,14,8,36
310,FAM5,CAGR,loglog,36,14,0,0
310,FAM5,CAGRnorm,partial,36,13,10,36
310,FAM5,CAGRnorm,logx,36,13,8,36
310,FAM5,CAGRnorm,loglog,36,13,0,0
310,FAM5,DDnorm,partial,36,8,6,36
310,FAM5,DDnorm,logx,36,8,4,36
310,FAM5,DDnorm,loglog,36,8,0,36
310,FAM5,MaxDD,partial,36,10,5,36
310,FAM5,MaxDD,logx,36,10,4,36
310,FAM5,MaxDD,loglog,36,10,1,36
310,FAM5,Sharpe,partial,36,14,10,36
310,FAM5,Sharpe,logx,36,14,8,36
310,FAM5,Sharpe,loglog,36,14,0,0
311,FAM2,DD,partial,72,16,12,72
311,FAM2,DD,logx,72,16,9,72
311,FAM2,DD,loglog,72,16,0,72
311,FAM2,RET,partial,108,38,29,108
311,FAM2,RET,logx,108,38,29,108
311,FAM2,RET,loglog,108,38,0,0
311,FAM3,DD,partial,72,16,12,72
311,FAM3,DD,logx,72,16,9,72
311,FAM3,DD,loglog,72,16,0,72
311,FAM3,LEVEL,partial,72,25,20,72
311,FAM3,LEVEL,logx,72,25,20,72
311,FAM3,LEVEL,loglog,72,25,0,0
311,FAM3,RATIO,partial,36,13,9,36
311,FAM3,RATIO,logx,36,13,9,36
311,FAM3,RATIO,loglog,36,13,0,0
311,FAM5,CAGR,partial,36,12,11,36
311,FAM5,CAGR,logx,36,12,11,36
311,FAM5,CAGR,loglog,36,12,0,0
311,FAM5,CAGRnorm,partial,36,13,9,36
311,FAM5,CAGRnorm,logx,36,13,9,36
311,FAM5,CAGRnorm,loglog,36,13,0,0
311,FAM5,DDnorm,partial,36,9,8,36
311,FAM5,DDnorm,logx,36,9,5,36
311,FAM5,DDnorm,loglog,36,9,0,36
311,FAM5,MaxDD,partial,36,7,4,36
311,FAM5,MaxDD,logx,36,7,4,36
311,FAM5,MaxDD,loglog,36,7,0,36
311,FAM5,Sharpe,partial,36,13,9,36
311,FAM5,Sharpe,logx,36,13,9,36
311,FAM5,Sharpe,loglog,36,13,0,0
312,FAM2,DD,partial,72,19,12,72
312,FAM2,DD,logx,72,19,12,72
312,FAM2,DD,loglog,72,19,0,72
312,FAM2,RET,partial,108,40,34,108
312,FAM2,RET,logx,108,40,36,108
312,FAM2,RET,loglog,108,40,0,0
312,FAM3,DD,partial,72,19,12,72
312,FAM3,DD,logx,72,19,12,72
312,FAM3,DD,loglog,72,19,0,72
312,FAM3,LEVEL,partial,72,27,22,72
312,FAM3,LEVEL,logx,72,27,24,72
312,FAM3,LEVEL,loglog,72,27,0,0
312,FAM3,RATIO,partial,36,13,12,36
312,FAM3,RATIO,logx,36,13,12,36
312,FAM3,RATIO,loglog,36,13,0,0
312,FAM5,CAGR,partial,36,14,10,36
312,FAM5,CAGR,logx,36,14,11,36
312,FAM5,CAGR,loglog,36,14,0,0
312,FAM5,CAGRnorm,partial,36,13,12,36
312,FAM5,CAGRnorm,logx,36,13,13,36
312,FAM5,CAGRnorm,loglog,36,13,0,0
312,FAM5,DDnorm,partial,36,7,6,36
312,FAM5,DDnorm,logx,36,7,6,36
312,FAM5,DDnorm,loglog,36,7,0,36
312,FAM5,MaxDD,partial,36,12,6,36
312,FAM5,MaxDD,logx,36,12,6,36
312,FAM5,MaxDD,loglog,36,12,0,36
312,FAM5,Sharpe,partial,36,13,12,36
312,FAM5,Sharpe,logx,36,13,12,36
312,FAM5,Sharpe,loglog,36,13,0,0
313,FAM2,DD,partial,72,18,12,72
313,FAM2,DD,logx,72,18,9,72
313,FAM2,DD,loglog,72,18,1,72
313,FAM2,RET,partial,108,38,32,108
313,FAM2,RET,logx,108,38,32,108
313,FAM2,RET,loglog,108,38,0,0
313,FAM3,DD,partial,72,18,12,72
313,FAM3,DD,logx,72,18,9,72
313,FAM3,DD,loglog,72,18,1,72
313,FAM3,LEVEL,partial,72,25,21,72
313,FAM3,LEVEL,logx,72,25,21,72
313,FAM3,LEVEL,loglog,72,25,0,0
313,FAM3,RATIO,partial,36,13,11,36
313,FAM3,RATIO,logx,36,13,11,36
313,FAM3,RATIO,loglog,36,13,0,0
313,FAM5,CAGR,partial,36,12,10,36
313,FAM5,CAGR,logx,36,12,10,36
313,FAM5,CAGR,loglog,36,12,0,0
313,FAM5,CAGRnorm,partial,36,13,11,36
313,FAM5,CAGRnorm,logx,36,13,11,36
313,FAM5,CAGRnorm,loglog,36,13,0,0
313,FAM5,DDnorm,partial,36,7,6,36
313,FAM5,DDnorm,logx,36,7,5,36
313,FAM5,DDnorm,loglog,36,7,0,36
313,FAM5,MaxDD,partial,36,11,6,36
313,FAM5,MaxDD,logx,36,11,4,36
313,FAM5,MaxDD,loglog,36,11,1,36
313,FAM5,Sharpe,partial,36,13,11,36
313,FAM5,Sharpe,logx,36,13,11,36
313,FAM5,Sharpe,loglog,36,13,0,0
314,FAM2,DD,partial,72,27,21,72
314,FAM2,DD,logx,72,27,19,72
314,FAM2,DD,loglog,72,27,0,72
314,FAM2,RET,partial,108,47,37,108
