panel,book,conv,b_star,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS,spy_OOS,spy_OOS_CAGR,R
B136,EWall,dg,0.08,1.1411863398422468,0.08363493461181792,1.1094642338971092,-0.14813995230211774,1.1185082795688426,0.8820239235972316,0.1545044425578177,
B136,EWall,rw,0.12,1.1951225003287052,0.13745091594646608,1.1620514328168383,-0.21738477524607436,1.1185082795688426,0.8820239235972316,0.1545044425578177,
B136,TOP20,dg,0.12,1.1038909792957945,0.14469786803738072,0.9231059368195199,-0.24728627467780717,1.1185082795688426,0.8820239235972316,0.1545044425578177,
B136,TOP20,rw,0.2,1.159452147986192,0.1571163268295468,0.9677719898378991,-0.263260454103038,1.1185082795688426,0.8820239235972316,0.1545044425578177,
B136,V1u,dg,0.05,0.6942952280603812,0.056451128912440085,0.5584267493212051,-0.23554467749315466,1.1185082795688426,0.8820239235972316,0.1545044425578177,
B136,V1u,rw,0.0,0.714743531177852,0.061128162640717854,0.5902319040623647,-0.2119126361153264,1.1185082795688426,0.8820239235972316,0.1545044425578177,
SMALL439,EWall,dg,0.2,0.6883521874083115,0.046639629852882614,0.6254649846034185,-0.17136342530471904,0.5680478271993786,0.882010501050508,0.15450723909089636,
SMALL439,EWall,rw,0.2,0.7074438168743177,0.10946392308822883,0.7339934403950341,-0.34727658752589385,0.5680478271993786,0.882010501050508,0.15450723909089636,
SMALL439,TOP20,dg,0.08,0.7000325789594846,0.16352454060962884,0.7847781809216707,-0.3083703894215133,0.5680478271993786,0.882010501050508,0.15450723909089636,
SMALL439,TOP20,rw,0.08,0.7079039427313876,0.16456934442010285,0.7851628549387135,-0.31376366094641983,0.5680478271993786,0.882010501050508,0.15450723909089636,
SMALL439,V1u,dg,0.02,0.6394084624214507,0.05087608268921584,0.41692068874139054,-0.37230252046147216,0.5680478271993786,0.882010501050508,0.15450723909089636,
SMALL439,V1u,rw,0.0,0.6853865117387756,0.06817460690257149,0.5148802750951855,-0.3612438917504036,0.5680478271993786,0.882010501050508,0.15450723909089636,
U56,EWall,dg,0.08,1.122239172338403,0.09033738726422302,1.169915264704118,-0.1446692177776664,1.2816876607860581,0.878646168321868,0.153780735432695,
U56,EWall,rw,0.12,1.1762434654022016,0.15119727418572615,1.263736078879894,-0.1941939663748593,1.2816876607860581,0.878646168321868,0.153780735432695,
U56,TOP20,dg,0.08,1.1767990715214671,0.15826858094828178,1.1752650671887515,-0.20130839752710994,1.2816876607860581,0.878646168321868,0.153780735432695,
U56,TOP20,rw,0.2,1.1924744529524594,0.1736492888784653,1.1552381667731773,-0.23080945668625463,1.2816876607860581,0.878646168321868,0.153780735432695,
U56,V1u,dg,0.05,0.6026644303858808,0.0702842036600726,0.7052841564181112,-0.14246853548185112,1.2816876607860581,0.878646168321868,0.153780735432695,
U56,V1u,rw,0.2,0.9249672864606286,0.11904266369757321,0.924800485278837,-0.1924788994411032,1.2816876607860581,0.878646168321868,0.153780735432695,
