panel,tape,target,T_trade,cost,h,turn_py,cal_turn_lo,cal_turn_hi,inside_ladder,d_oos_Sharpe,d_oos_MaxDD,d_oos_CAGR,d_full_Sharpe,d_full_MaxDD
B136,CRASH_PT,0.08,M,0,0.01,5.193031404946735,1.1850247738973958,5.482064453601778,True,0.00036840565667994873,0.0009662340770791727,-0.00038440422026356225,-0.001082863358677244,0.0009662340770789923
B136,CRASH_PT,0.08,M,0,0.02,4.872294750832774,1.1850247738973958,5.482064453601778,True,0.002326823228347763,0.0006484300055575876,-0.0005865083132728377,0.004289436517683987,0.0006484300055575598
B136,CRASH_PT,0.08,M,0,0.03,4.48863770813051,1.1850247738973958,5.482064453601778,True,0.006898153017404152,0.0035703668201235994,-0.0005170986003237843,0.004924265054293553,0.0035703668201239463
B136,CRASH_PT,0.08,M,0,0.05,3.9765795153637775,1.1850247738973958,5.482064453601778,True,0.026528235987168802,0.004837828929019447,0.0005945360924950738,0.021535726160056168,0.004610802156522778
B136,CRASH_PT,0.08,M,0,0.08,3.4045088963024024,1.1850247738973958,5.482064453601778,True,0.006781948428144391,0.000933324180225556,-0.0017345019718698618,-0.012742199801936804,0.0009333241802260833
B136,CRASH_PT,0.08,M,0,0.12,3.083184461022706,1.1850247738973958,5.482064453601778,True,0.009618694445217013,-0.00029725344938819065,-0.0022932559059657687,-0.015977907307816563,-0.00029725344938767717
B136,CRASH_PT,0.08,M,0,0.16,2.6563359594903435,1.1850247738973958,5.482064453601778,True,0.04357433287549162,0.0034458127769952662,-0.001164371890197552,0.016401400826149937,0.0034458127769956964
B136,CRASH_PT,0.08,M,0,0.2,2.16324617893549,1.1850247738973958,5.482064453601778,True,0.0647394567953965,0.015622922884985152,-0.00196158082487935,-0.00390411666276691,0.015622922884985624
B136,CRASH_PT,0.08,M,0,0.25,2.0655866121159514,1.1850247738973958,5.482064453601778,True,-0.000781073488008488,0.0238494245289696,-0.012308458242945741,-0.051310436221840394,0.02053399558948356
B136,CRASH_PT,0.08,M,10,0.01,5.193031404946735,1.1850247738973958,5.482064453601778,True,0.000654454921711789,0.0008109313591803807,-0.0003490692060143241,-0.0011439146419311985,0.0008109313591808248
B136,CRASH_PT,0.08,M,10,0.02,4.872294750832774,1.1850247738973958,5.482064453601778,True,0.0029030149189164245,0.002040365939164457,-0.0005195483302757459,0.004163333834641181,0.0020403659391649426
B136,CRASH_PT,0.08,M,10,0.03,4.48863770813051,1.1850247738973958,5.482064453601778,True,0.00705774737443754,0.003240241648857445,-0.0004871005235493192,0.004822716683092976,0.0032402416488571256
B136,CRASH_PT,0.08,M,10,0.05,3.9765795153637775,1.1850247738973958,5.482064453601778,True,0.02727279077953826,0.00468024856771021,0.0007001266388776545,0.02134594934000633,0.004680248567709752
B136,CRASH_PT,0.08,M,10,0.08,3.4045088963024024,1.1850247738973958,5.482064453601778,True,0.006784023264718497,0.0021504829049056734,-0.0017108353511393615,-0.012967897779299298,0.002150482904906048
B136,CRASH_PT,0.08,M,10,0.12,3.083184461022706,1.1850247738973958,5.482064453601778,True,0.009005624660006317,-0.00025928283490465887,-0.002296968660165044,-0.016571940748567382,-0.00025928283490292414
B136,CRASH_PT,0.08,M,10,0.16,2.6563359594903435,1.1850247738973958,5.482064453601778,True,0.04131627939907978,0.0031445225839005497,-0.0013077994059887688,0.01553694771611358,0.0031445225839007995
B136,CRASH_PT,0.08,M,10,0.2,2.16324617893549,1.1850247738973958,5.482064453601778,True,0.0639611219834848,0.015678258733536038,-0.0018981419775754849,-0.005471767083991441,0.01567825873353626
B136,CRASH_PT,0.08,M,10,0.25,2.0655866121159514,1.1850247738973958,5.482064453601778,True,0.0004453549178067284,0.023809340057861977,-0.012041690483799189,-0.05264364990960124,0.020434746204985088
B136,CRASH_PT,0.08,M,25,0.01,5.193031404946735,1.1850247738973958,5.482064453601778,True,0.001078945420308175,0.0008542665132910549,-0.00029731742003601125,-0.0012417066959162781,0.000854266513290361
B136,CRASH_PT,0.08,M,25,0.02,4.872294750832774,1.1850247738973958,5.482064453601778,True,0.003755411611608972,0.0031271452757806045,-0.0004212652339847661,0.0039663250480985734,0.0031271452757801327
B136,CRASH_PT,0.08,M,25,0.03,4.48863770813051,1.1850247738973958,5.482064453601778,True,0.007280971101961242,0.0032490137038339167,-0.0004436722431046536,0.004649025335884183,0.0032490137038327788
B136,CRASH_PT,0.08,M,25,0.05,3.9765795153637775,1.1850247738973958,5.482064453601778,True,0.028383618833735857,0.0047170147699127085,0.0008564864108010356,0.021032376378375517,0.004717014769913069
B136,CRASH_PT,0.08,M,25,0.08,3.4045088963024024,1.1850247738973958,5.482064453601778,True,0.006769244937041341,0.00396971619593893,-0.0016761375677515206,-0.01331822824974882,0.0037728755761284455
B136,CRASH_PT,0.08,M,25,0.12,3.083184461022706,1.1850247738973958,5.482064453601778,True,0.008093218899576815,-0.0002034333474769251,-0.0023033975139857416,-0.01746120647199101,-0.00020343334747809083
B136,CRASH_PT,0.08,M,25,0.16,2.6563359594903435,1.1850247738973958,5.482064453601778,True,0.03792478741992622,0.002693470380491683,-0.001522192563508884,0.014258677756496585,0.0026934703804913224
B136,CRASH_PT,0.08,M,25,0.2,2.16324617893549,1.1850247738973958,5.482064453601778,True,0.06284902050210128,0.01576142817992529,-0.0018031796671205136,-0.007752525984753955,0.015761428179924403
B136,CRASH_PT,0.08,M,25,0.25,2.0655866121159514,1.1850247738973958,5.482064453601778,True,0.0022924260113514894,0.023749455832924538,-0.011643212926187613,-0.054615868614375396,0.020286278793697377
B136,CRASH_PT,0.08,M,50,0.01,5.193031404946735,1.1850247738973958,5.482064453601778,True,0.0017729152164105422,0.0009240668012506781,-0.00021434185092460145,-0.0014221042753630453,0.0009240668012497066
B136,CRASH_PT,0.08,M,50,0.02,4.872294750832774,1.1850247738973958,5.482064453601778,True,0.005141925095913491,0.003464156092118975,-0.0002631164025677507,0.0036150373422683124,0.003464156092116283
B136,CRASH_PT,0.08,M,50,0.03,4.48863770813051,1.1850247738973958,5.482064453601778,True,0.007605122319938484,0.00326079759061447,-0.0003753973846796488,0.004297844983065735,0.0032607975906132902
B136,CRASH_PT,0.08,M,50,0.05,3.9765795153637775,1.1850247738973958,5.482064453601778,True,0.030209222038832362,0.004776114085510763,0.0011117508790849384,0.02042329226150308,0.004776114085510513
B136,CRASH_PT,0.08,M,50,0.08,3.4045088963024024,1.1850247738973958,5.482064453601778,True,0.006688993909733876,0.006984490415812977,-0.0016204187035823714,-0.01394421858415984,0.005723060902887503
B136,CRASH_PT,0.08,M,50,0.12,3.083184461022706,1.1850247738973958,5.482064453601778,True,0.006588646672606169,-0.000113278011084475,-0.002316367643628553,-0.018944432411641676,-0.00011327801108382274
B136,CRASH_PT,0.08,M,50,0.16,2.6563359594903435,1.1850247738973958,5.482064453601778,True,0.03225914150837994,0.0019440755461958975,-0.0018775141675915347,0.012170619152833906,0.001944075546195953
B136,CRASH_PT,0.08,M,50,0.2,2.16324617893549,1.1850247738973958,5.482064453601778,True,0.061131964888293755,0.0159004854906091,-0.00164543160974559,-0.011374534808087589,0.0159004854906096
B136,CRASH_PT,0.08,M,50,0.25,2.0655866121159514,1.1850247738973958,5.482064453601778,True,0.005379372197084509,0.023586463720373985,-0.010983530549141196,-0.05783289130210778,0.0200399167916068
B136,CRASH_PT,0.08,W,0,0.01,5.40707789985529,1.6533035019455606,5.643950041649955,True,0.0020069826630502163,0.0003349685333928071,-9.695497218345506e-05,0.00043470626579145133,0.0003349685333913083
B136,CRASH_PT,0.08,W,0,0.02,5.141669826506046,1.6533035019455606,5.643950041649955,True,5.608265920442612e-05,0.0003486894300427229,-0.000573003435504621,0.004233580910637524,0.0003486894300422788
B136,CRASH_PT,0.08,W,0,0.03,4.790862908015336,1.6533035019455606,5.643950041649955,True,0.010144837705431398,0.0022892680294148843,0.00014566298092430485,0.006121698744477433,0.0022892680294131773
B136,CRASH_PT,0.08,W,0,0.05,4.349919335256088,1.6533035019455606,5.643950041649955,True,0.026832025806962978,0.0032497295198684467,0.0010285284295652453,0.020230715046986925,0.0032497295198668508
B136,CRASH_PT,0.08,W,0,0.08,3.803726800389445,1.6533035019455606,5.643950041649955,True,0.006077720426471922,-0.0034407191236115325,1.5367697584284246e-05,0.001415113500098153,-0.0034407191236135726
B136,CRASH_PT,0.08,W,0,0.12,3.4421003465069813,1.6533035019455606,5.643950041649955,True,0.025163208204398657,0.004971005810850235,0.0005953812407812897,0.0045674911623792,0.00497100581085104
B136,CRASH_PT,0.08,W,0,0.16,3.060107722316555,1.6533035019455606,5.643950041649955,True,0.033444442018858656,0.008406295027077917,-0.003505387196390569,0.004316512069646006,0.008406295027078264
B136,CRASH_PT,0.08,W,0,0.2,2.508585062062151,1.6533035019455606,5.643950041649955,True,0.0727214739077211,0.02818336685749151,-0.006369819701955659,0.008253016069267316,0.02818336685749112
B136,CRASH_PT,0.08,W,0,0.25,2.46521165987543,1.6533035019455606,5.643950041649955,True,-0.0003322459745438433,0.033558704625891556,-0.016273220512839692,-0.021516992173324923,0.03355870462589117
B136,CRASH_PT,0.08,W,10,0.01,5.40707789985529,1.6533035019455606,5.643950041649955,True,0.0021021959893789965,0.0008560396041596557,-8.3550949330366e-05,0.0003813298818282629,0.0008560396041580876
B136,CRASH_PT,0.08,W,10,0.02,5.141669826506046,1.6533035019455606,5.643950041649955,True,0.0001302796188620281,0.0014423952311943128,-0.0005576866585257079,0.004137379805801977,0.001442395231193952
B136,CRASH_PT,0.08,W,10,0.03,4.790862908015336,1.6533035019455606,5.643950041649955,True,0.00994638872282172,0.0034591037210587594,0.00013279232573484845,0.006031220284259842,0.0034591037210593145
