tape,window,block,cells,matched_cells,mean_edge,pos,share_excl0,share_excl0_matched,share_excl0_pct,share_excl0_t,mean_SE,mean_absT
ALL,FULL,5,42,32,0.04345171960330894,0.9285714285714286,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808,0.04403065727225674,1.0644782883611008
ALL,FULL,10,42,32,0.04345171960330894,0.9285714285714286,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.04421787670617954,1.0474031247987443
ALL,FULL,21,42,32,0.04345171960330894,0.9285714285714286,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.04356797955902899,1.0375968373016566
ALL,FULL,63,42,32,0.04345171960330894,0.9285714285714286,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.043561411280485705,1.0355178462814398
ALL,OOS,5,42,32,0.06600556123657142,1.0,0.2619047619047619,0.34375,0.2619047619047619,0.2619047619047619,0.06482485282331879,1.4090510992814609
ALL,OOS,10,42,32,0.06600556123657142,1.0,0.2619047619047619,0.34375,0.2619047619047619,0.2619047619047619,0.06585832285570864,1.376035452365482
ALL,OOS,21,42,32,0.06600556123657142,1.0,0.2619047619047619,0.34375,0.23809523809523808,0.2619047619047619,0.06407039905004451,1.3622262244022227
ALL,OOS,63,42,32,0.06600556123657142,1.0,0.2857142857142857,0.375,0.2619047619047619,0.2619047619047619,0.06424934537458826,1.3946746700299464
XCRASH,FULL,5,42,32,-0.00766419117935829,0.5238095238095238,0.0,0.0,0.0,0.0,0.03349616876192348,0.7103939101028635
XCRASH,FULL,10,42,32,-0.00766419117935829,0.5238095238095238,0.0,0.0,0.0,0.0,0.03251747539153447,0.7230437870269548
XCRASH,FULL,21,42,32,-0.00766419117935829,0.5238095238095238,0.0,0.0,0.0,0.0,0.031846815510781744,0.7379238102535156
XCRASH,FULL,63,42,32,-0.00766419117935829,0.5238095238095238,0.0,0.0,0.023809523809523808,0.023809523809523808,0.029472569840123634,0.7962798147091151
XCRASH,OOS,5,42,32,-0.020449242736743138,0.5476190476190477,0.09523809523809523,0.125,0.11904761904761904,0.09523809523809523,0.04745546832568798,1.02254458420856
XCRASH,OOS,10,42,32,-0.020449242736743138,0.5476190476190477,0.047619047619047616,0.0625,0.09523809523809523,0.09523809523809523,0.046422580152579246,1.0179067848651722
XCRASH,OOS,21,42,32,-0.020449242736743138,0.5476190476190477,0.047619047619047616,0.0625,0.11904761904761904,0.07142857142857142,0.04560578333404892,1.034239292920876
XCRASH,OOS,63,42,32,-0.020449242736743138,0.5476190476190477,0.14285714285714285,0.1875,0.16666666666666666,0.14285714285714285,0.0413820800367361,1.1669385230359655
